Date,BreakFast,Dinner,Lunch,Month,Day,IsWeekend,IsHoliday,BreakFast_lag_1d,BreakFast_lag_1w,BreakFast_lag_1m,Lunch_lag_1d,Lunch_lag_1w,Lunch_lag_1m,Dinner_lag_1d,Dinner_lag_1w,Dinner_lag_1m,DayOfWeek_0,DayOfWeek_1,DayOfWeek_2,DayOfWeek_3,DayOfWeek_4,DayOfWeek_5,DayOfWeek_6
2023-03-15,109.0,0.0,21.0,3,15,0,0,54.0,219.0,0.0,0.0,16.0,0.0,6.0,112.0,43.0,0,0,1,0,0,0,0
2023-03-16,0.0,140.0,50.0,3,16,0,0,109.0,25.0,54.0,21.0,84.0,74.0,0.0,0.0,22.0,0,0,0,1,0,0,0
2023-03-17,65.0,127.0,16.0,3,17,1,0,0.0,17.0,0.0,50.0,0.0,0.0,140.0,74.0,41.0,0,0,0,0,1,0,0
2023-03-18,0.0,42.0,0.0,3,18,1,0,65.0,9.0,71.0,16.0,35.0,0.0,127.0,196.0,0.0,0,0,0,0,0,1,0
2023-03-19,0.0,62.0,25.0,3,19,0,0,0.0,0.0,188.0,0.0,47.0,18.0,42.0,0.0,0.0,0,0,0,0,0,0,1
2023-03-20,0.0,84.0,22.0,3,20,0,0,0.0,0.0,0.0,25.0,0.0,12.0,62.0,86.0,79.0,1,0,0,0,0,0,0
2023-03-21,0.0,144.0,22.0,3,21,0,0,0.0,54.0,0.0,22.0,0.0,0.0,84.0,6.0,148.0,0,1,0,0,0,0,0
2023-03-22,16.0,197.0,0.0,3,22,0,0,0.0,109.0,0.0,22.0,21.0,0.0,144.0,0.0,57.0,0,0,1,0,0,0,0
2023-03-23,0.0,0.0,50.0,3,23,0,0,16.0,0.0,120.0,0.0,50.0,9.0,197.0,140.0,12.0,0,0,0,1,0,0,0
2023-03-24,5.0,0.0,0.0,3,24,1,0,0.0,65.0,104.0,50.0,16.0,0.0,0.0,127.0,88.0,0,0,0,0,1,0,0
2023-03-25,30.0,0.0,0.0,3,25,1,0,5.0,0.0,84.0,0.0,0.0,0.0,0.0,42.0,28.0,0,0,0,0,0,1,0
2023-03-26,9.0,138.0,0.0,3,26,0,0,30.0,0.0,160.0,0.0,25.0,75.0,0.0,62.0,12.0,0,0,0,0,0,0,1
2023-03-27,0.0,156.0,0.0,3,27,0,0,9.0,0.0,46.0,0.0,22.0,0.0,138.0,84.0,52.0,1,0,0,0,0,0,0
2023-03-28,125.0,56.0,6.0,3,28,0,0,0.0,0.0,66.0,0.0,22.0,41.0,156.0,144.0,197.0,0,1,0,0,0,0,0
2023-03-29,31.0,17.0,0.0,3,29,0,0,125.0,16.0,0.0,6.0,0.0,25.0,56.0,197.0,40.0,0,0,1,0,0,0,0
2023-03-30,21.0,0.0,0.0,3,30,0,0,31.0,0.0,32.0,0.0,50.0,70.0,17.0,0.0,100.0,0,0,0,1,0,0,0
2023-03-31,0.0,6.0,129.0,3,31,1,0,21.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,200.0,0,0,0,0,1,0,0
2023-04-01,0.0,0.0,0.0,4,1,1,0,0.0,30.0,61.0,129.0,0.0,102.0,6.0,0.0,87.0,0,0,0,0,0,1,0
2023-04-02,29.0,0.0,0.0,4,2,0,0,0.0,9.0,123.0,0.0,0.0,16.0,0.0,138.0,75.0,0,0,0,0,0,0,1
2023-04-03,5.0,18.0,0.0,4,3,0,0,29.0,0.0,9.0,0.0,0.0,0.0,0.0,156.0,0.0,1,0,0,0,0,0,0
2023-04-07,0.0,61.0,99.0,4,7,1,0,5.0,125.0,9.0,0.0,6.0,9.0,18.0,56.0,0.0,0,0,0,0,1,0,0
2023-04-08,83.0,0.0,49.0,4,8,1,0,0.0,31.0,137.0,99.0,0.0,50.0,61.0,17.0,16.0,0,0,0,0,0,1,0
2023-04-09,16.0,95.0,122.0,4,9,0,0,83.0,21.0,12.0,49.0,0.0,0.0,0.0,0.0,84.0,0,0,0,0,0,0,1
2023-04-10,66.0,124.0,0.0,4,10,0,0,16.0,0.0,219.0,122.0,129.0,16.0,95.0,6.0,112.0,1,0,0,0,0,0,0
2023-04-11,114.0,16.0,125.0,4,11,0,0,66.0,0.0,25.0,0.0,0.0,84.0,124.0,0.0,0.0,0,1,0,0,0,0,0
2023-04-12,0.0,6.0,0.0,4,12,0,0,114.0,29.0,17.0,125.0,0.0,0.0,16.0,0.0,74.0,0,0,1,0,0,0,0
2023-04-13,0.0,16.0,0.0,4,13,0,0,0.0,5.0,9.0,0.0,0.0,35.0,6.0,18.0,196.0,0,0,0,1,0,0,0
2023-04-14,59.0,0.0,0.0,4,14,1,0,0.0,0.0,0.0,0.0,99.0,47.0,16.0,61.0,0.0,0,0,0,0,1,0,0
2023-04-15,0.0,24.0,0.0,4,15,1,0,59.0,83.0,0.0,0.0,49.0,0.0,0.0,0.0,86.0,0,0,0,0,0,1,0
2023-04-16,0.0,32.0,36.0,4,16,0,0,0.0,16.0,54.0,0.0,122.0,0.0,24.0,95.0,6.0,0,0,0,0,0,0,1
2023-04-18,0.0,54.0,0.0,4,18,0,0,0.0,66.0,109.0,36.0,0.0,21.0,32.0,124.0,0.0,0,1,0,0,0,0,0
2023-04-19,0.0,51.0,0.0,4,19,0,0,0.0,114.0,0.0,0.0,125.0,50.0,54.0,16.0,140.0,0,0,1,0,0,0,0
2023-04-20,0.0,0.0,82.0,4,20,0,1,0.0,0.0,65.0,0.0,0.0,16.0,51.0,6.0,127.0,0,0,0,1,0,0,0
2023-04-21,0.0,27.0,9.0,4,21,1,1,0.0,0.0,0.0,82.0,0.0,0.0,0.0,16.0,42.0,0,0,0,0,1,0,0
2023-04-22,50.0,0.0,0.0,4,22,1,1,0.0,59.0,0.0,9.0,0.0,25.0,27.0,0.0,62.0,0,0,0,0,0,1,0
2023-04-23,66.0,6.0,82.0,4,23,0,1,50.0,0.0,0.0,0.0,0.0,22.0,0.0,24.0,84.0,0,0,0,0,0,0,1
2023-04-24,0.0,0.0,116.0,4,24,0,0,66.0,0.0,0.0,82.0,36.0,22.0,6.0,32.0,144.0,1,0,0,0,0,0,0
2023-04-25,29.0,92.0,16.0,4,25,0,0,0.0,0.0,16.0,116.0,0.0,0.0,0.0,54.0,197.0,0,1,0,0,0,0,0
2023-04-26,0.0,63.0,31.0,4,26,0,0,29.0,0.0,0.0,16.0,0.0,50.0,92.0,51.0,0.0,0,0,1,0,0,0,0
2023-04-27,114.0,30.0,25.0,4,27,0,0,0.0,0.0,5.0,31.0,82.0,0.0,63.0,0.0,0.0,0,0,0,1,0,0,0
2023-04-28,5.0,100.0,30.0,4,28,1,0,114.0,0.0,30.0,25.0,9.0,0.0,30.0,27.0,0.0,0,0,0,0,1,0,0
2023-04-29,70.0,79.0,102.0,4,29,1,0,5.0,50.0,9.0,30.0,0.0,0.0,100.0,0.0,138.0,0,0,0,0,0,1,0
2023-04-30,0.0,72.0,50.0,4,30,0,0,70.0,66.0,0.0,102.0,82.0,0.0,79.0,6.0,156.0,0,0,0,0,0,0,1
2023-05-01,0.0,37.0,0.0,5,1,0,0,0.0,0.0,125.0,50.0,116.0,6.0,72.0,0.0,56.0,1,0,0,0,0,0,0
2023-05-02,128.0,130.0,50.0,5,2,0,0,0.0,29.0,31.0,0.0,16.0,0.0,37.0,92.0,17.0,0,1,0,0,0,0,0
2023-05-03,9.0,24.0,37.0,5,3,0,0,128.0,0.0,21.0,50.0,31.0,0.0,130.0,63.0,0.0,0,0,1,0,0,0,0
2023-05-04,72.0,12.0,6.0,5,4,0,0,9.0,114.0,0.0,37.0,25.0,129.0,24.0,30.0,6.0,0,0,0,1,0,0,0
2023-05-05,37.0,6.0,46.0,5,5,1,0,72.0,5.0,0.0,6.0,30.0,0.0,12.0,100.0,0.0,0,0,0,0,1,0,0
2023-05-06,0.0,91.0,84.0,5,6,1,0,37.0,70.0,29.0,46.0,102.0,0.0,6.0,79.0,0.0,0,0,0,0,0,1,0
2023-05-07,0.0,12.0,44.0,5,7,0,0,0.0,0.0,5.0,84.0,50.0,0.0,91.0,72.0,18.0,0,0,0,0,0,0,1
2023-05-08,0.0,78.0,15.0,5,8,0,0,0.0,0.0,0.0,44.0,0.0,99.0,12.0,37.0,61.0,1,0,0,0,0,0,0
2023-05-09,0.0,15.0,41.0,5,9,0,0,0.0,128.0,83.0,15.0,50.0,49.0,78.0,130.0,0.0,0,1,0,0,0,0,0
2023-05-10,53.0,74.0,0.0,5,10,0,0,0.0,9.0,16.0,41.0,37.0,122.0,15.0,24.0,95.0,0,0,1,0,0,0,0
2023-05-11,6.0,79.0,16.0,5,11,0,0,53.0,72.0,66.0,0.0,6.0,0.0,74.0,12.0,124.0,0,0,0,1,0,0,0
2023-05-12,0.0,52.0,16.0,5,12,1,0,6.0,37.0,114.0,16.0,46.0,125.0,79.0,6.0,16.0,0,0,0,0,1,0,0
2023-05-13,16.0,0.0,6.0,5,13,1,0,0.0,0.0,0.0,16.0,84.0,0.0,52.0,91.0,6.0,0,0,0,0,0,1,0
2023-05-14,0.0,21.0,0.0,5,14,0,0,16.0,0.0,0.0,6.0,44.0,0.0,0.0,12.0,16.0,0,0,0,0,0,0,1
2023-05-15,0.0,58.0,0.0,5,15,0,0,0.0,0.0,59.0,0.0,15.0,0.0,21.0,78.0,0.0,1,0,0,0,0,0,0
2023-05-16,69.0,118.0,16.0,5,16,0,0,0.0,0.0,0.0,0.0,41.0,0.0,58.0,15.0,24.0,0,1,0,0,0,0,0
2023-05-17,99.0,41.0,16.0,5,17,0,0,69.0,53.0,0.0,16.0,0.0,36.0,118.0,74.0,32.0,0,0,1,0,0,0,0
2023-05-18,100.0,114.0,0.0,5,18,0,0,99.0,6.0,0.0,16.0,16.0,0.0,41.0,79.0,54.0,0,0,0,1,0,0,0
2023-05-19,6.0,79.0,35.0,5,19,1,0,100.0,0.0,0.0,0.0,16.0,0.0,114.0,52.0,51.0,0,0,0,0,1,0,0
2023-05-20,16.0,41.0,6.0,5,20,1,0,6.0,16.0,0.0,35.0,6.0,82.0,79.0,0.0,0.0,0,0,0,0,0,1,0
2023-05-21,35.0,43.0,43.0,5,21,0,0,16.0,0.0,0.0,6.0,0.0,9.0,41.0,21.0,27.0,0,0,0,0,0,0,1
2023-05-22,0.0,243.0,64.0,5,22,0,0,35.0,0.0,50.0,43.0,0.0,0.0,43.0,58.0,0.0,1,0,0,0,0,0,0
2023-05-23,0.0,66.0,0.0,5,23,0,0,0.0,69.0,66.0,64.0,16.0,82.0,243.0,118.0,6.0,0,1,0,0,0,0,0
2023-05-24,41.0,0.0,45.0,5,24,0,0,0.0,99.0,0.0,0.0,16.0,116.0,66.0,41.0,0.0,0,0,1,0,0,0,0
2023-05-25,25.0,75.0,0.0,5,25,0,0,41.0,100.0,29.0,45.0,0.0,16.0,0.0,114.0,92.0,0,0,0,1,0,0,0
2023-05-26,0.0,43.0,6.0,5,26,1,0,25.0,6.0,0.0,0.0,35.0,31.0,75.0,79.0,63.0,0,0,0,0,1,0,0
2023-05-27,15.0,0.0,0.0,5,27,1,0,0.0,16.0,114.0,6.0,6.0,25.0,43.0,41.0,30.0,0,0,0,0,0,1,0
2023-05-28,0.0,75.0,158.0,5,28,0,0,15.0,35.0,5.0,0.0,43.0,30.0,0.0,43.0,100.0,0,0,0,0,0,0,1
2023-05-29,0.0,119.0,47.0,5,29,0,0,0.0,0.0,70.0,158.0,64.0,102.0,75.0,243.0,79.0,1,0,0,0,0,0,0
2023-05-31,45.0,15.0,0.0,5,31,0,0,0.0,0.0,0.0,47.0,0.0,50.0,119.0,66.0,72.0,0,0,1,0,0,0,0
2023-06-01,33.0,35.0,0.0,6,1,0,0,45.0,41.0,0.0,0.0,45.0,0.0,15.0,0.0,37.0,0,0,0,1,0,0,0
2023-06-02,0.0,95.0,0.0,6,2,1,0,33.0,25.0,128.0,0.0,0.0,50.0,35.0,75.0,130.0,0,0,0,0,1,0,0
2023-06-03,187.0,12.0,12.0,6,3,1,0,0.0,0.0,9.0,0.0,6.0,37.0,95.0,43.0,24.0,0,0,0,0,0,1,0
2023-06-04,25.0,9.0,22.0,6,4,0,0,187.0,15.0,72.0,12.0,0.0,6.0,12.0,0.0,12.0,0,0,0,0,0,0,1
2023-06-05,16.0,0.0,0.0,6,5,0,0,25.0,0.0,37.0,22.0,158.0,46.0,9.0,75.0,6.0,1,0,0,0,0,0,0
2023-06-06,0.0,114.0,125.0,6,6,0,0,16.0,0.0,0.0,0.0,47.0,84.0,0.0,119.0,91.0,0,1,0,0,0,0,0
2023-06-08,0.0,0.0,6.0,6,8,0,0,0.0,45.0,0.0,125.0,0.0,44.0,114.0,15.0,12.0,0,0,0,1,0,0,0
2023-06-09,25.0,24.0,12.0,6,9,1,0,0.0,33.0,0.0,6.0,0.0,15.0,0.0,35.0,78.0,0,0,0,0,1,0,0
2023-06-10,160.0,0.0,25.0,6,10,1,0,25.0,0.0,0.0,12.0,0.0,41.0,24.0,95.0,15.0,0,0,0,0,0,1,0
2023-06-11,0.0,64.0,47.0,6,11,0,0,160.0,187.0,53.0,25.0,12.0,0.0,0.0,12.0,74.0,0,0,0,0,0,0,1
2023-06-12,0.0,57.0,6.0,6,12,0,0,0.0,25.0,6.0,47.0,22.0,16.0,64.0,9.0,79.0,1,0,0,0,0,0,0
2023-06-14,6.0,84.0,0.0,6,14,0,0,0.0,16.0,0.0,6.0,0.0,16.0,57.0,0.0,52.0,0,0,1,0,0,0,0
2023-06-15,28.0,32.0,0.0,6,15,0,0,6.0,0.0,16.0,0.0,125.0,6.0,84.0,114.0,0.0,0,0,0,1,0,0,0
2023-06-16,0.0,108.0,42.0,6,16,1,0,28.0,0.0,0.0,0.0,6.0,0.0,32.0,0.0,21.0,0,0,0,0,1,0,0
2023-06-17,52.0,81.0,0.0,6,17,1,0,0.0,25.0,0.0,42.0,12.0,0.0,108.0,24.0,58.0,0,0,0,0,0,1,0
2023-06-18,0.0,41.0,32.0,6,18,0,0,52.0,160.0,69.0,0.0,25.0,16.0,81.0,0.0,118.0,0,0,0,0,0,0,1
2023-06-19,18.0,54.0,6.0,6,19,0,0,0.0,0.0,99.0,32.0,47.0,16.0,41.0,64.0,41.0,1,0,0,0,0,0,0
2023-06-20,44.0,112.0,0.0,6,20,0,0,18.0,0.0,100.0,6.0,6.0,0.0,54.0,57.0,114.0,0,1,0,0,0,0,0
2023-06-22,32.0,10.0,38.0,6,22,0,0,44.0,6.0,6.0,0.0,0.0,35.0,112.0,84.0,79.0,0,0,0,1,0,0,0
2023-06-23,76.0,93.0,18.0,6,23,1,0,32.0,28.0,16.0,38.0,0.0,6.0,10.0,32.0,41.0,0,0,0,0,1,0,0
2023-06-24,81.0,87.0,25.0,6,24,1,0,76.0,0.0,35.0,18.0,42.0,43.0,93.0,108.0,43.0,0,0,0,0,0,1,0
2023-06-25,0.0,0.0,73.0,6,25,0,0,81.0,52.0,0.0,25.0,0.0,64.0,87.0,81.0,243.0,0,0,0,0,0,0,1
2023-06-26,53.0,96.0,62.0,6,26,0,0,0.0,0.0,0.0,73.0,32.0,0.0,0.0,41.0,66.0,1,0,0,0,0,0,0
2023-06-27,32.0,48.0,130.0,6,27,0,0,53.0,18.0,41.0,62.0,6.0,45.0,96.0,54.0,0.0,0,1,0,0,0,0,0
2023-06-28,64.0,80.0,16.0,6,28,0,1,32.0,44.0,25.0,130.0,0.0,0.0,48.0,112.0,75.0,0,0,1,0,0,0,0
2023-06-29,0.0,66.0,21.0,6,29,0,1,64.0,32.0,0.0,16.0,38.0,6.0,80.0,10.0,43.0,0,0,0,1,0,0,0
2023-06-30,136.0,68.0,6.0,6,30,1,1,0.0,76.0,15.0,21.0,18.0,0.0,66.0,93.0,0.0,0,0,0,0,1,0,0
2023-07-01,48.0,77.0,0.0,7,1,1,0,136.0,81.0,0.0,6.0,25.0,158.0,68.0,87.0,75.0,0,0,0,0,0,1,0
2023-07-02,73.0,88.0,80.0,7,2,0,0,48.0,0.0,0.0,0.0,73.0,47.0,77.0,0.0,119.0,0,0,0,0,0,0,1
2023-07-03,0.0,63.0,6.0,7,3,0,0,73.0,53.0,45.0,80.0,62.0,0.0,88.0,96.0,15.0,1,0,0,0,0,0,0
2023-07-04,24.0,18.0,9.0,7,4,0,0,0.0,32.0,33.0,6.0,130.0,0.0,63.0,48.0,35.0,0,1,0,0,0,0,0
2023-07-05,0.0,73.0,0.0,7,5,0,0,24.0,64.0,0.0,9.0,16.0,0.0,18.0,80.0,95.0,0,0,1,0,0,0,0
2023-07-06,25.0,53.0,52.0,7,6,0,0,0.0,0.0,187.0,0.0,21.0,12.0,73.0,66.0,12.0,0,0,0,1,0,0,0
2023-07-07,51.0,124.0,0.0,7,7,1,0,25.0,136.0,25.0,52.0,6.0,22.0,53.0,68.0,9.0,0,0,0,0,1,0,0
2023-07-08,0.0,21.0,151.0,7,8,1,0,51.0,48.0,16.0,0.0,0.0,0.0,124.0,77.0,0.0,0,0,0,0,0,1,0
2023-07-09,179.0,67.0,0.0,7,9,0,0,0.0,73.0,0.0,151.0,80.0,125.0,21.0,88.0,114.0,0,0,0,0,0,0,1
2023-07-10,0.0,34.0,0.0,7,10,0,0,179.0,0.0,0.0,0.0,6.0,6.0,67.0,63.0,0.0,1,0,0,0,0,0,0
2023-07-11,0.0,371.0,0.0,7,11,0,0,0.0,24.0,25.0,0.0,9.0,12.0,34.0,18.0,24.0,0,1,0,0,0,0,0
2023-07-12,61.0,57.0,80.0,7,12,0,0,0.0,0.0,160.0,0.0,0.0,25.0,371.0,73.0,0.0,0,0,1,0,0,0,0
2023-07-13,16.0,139.0,25.0,7,13,0,0,61.0,25.0,0.0,80.0,52.0,47.0,57.0,53.0,64.0,0,0,0,1,0,0,0
2023-07-14,16.0,0.0,155.0,7,14,1,0,16.0,51.0,0.0,25.0,0.0,6.0,139.0,124.0,57.0,0,0,0,0,1,0,0
2023-07-15,25.0,6.0,51.0,7,15,1,0,16.0,0.0,6.0,155.0,151.0,0.0,0.0,21.0,84.0,0,0,0,0,0,1,0
2023-07-16,0.0,6.0,9.0,7,16,0,0,25.0,179.0,28.0,51.0,0.0,0.0,6.0,67.0,32.0,0,0,0,0,0,0,1
2023-07-17,18.0,74.0,50.0,7,17,0,0,0.0,0.0,0.0,9.0,0.0,42.0,6.0,34.0,108.0,1,0,0,0,0,0,0
2023-07-18,9.0,34.0,0.0,7,18,0,0,18.0,0.0,52.0,50.0,0.0,0.0,74.0,371.0,81.0,0,1,0,0,0,0,0
2023-07-19,25.0,6.0,34.0,7,19,0,0,9.0,61.0,0.0,0.0,80.0,32.0,34.0,57.0,41.0,0,0,1,0,0,0,0
2023-07-20,32.0,26.0,0.0,7,20,0,0,25.0,16.0,18.0,34.0,25.0,6.0,6.0,139.0,54.0,0,0,0,1,0,0,0
2023-07-21,9.0,0.0,9.0,7,21,1,0,32.0,16.0,44.0,0.0,155.0,0.0,26.0,0.0,112.0,0,0,0,0,1,0,0
2023-07-22,85.0,0.0,16.0,7,22,1,0,9.0,25.0,32.0,9.0,51.0,38.0,0.0,6.0,10.0,0,0,0,0,0,1,0
2023-07-23,137.0,25.0,0.0,7,23,0,0,85.0,0.0,76.0,16.0,9.0,18.0,0.0,6.0,93.0,0,0,0,0,0,0,1
2023-07-24,68.0,6.0,0.0,7,24,0,0,137.0,18.0,81.0,0.0,50.0,25.0,25.0,74.0,87.0,1,0,0,0,0,0,0
2023-07-25,0.0,0.0,12.0,7,25,0,0,68.0,9.0,0.0,0.0,0.0,73.0,6.0,34.0,0.0,0,1,0,0,0,0,0
2023-07-26,406.0,157.0,0.0,7,26,0,0,0.0,25.0,53.0,12.0,34.0,62.0,0.0,6.0,96.0,0,0,1,0,0,0,0
2023-07-27,170.0,57.0,12.0,7,27,0,0,406.0,32.0,32.0,0.0,0.0,130.0,157.0,26.0,48.0,0,0,0,1,0,0,0
2023-07-28,0.0,9.0,71.0,7,28,1,0,170.0,9.0,64.0,12.0,9.0,16.0,57.0,0.0,80.0,0,0,0,0,1,0,0
2023-07-29,16.0,172.0,0.0,7,29,1,0,0.0,85.0,0.0,71.0,16.0,21.0,9.0,0.0,66.0,0,0,0,0,0,1,0
2023-07-30,34.0,60.0,0.0,7,30,0,0,16.0,137.0,136.0,0.0,0.0,6.0,172.0,25.0,68.0,0,0,0,0,0,0,1
2023-07-31,120.0,92.0,0.0,7,31,0,0,34.0,68.0,48.0,0.0,0.0,0.0,60.0,6.0,77.0,1,0,0,0,0,0,0
2023-08-01,48.0,25.0,0.0,8,1,0,0,120.0,0.0,73.0,0.0,12.0,80.0,92.0,0.0,88.0,0,1,0,0,0,0,0
2023-08-02,34.0,20.0,75.0,8,2,0,0,48.0,406.0,0.0,0.0,0.0,6.0,25.0,157.0,63.0,0,0,1,0,0,0,0
2023-08-03,25.0,30.0,11.0,8,3,0,0,34.0,170.0,24.0,75.0,12.0,9.0,20.0,57.0,18.0,0,0,0,1,0,0,0
2023-08-04,32.0,59.0,26.0,8,4,1,0,25.0,0.0,0.0,11.0,71.0,0.0,30.0,9.0,73.0,0,0,0,0,1,0,0
2023-08-05,122.0,9.0,0.0,8,5,1,0,32.0,16.0,25.0,26.0,0.0,52.0,59.0,172.0,53.0,0,0,0,0,0,1,0
2023-08-06,15.0,76.0,22.0,8,6,0,0,122.0,34.0,51.0,0.0,0.0,0.0,9.0,60.0,124.0,0,0,0,0,0,0,1
2023-08-07,50.0,25.0,0.0,8,7,0,0,15.0,120.0,0.0,22.0,0.0,151.0,76.0,92.0,21.0,1,0,0,0,0,0,0
2023-08-08,63.0,17.0,0.0,8,8,0,0,50.0,48.0,179.0,0.0,0.0,0.0,25.0,25.0,67.0,0,1,0,0,0,0,0
2023-08-09,76.0,0.0,106.0,8,9,0,0,63.0,34.0,0.0,0.0,75.0,0.0,17.0,20.0,34.0,0,0,1,0,0,0,0
2023-08-10,48.0,89.0,124.0,8,10,0,0,76.0,25.0,0.0,106.0,11.0,0.0,0.0,30.0,371.0,0,0,0,1,0,0,0
2023-08-11,0.0,41.0,0.0,8,11,1,0,48.0,32.0,61.0,124.0,26.0,80.0,89.0,59.0,57.0,0,0,0,0,1,0,0
2023-08-12,0.0,52.0,85.0,8,12,1,0,0.0,122.0,16.0,0.0,0.0,25.0,41.0,9.0,139.0,0,0,0,0,0,1,0
2023-08-13,26.0,62.0,0.0,8,13,0,0,0.0,15.0,16.0,85.0,22.0,155.0,52.0,76.0,0.0,0,0,0,0,0,0,1
2023-08-14,50.0,25.0,34.0,8,14,0,0,26.0,50.0,25.0,0.0,0.0,51.0,62.0,25.0,6.0,1,0,0,0,0,0,0
