Date,BreakFast,Dinner,Lunch,Month,Day,IsWeekend,IsHoliday,BreakFast_lag_1d,BreakFast_lag_1w,BreakFast_lag_1m,Lunch_lag_1d,Lunch_lag_1w,Lunch_lag_1m,Dinner_lag_1d,Dinner_lag_1w,Dinner_lag_1m,DayOfWeek_0,DayOfWeek_1,DayOfWeek_2,DayOfWeek_3,DayOfWeek_4,DayOfWeek_5,DayOfWeek_6,BreakFast_lag_2d,BreakFast_lag_3d,BreakFast_lag_7d,BreakFast_lag_14d,BreakFast_lag_21d,BreakFast_lag_28d,BreakFast_roll_mean_3,BreakFast_roll_mean_7,BreakFast_roll_mean_14,BreakFast_roll_mean_30,BreakFast_roll_std_7,BreakFast_roll_std_30,BreakFast_ema_7,BreakFast_ema_30,Holiday_Yesterday,Holiday_LastWeek
2023-03-02,706.5,240.0,617.0,3,2,0,0,360.0,746.0,672.0,110.0,172.5,511.0,175.0,303.0,1785.0,0,0,0,1,0,0,0,110.0,401.0,746.0,411.5,1135.0,389.5,290.3333333333333,554.1428571428571,471.89285714285717,485.53333333333336,370.621742738437,277.5098300008964,424.77459037213094,506.7367206554514,0.0,0.0
2023-03-03,716.0,290.0,361.0,3,3,1,0,706.5,899.0,684.0,617.0,244.0,1521.0,240.0,60.0,480.0,0,0,0,0,1,0,0,360.0,110.0,899.0,526.0,462.0,271.0,392.1666666666667,548.5,492.9642857142857,486.68333333333334,367.5013605416992,278.3793146339935,495.2059427790982,519.6246741615513,0.0,0.0
2023-03-04,263.0,651.0,453.0,3,4,1,0,716.0,1116.0,389.5,361.0,561.0,700.0,290.0,490.0,860.5,0,0,0,0,0,1,0,706.5,360.0,1116.0,197.0,431.0,143.5,594.1666666666666,522.3571428571429,506.5357142857143,487.75,344.1814824436998,279.2214777209834,550.4044570843237,532.2940500220964,0.0,0.0
2023-03-05,1780.0,579.0,495.0,3,5,0,0,263.0,247.0,271.0,453.0,577.0,487.0,651.0,192.0,519.0,0,0,0,0,0,0,1,716.0,706.5,247.0,233.0,880.0,250.0,561.8333333333334,400.5,511.25,483.53333333333336,231.5439123219035,281.70052982865883,478.55334281324275,514.9202403432515,0.0,0.0
2023-03-06,195.0,525.0,595.0,3,6,0,0,1780.0,401.0,143.5,495.0,353.0,792.0,579.0,853.5,290.0,1,0,0,0,0,0,0,263.0,716.0,401.0,574.0,245.0,574.0,919.6666666666666,619.5,621.75,533.8333333333334,557.5850458300808,364.8832201784786,803.915007109932,596.5382893533643,0.0,0.0
2023-03-07,297.25,691.0,507.0,3,7,0,0,195.0,110.0,250.0,595.0,796.0,122.5,525.0,787.0,336.0,0,1,0,0,0,0,0,1780.0,263.0,110.0,91.0,621.0,393.0,746.0,590.0714285714286,594.6785714285714,535.55,576.1658057489057,363.10028419062184,651.686255332449,570.6325932660505,0.0,0.0
2023-03-08,361.0,605.0,253.0,3,8,0,0,297.25,360.0,574.0,507.0,110.0,75.0,691.0,175.0,824.0,0,0,1,0,0,0,0,195.0,1780.0,360.0,695.0,290.0,518.5,757.4166666666666,616.8214285714286,609.4107142857143,537.125,554.086198060331,361.9195159028859,563.0771914993368,552.9950066037247,0.0,0.0
2023-03-09,272.0,187.0,0.0,3,9,0,0,361.0,706.5,393.0,253.0,617.0,319.5,605.0,240.0,503.0,0,0,0,1,0,0,0,297.25,195.0,706.5,746.0,411.5,1135.0,284.4166666666667,616.9642857142857,585.5535714285714,530.025,554.00907086007,363.2579730121509,512.5578936245026,540.6082319841296,0.0,0.0
2023-03-10,155.0,456.74,405.0,3,10,1,0,272.0,716.0,518.5,0.0,361.0,238.0,187.0,290.0,97.0,0,0,0,0,1,0,0,361.0,297.25,716.0,899.0,526.0,462.0,310.0833333333333,554.8928571428571,551.6964285714286,525.9916666666667,566.5053665740006,365.49670079253775,452.418420218377,523.2786686303148,0.0,0.0
2023-03-11,131.0,142.5,115.0,3,11,1,0,155.0,263.0,1135.0,405.0,453.0,180.0,456.74,651.0,232.0,0,0,0,0,0,1,0,272.0,361.0,263.0,1116.0,197.0,431.0,262.6666666666667,474.75,498.55357142857144,513.875,579.4492536020734,371.72577924714415,378.06381516378275,499.5187545251332,0.0,0.0
