Date,BreakFast,Dinner,Lunch,Month,Day,IsWeekend,IsHoliday,BreakFast_lag_1d,BreakFast_lag_1w,BreakFast_lag_1m,Lunch_lag_1d,Lunch_lag_1w,Lunch_lag_1m,Dinner_lag_1d,Dinner_lag_1w,Dinner_lag_1m,DayOfWeek_0,DayOfWeek_1,DayOfWeek_2,DayOfWeek_3,DayOfWeek_4,DayOfWeek_5,DayOfWeek_6,BreakFast_lag_2d,BreakFast_lag_3d,BreakFast_lag_7d,BreakFast_lag_14d,BreakFast_lag_21d,BreakFast_lag_28d,BreakFast_roll_mean_3,BreakFast_roll_mean_7,BreakFast_roll_mean_14,BreakFast_roll_mean_30,BreakFast_roll_std_7,BreakFast_roll_std_30,BreakFast_ema_7,BreakFast_ema_30,Holiday_Yesterday,Holiday_LastWeek
2023-03-02,88.0,2094.0,381.0,3,2,0,0,765.0,766.0,473.0,451.0,259.0,250.0,3483.0,2853.0,4368.0,0,0,0,1,0,0,0,1214.0,956.9,766.0,1215.0,825.0,223.0,978.6333333333333,981.6142857142856,1176.8,1029.3933333333332,277.069163619071,495.6458823027568,1019.6071823308328,973.017300007432,0.0,0.0
2023-03-03,50.0,2592.0,345.0,3,3,1,0,88.0,873.0,612.0,381.0,1012.0,278.0,2094.0,2830.0,1527.5,0,0,0,0,1,0,0,765.0,1214.0,873.0,1749.5,456.0,968.0,689.0,884.7571428571428,1096.3,1016.56,437.2245336862319,515.1493727802278,786.7053867481245,915.9194096843719,0.0,0.0
2023-03-04,275.0,1927.5,674.8,3,4,1,0,50.0,798.0,223.0,345.0,1087.0,938.5,2592.0,4164.0,2849.0,0,0,0,0,0,1,0,88.0,765.0,798.0,2197.4,1229.0,1994.0,301.0,767.1857142857142,974.907142857143,997.8266666666666,539.5849838180311,539.9881454211771,602.5290400610934,860.0536413176383,0.0,0.0
2023-03-05,839.0,4099.5,632.1,3,5,0,0,275.0,1498.4,968.0,674.8,573.0,565.0,1927.5,2626.0,1896.0,0,0,0,0,0,0,1,50.0,88.0,1498.4,1505.0,997.0,886.4,137.66666666666666,692.4714285714284,837.5928571428573,999.56,569.9610241478088,537.4929225516402,520.64678004582,822.3082451035972,0.0,0.0
2023-03-06,766.0,2249.5,385.0,3,6,0,0,839.0,956.9,1994.0,632.1,575.0,247.0,4099.5,1937.8,2686.0,1,0,0,0,0,0,0,275.0,50.0,956.9,578.0,924.0,1550.4,388.0,598.2714285714285,790.0214285714286,995.26,458.06980805071515,538.2695579033959,600.235085034365,823.3851325162684,0.0,0.0
2023-03-07,486.0,3413.5,728.0,3,7,0,0,766.0,1214.0,886.4,385.0,523.0,569.5,2249.5,3393.5,1466.0,0,1,0,0,0,0,0,839.0,275.0,1214.0,1040.0,340.4,1751.4,626.6666666666666,571.0,803.45,954.3266666666666,438.4214106693848,505.38827063155514,641.6763137757738,819.6828659023156,0.0,0.0
2023-03-08,187.0,2141.0,693.0,3,8,0,0,486.0,765.0,1550.4,728.0,451.0,125.0,3413.5,3483.0,1952.0,0,0,1,0,0,0,0,766.0,839.0,765.0,1319.0,432.0,745.0,697.0,467.0,763.8785714285715,940.9799999999999,334.5006228195497,512.4812409687086,602.7572353318303,798.1549390699082,0.0,0.0
2023-03-09,804.0,3054.0,529.7,3,9,0,0,187.0,88.0,1751.4,693.0,381.0,969.0,2141.0,2094.0,3700.0,0,0,0,1,0,0,0,486.0,766.0,88.0,766.0,1215.0,825.0,479.6666666666667,384.42857142857144,683.0214285714286,895.5333333333333,319.6909221643394,517.0074623174736,498.81792649887274,758.7255881621722,0.0,0.0
2023-03-10,956.0,1376.0,638.0,3,10,1,0,804.0,50.0,745.0,529.7,345.0,258.0,3054.0,2592.0,1673.0,0,0,0,0,1,0,0,187.0,486.0,50.0,873.0,1749.5,456.0,492.3333333333333,486.7142857142857,685.7357142857144,863.9533333333333,323.5602541957805,491.21792602731284,575.1134448741545,761.6465179581612,0.0,0.0
2023-03-11,241.0,1807.0,1087.4,3,11,1,0,956.0,275.0,825.0,638.0,674.8,801.0,1376.0,1927.5,3374.4,0,0,0,0,0,1,0,804.0,187.0,275.0,798.0,2197.4,1229.0,649.0,616.1428571428571,691.6642857142858,870.9866666666666,300.1096624965773,490.96650404274413,670.3350836556159,774.1854522834411,0.0,0.0
