Date,BreakFast,Dinner,Lunch,Month,Day,IsWeekend,IsHoliday,BreakFast_lag_1d,BreakFast_lag_1w,BreakFast_lag_1m,Lunch_lag_1d,Lunch_lag_1w,Lunch_lag_1m,Dinner_lag_1d,Dinner_lag_1w,Dinner_lag_1m,DayOfWeek_0,DayOfWeek_1,DayOfWeek_2,DayOfWeek_3,DayOfWeek_4,DayOfWeek_5,DayOfWeek_6,BreakFast_lag_2d,BreakFast_lag_3d,BreakFast_lag_7d,BreakFast_lag_14d,BreakFast_lag_21d,BreakFast_lag_28d,BreakFast_roll_mean_3,BreakFast_roll_mean_7,BreakFast_roll_mean_14,BreakFast_roll_mean_30,BreakFast_roll_std_7,BreakFast_roll_std_30,BreakFast_ema_7,BreakFast_ema_30,Holiday_Yesterday,Holiday_LastWeek
2023-03-02,18635.0,2690.0,1302.0,3,2,0,0,17431.0,17627.0,18571.0,1505.0,1235.0,810.0,3387.0,2870.0,2017.5,0,0,0,1,0,0,0,16958.5,16807.0,17627.0,19452.0,18550.0,16773.0,17065.5,15793.07142857143,16893.10714285714,17357.3,4788.427285554997,2817.201116540046,16626.00041180467,17247.29148214521,0.0,0.0
2023-03-03,18402.0,15048.76,260.0,3,3,1,0,18635.0,17211.0,19690.5,1302.0,1255.0,2662.0,2690.0,19401.2,2460.0,0,0,0,0,1,0,0,17431.0,16958.5,17211.0,18313.0,20402.0,17295.0,17674.833333333332,15937.07142857143,16834.75,17359.433333333334,4867.277254178931,2818.1759499820923,17128.2503088535,17336.821063942294,0.0,0.0
2023-03-04,19767.0,3255.0,555.5,3,4,1,0,18402.0,5112.0,16773.0,260.0,400.0,3682.0,15048.76,3520.0,7078.0,0,0,0,0,0,1,0,18635.0,17431.0,5112.0,14888.0,16293.0,16846.0,18156.0,16107.214285714286,16841.10714285714,17316.483333333334,4939.51188426163,2791.1132820365633,17446.687731640126,17405.542285623436,0.0,0.0
2023-03-05,19031.0,2532.0,250.0,3,5,0,0,19767.0,19405.0,17295.0,555.5,730.0,407.0,3255.0,2178.0,10907.52,0,0,0,0,0,0,1,18402.0,18635.0,19405.0,17090.0,14957.0,16334.0,18934.666666666668,18200.785714285714,17189.60714285714,17416.283333333333,1169.8056055438951,2824.33967773529,18026.765798730095,17557.894396228377,0.0,0.0
2023-03-06,15263.0,1909.0,1453.5,3,6,0,0,19031.0,16807.0,16846.0,250.0,1135.0,840.0,2532.0,2144.0,2917.0,1,0,0,0,0,0,0,19767.0,18402.0,16807.0,16477.0,17477.0,17862.0,19066.666666666668,18147.35714285714,17328.25,17474.15,1112.7902136179232,2839.5123887798904,18277.824349047572,17652.93346743945,0.0,0.0
2023-03-07,16855.0,2641.0,1586.0,3,7,0,0,15263.0,16958.5,16334.0,1453.5,1542.0,1896.0,1909.0,2916.0,17585.0,0,1,0,0,0,0,0,19031.0,19767.0,16958.5,16938.0,16850.0,18771.0,18020.333333333332,17926.785714285714,17241.535714285714,17421.383333333335,1506.220929377642,2866.171120343646,17524.11826178568,17498.744211475616,0.0,0.0
2023-03-08,16412.0,2488.0,655.0,3,8,0,0,16855.0,17431.0,17862.0,1586.0,1505.0,2202.0,2641.0,3387.0,2203.0,0,0,1,0,0,0,0,15263.0,19031.0,17431.0,22794.0,19403.0,18141.0,17049.666666666668,17912.0,17235.60714285714,17438.75,1517.7739181665613,2860.9288904793334,17356.83869633926,17457.212326864286,0.0,0.0
2023-03-09,17760.0,14745.0,1610.0,3,9,0,0,16412.0,18635.0,18771.0,655.0,1302.0,762.0,2488.0,2690.0,2008.0,0,0,0,1,0,0,0,16855.0,15263.0,18635.0,17627.0,19452.0,18550.0,16176.666666666666,17766.428571428572,16779.75,17390.416666666668,1617.2058060270576,2865.776064125151,17120.629022254445,17389.779273518205,0.0,0.0
2023-03-10,15564.0,11977.68,760.0,3,10,1,0,17760.0,18402.0,18141.0,1610.0,260.0,495.0,14745.0,15048.76,4136.0,0,0,0,0,1,0,0,16412.0,16855.0,18402.0,17211.0,18313.0,20402.0,17009.0,17641.428571428572,16789.25,17356.716666666667,1572.0675194514672,2854.90510647097,17280.471766690833,17413.66448167832,0.0,0.0
2023-03-11,14904.0,4441.0,768.0,3,11,1,0,15564.0,19767.0,18550.0,760.0,555.5,1365.0,11977.68,3255.0,1464.0,0,0,0,0,0,1,0,17760.0,16412.0,19767.0,5112.0,14888.0,16293.0,16578.666666666668,17236.0,16671.60714285714,17270.816666666666,1703.6730907072506,2869.226618384069,16851.353825018123,17294.331289311976,0.0,0.0
2023-03-12,15144.0,3181.0,455.0,3,12,0,0,14904.0,19031.0,20402.0,768.0,250.0,782.0,4441.0,2532.0,15187.92,0,0,0,0,0,0,1,15564.0,17760.0,19031.0,19405.0,17090.0,14957.0,16076.0,16541.285714285714,17371.035714285714,17149.283333333333,1475.8545224474376,2890.3154632840433,16364.515368763592,17140.11636742088,0.0,0.0
2023-03-13,17439.0,2396.0,795.0,3,13,0,0,15144.0,15263.0,16293.0,455.0,1453.5,357.0,3181.0,1909.0,2092.0,1,0,0,0,0,0,0,14904.0,15564.0,15263.0,16807.0,16477.0,17477.0,15204.0,15986.0,17066.678571428572,16974.016666666666,1053.8986352269872,2845.3423782934537,16059.386526572694,17011.334666296952,0.0,0.0
2023-03-14,17199.0,2362.0,1085.0,3,14,0,0,17439.0,16855.0,14957.0,795.0,1586.0,918.0,2396.0,2641.0,2445.0,0,1,0,0,0,0,0,15144.0,14904.0,16855.0,16958.5,16938.0,16850.0,15829.0,16296.857142857143,17111.821428571428,17012.216666666667,1123.7043544413516,2843.576383660662,16404.28989492952,17038.925978148764,0.0,0.0
2023-03-15,18067.0,2799.0,660.0,3,15,0,0,17199.0,16412.0,17477.0,1085.0,655.0,1136.0,2362.0,2488.0,2098.0,0,0,1,0,0,0,0,17439.0,15144.0,16412.0,17431.0,22794.0,19403.0,16594.0,16346.0,17129.0,17086.95,1159.144943482039,2817.0374091685712,16602.96742119714,17049.25333439723,0.0,0.0
2023-03-16,14758.0,10686.0,5590.0,3,16,0,0,18067.0,17760.0,16850.0,660.0,1610.0,1570.0,2799.0,14745.0,23947.08,0,0,0,1,0,0,0,17199.0,17439.0,17760.0,18635.0,17627.0,19452.0,17568.333333333332,16582.428571428572,17174.428571428572,17106.616666666665,1330.9080680927098,2821.90965446956,16968.975565897854,17114.91440959741,0.0,0.0
2023-03-17,14980.0,11208.2,1819.0,3,17,1,0,14758.0,15564.0,19403.0,5590.0,760.0,640.0,10686.0,11977.68,1695.0,0,0,0,0,1,0,0,18067.0,17199.0,15564.0,18402.0,17211.0,18313.0,16674.666666666668,16153.57142857143,16897.5,17036.883333333335,1371.2727490841964,2854.1338129328205,16416.23167442339,16962.85541542984,0.0,0.0
2023-03-18,19840.0,2593.0,1055.0,3,18,1,0,14980.0,14904.0,19452.0,1819.0,768.0,428.5,11208.2,4441.0,830.0,0,0,0,0,0,1,0,14758.0,18067.0,14904.0,19767.0,5112.0,14888.0,15935.0,16070.142857142857,16653.071428571428,16889.45,1429.6437118586991,2841.906100119523,16057.173755817543,16834.929259595658,0.0,0.0
2023-03-19,15982.0,735.0,1524.0,3,19,0,0,19840.0,15144.0,18313.0,1055.0,455.0,1380.0,2593.0,3181.0,11107.76,0,0,0,0,0,0,1,14980.0,14758.0,15144.0,19031.0,19405.0,17090.0,16526.0,16775.285714285714,16658.285714285714,16902.383333333335,1898.8871929181455,2854.8237631556467,17002.880316863157,17028.80479123465,0.0,0.0
