Date,BreakFast,Dinner,Lunch,Month,Day,IsWeekend,IsHoliday,BreakFast_lag_1d,BreakFast_lag_1w,BreakFast_lag_1m,Lunch_lag_1d,Lunch_lag_1w,Lunch_lag_1m,Dinner_lag_1d,Dinner_lag_1w,Dinner_lag_1m,DayOfWeek_0,DayOfWeek_1,DayOfWeek_2,DayOfWeek_3,DayOfWeek_4,DayOfWeek_5,DayOfWeek_6,BreakFast_lag_2d,BreakFast_lag_3d,BreakFast_lag_7d,BreakFast_lag_14d,BreakFast_lag_21d,BreakFast_lag_28d,BreakFast_roll_mean_3,BreakFast_roll_mean_7,BreakFast_roll_mean_14,BreakFast_roll_mean_30,BreakFast_roll_std_7,BreakFast_roll_std_30,BreakFast_ema_7,BreakFast_ema_30,Holiday_Yesterday,Holiday_LastWeek
2023-03-02,209.0,12284.6,1678.0,3,2,0,0,245.0,120.0,472.0,2601.5,1881.0,1326.0,11212.3,15985.4,16218.25,0,0,0,1,0,0,0,102.5,80.0,120.0,35.0,0.0,200.0,142.5,246.64285714285714,290.4642857142857,208.05833333333334,250.84635308718927,287.7472676053898,232.23815422046482,262.5233453765454,0.0,0.0
2023-03-03,1206.0,11900.9,1911.25,3,3,1,0,209.0,35.0,216.0,1678.0,1353.0,2467.5,12284.6,16917.25,9263.0,0,0,0,0,1,0,0,245.0,102.5,35.0,1425.0,0.0,153.0,185.5,259.35714285714283,302.89285714285717,199.29166666666666,245.55731073853786,283.4021305505213,226.42861566534862,259.0702263199941,0.0,0.0
2023-03-04,348.0,8172.2,1701.75,3,4,1,0,1206.0,740.0,200.0,1911.25,1023.0,1961.25,11900.9,13359.4,11777.75,0,0,0,0,0,1,0,209.0,245.0,740.0,200.0,66.0,0.0,553.3333333333334,426.64285714285717,287.25,232.29166666666666,410.628655669746,337.8276830910156,471.32146174901146,320.1624697832203,0.0,0.0
2023-03-05,0.0,11364.6,740.0,3,5,0,0,348.0,404.0,153.0,1701.75,624.5,1316.0,8172.2,8232.0,18950.2,0,0,0,0,0,0,1,1206.0,209.0,404.0,70.0,220.0,100.0,587.6666666666666,370.64285714285717,297.82142857142856,237.225,386.8107541470499,338.41997443240194,440.4910963117586,321.95843947462544,0.0,0.0
2023-03-06,0.0,10306.15,1022.0,3,6,0,0,0.0,80.0,0.0,740.0,720.0,1237.0,11364.6,9634.5,7786.75,1,0,0,0,0,0,0,348.0,1206.0,80.0,152.5,435.0,105.0,518.0,312.92857142857144,292.82142857142856,232.125,410.4229960836572,340.8769544283462,330.36832223381896,301.18692725045605,0.0,0.0
2023-03-07,0.0,12351.4,856.0,3,7,0,0,0.0,102.5,100.0,1022.0,972.75,829.0,10306.15,7039.2,15599.5,0,1,0,0,0,0,0,0.0,348.0,102.5,414.5,53.0,0.0,116.0,301.5,281.92857142857144,232.125,419.014021245113,340.8769544283462,247.77624167536422,281.75551258913634,0.0,0.0
2023-03-08,20.0,7161.8,1987.0,3,8,0,0,0.0,245.0,105.0,856.0,2601.5,1413.0,12351.4,11212.3,14742.5,0,0,1,0,0,0,0,0.0,0.0,245.0,43.0,155.25,0.0,0.0,286.85714285714283,252.32142857142858,228.79166666666666,428.80392899763586,342.6975901435986,185.83218125652317,263.5777375833856,0.0,0.0
2023-03-09,0.0,8217.9,4404.5,3,9,0,0,20.0,209.0,0.0,1987.0,1678.0,773.5,7161.8,12284.6,14344.0,0,0,0,1,0,0,0,0.0,0.0,209.0,120.0,35.0,0.0,6.666666666666667,254.71428571428572,250.67857142857142,225.95833333333334,440.73148071727087,344.1048487175377,144.37413594239237,247.86304483607043,0.0,0.0
2023-03-10,754.0,6507.8,2050.0,3,10,1,0,0.0,1206.0,0.0,4404.5,1911.25,389.0,8217.9,11900.9,10748.0,0,0,0,0,1,0,0,20.0,0.0,1206.0,35.0,1425.0,0.0,6.666666666666667,224.85714285714286,242.10714285714286,225.95833333333334,451.29717798490924,344.1048487175377,108.28060195679427,231.87188065309815,0.0,0.0
2023-03-11,266.0,6813.6,848.0,3,11,1,0,754.0,348.0,0.0,2050.0,1701.75,1473.0,6507.8,8172.2,11124.85,0,0,0,0,0,1,0,0.0,20.0,348.0,740.0,200.0,66.0,258.0,160.28571428571428,293.4642857142857,251.09166666666667,291.59887647572447,354.4133842152685,269.7104514675957,265.5575657722531,0.0,0.0
2023-03-12,245.0,13621.0,308.0,3,12,0,0,266.0,0.0,0.0,848.0,740.0,625.0,6813.6,11364.6,9120.35,0,0,0,0,0,0,1,754.0,0.0,0.0,404.0,70.0,220.0,340.0,148.57142857142858,259.60714285714283,259.9583333333333,284.35825827223493,351.2280554154516,268.7828386006968,265.58610991597874,0.0,0.0
2023-03-13,192.75,10447.95,1639.0,3,13,0,0,245.0,0.0,66.0,308.0,1022.0,302.0,13621.0,10306.15,8513.45,1,0,0,0,0,0,0,266.0,754.0,0.0,80.0,152.5,435.0,421.6666666666667,183.57142857142858,248.25,268.125,278.03108767597513,347.8068153716449,262.8371289505226,264.25797379236724,0.0,0.0
2023-03-14,695.0,13476.15,854.5,3,14,0,0,192.75,0.0,220.0,1639.0,856.0,194.0,10447.95,12351.4,7517.85,0,1,0,0,0,0,0,245.0,266.0,0.0,102.5,414.5,53.0,234.58333333333334,211.10714285714286,256.30357142857144,272.35,266.109620940587,346.0321491940627,245.31534671289194,259.64455612834354,0.0,0.0
