Date,BreakFast,Dinner,Lunch,Month,Day,IsWeekend,IsHoliday,BreakFast_lag_1d,BreakFast_lag_1w,BreakFast_lag_1m,Lunch_lag_1d,Lunch_lag_1w,Lunch_lag_1m,Dinner_lag_1d,Dinner_lag_1w,Dinner_lag_1m,DayOfWeek_0,DayOfWeek_1,DayOfWeek_2,DayOfWeek_3,DayOfWeek_4,DayOfWeek_5,DayOfWeek_6,BreakFast_lag_2d,BreakFast_lag_3d,BreakFast_lag_7d,BreakFast_lag_14d,BreakFast_lag_21d,BreakFast_lag_28d,BreakFast_roll_mean_3,BreakFast_roll_mean_7,BreakFast_roll_mean_14,BreakFast_roll_mean_30,BreakFast_roll_std_7,BreakFast_roll_std_30,BreakFast_ema_7,BreakFast_ema_30,Holiday_Yesterday,Holiday_LastWeek
2023-03-02,310.0,0.0,285.0,3,2,0,0,205.0,0.0,420.0,415.0,265.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0.0,270.0,0.0,135.0,125.0,20.0,158.33333333333334,124.28571428571429,80.35714285714286,101.83333333333333,131.70132153945184,122.63263989581277,126.15443028437059,144.46750734889517,0.0,0.0
2023-03-03,100.0,175.0,35.0,3,3,1,0,310.0,35.0,0.0,285.0,340.0,380.0,0.0,205.0,0.0,0,0,0,0,1,0,0,205.0,0.0,35.0,20.0,70.0,100.0,171.66666666666666,168.57142857142858,92.85714285714286,98.16666666666667,135.02204405559993,114.14210239972752,172.11582271327794,155.14702300380517,0.0,0.0
2023-03-04,0.0,235.0,0.0,3,4,1,0,100.0,305.0,20.0,35.0,0.0,125.0,175.0,330.0,0.0,0,0,0,0,0,1,0,310.0,205.0,305.0,45.0,20.0,20.0,205.0,177.85714285714286,98.57142857142857,101.5,126.25559865002494,112.62655716708356,154.08686703495846,151.58915055194677,0.0,0.0
2023-03-05,765.0,160.0,70.0,3,5,0,0,0.0,55.0,100.0,0.0,460.0,455.0,235.0,105.0,0.0,0,0,0,0,0,0,1,100.0,310.0,55.0,55.0,35.0,0.0,136.66666666666666,134.28571428571428,95.35714285714286,100.83333333333333,127.68543937572295,113.1834285827529,115.56515027621884,141.809205355047,0.0,0.0
2023-03-06,0.0,320.0,0.0,3,6,0,0,765.0,270.0,20.0,70.0,415.0,435.0,160.0,0.0,0.0,1,0,0,0,0,0,0,0.0,100.0,270.0,0.0,110.0,0.0,288.3333333333333,235.71428571428572,146.07142857142858,123.0,263.73011096302866,165.87074319564576,277.9238627071641,182.0150630740762,0.0,0.0
2023-03-07,225.0,135.0,0.0,3,7,0,0,0.0,0.0,0.0,0.0,570.0,20.0,320.0,0.0,0.0,0,1,0,0,0,0,0,765.0,0.0,0.0,0.0,155.0,185.0,255.0,197.14285714285714,146.07142857142858,122.33333333333333,277.27629335582014,166.33852754887076,208.4428970303731,170.27215577897454,0.0,0.0
2023-03-08,460.0,0.0,0.0,3,8,0,0,225.0,205.0,0.0,0.0,415.0,0.0,135.0,0.0,215.0,0,0,1,0,0,0,0,0.0,765.0,205.0,0.0,275.0,395.0,330.0,229.28571428571428,162.14285714285714,129.83333333333334,263.3031929707109,165.70374131279436,212.5821727727798,173.80298443839553,0.0,0.0
2023-03-09,0.0,0.0,285.0,3,9,0,0,460.0,310.0,185.0,0.0,285.0,245.0,0.0,0.0,0.0,0,0,0,1,0,0,0,225.0,0.0,310.0,0.0,135.0,125.0,228.33333333333334,265.7142857142857,195.0,145.16666666666666,276.68316072462994,174.33362453548125,274.43662957958486,192.26730802301518,0.0,0.0
2023-03-10,175.0,90.0,0.0,3,10,1,0,0.0,100.0,395.0,285.0,35.0,370.0,0.0,175.0,0.0,0,0,0,0,1,0,0,460.0,225.0,100.0,35.0,20.0,70.0,228.33333333333334,221.42857142857142,195.0,139.0,292.7557896625656,176.1386601124435,205.82747218468865,179.86296556991744,0.0,0.0
2023-03-11,110.0,0.0,105.0,3,11,1,0,175.0,0.0,125.0,0.0,0.0,160.0,90.0,235.0,0.0,0,0,0,0,0,1,0,0.0,460.0,0.0,305.0,45.0,20.0,211.66666666666666,232.14285714285714,205.0,131.66666666666666,288.9183440417197,169.57011230905565,198.12060413851648,179.54922585572922,0.0,0.0
2023-03-12,0.0,0.0,220.0,3,12,0,0,110.0,765.0,70.0,105.0,70.0,480.0,0.0,160.0,20.0,0,0,0,0,0,0,1,175.0,0.0,765.0,55.0,55.0,35.0,95.0,247.85714285714286,191.07142857142858,131.16666666666666,276.93045370720097,169.61255714194596,176.09045310388737,175.06217902632733,0.0,0.0
2023-03-13,337.5,0.0,90.0,3,13,0,0,0.0,0.0,20.0,220.0,0.0,0.0,0.0,320.0,505.0,1,0,0,0,0,0,0,110.0,175.0,0.0,270.0,0.0,110.0,95.0,138.57142857142858,187.14285714285714,128.83333333333334,168.59009178364852,170.95917708589104,132.06783982791552,163.76784489559654,0.0,0.0
2023-03-14,70.0,90.0,0.0,3,14,0,0,337.5,225.0,35.0,90.0,0.0,140.0,0.0,135.0,220.0,0,1,0,0,0,0,0,0.0,110.0,225.0,0.0,0.0,155.0,149.16666666666666,186.78571428571428,191.96428571428572,139.41666666666666,170.60379468788128,173.79348046050148,183.42587987093663,174.97637103136452,0.0,0.0
2023-03-15,330.0,0.0,140.0,3,15,0,0,70.0,460.0,110.0,0.0,0.0,20.0,90.0,0.0,0.0,0,0,1,0,0,0,0,337.5,0.0,460.0,205.0,0.0,275.0,135.83333333333334,164.64285714285714,196.96428571428572,140.58333333333334,174.82389097930192,173.18477691189543,155.06940990320248,168.20370193256684,0.0,0.0
2023-03-16,70.0,0.0,260.0,3,16,0,0,330.0,0.0,155.0,140.0,285.0,335.0,0.0,0.0,0.0,0,0,0,1,0,0,0,70.0,337.5,0.0,310.0,0.0,135.0,245.83333333333334,146.07142857142858,205.89285714285714,147.91666666666666,142.0523461531665,176.4717464605895,198.80205742740185,178.64217277562705,0.0,0.0
2023-03-17,150.0,0.0,295.0,3,17,1,0,70.0,175.0,275.0,260.0,0.0,110.0,0.0,90.0,35.0,0,0,0,0,1,0,0,330.0,70.0,175.0,100.0,35.0,20.0,156.66666666666666,156.07142857142858,188.75,145.08333333333334,132.17615410612348,177.0355547444585,166.60154307055137,171.6330003384898,0.0,0.0
2023-03-18,0.0,0.0,160.0,3,18,1,0,150.0,110.0,135.0,295.0,105.0,165.0,0.0,0.0,0.0,0,0,0,0,0,1,0,70.0,330.0,110.0,0.0,305.0,45.0,183.33333333333334,152.5,192.32142857142858,140.91666666666666,131.91695620098776,175.33524948692911,162.45115730291354,170.23732289729693,0.0,0.0
2023-03-19,35.0,0.0,180.0,3,19,0,0,0.0,0.0,20.0,160.0,220.0,275.0,0.0,0.0,0.0,0,0,0,0,0,0,1,150.0,70.0,0.0,765.0,55.0,55.0,73.33333333333333,136.78571428571428,192.32142857142858,136.41666666666666,143.83667159399263,177.21466056604976,121.83836797718516,159.25426980714875,0.0,0.0
2023-03-20,50.0,40.0,205.0,3,20,0,0,35.0,337.5,45.0,180.0,90.0,350.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0.0,150.0,337.5,0.0,270.0,0.0,61.666666666666664,141.78571428571428,140.17857142857142,136.91666666666666,138.80977905718586,176.89574580825135,100.12877598288887,151.23786530346172,0.0,0.0
2023-03-21,80.0,0.0,35.0,3,21,0,0,50.0,70.0,55.0,205.0,0.0,155.0,40.0,90.0,0.0,0,1,0,0,0,0,0,35.0,0.0,70.0,225.0,0.0,0.0,28.333333333333332,100.71428571428571,143.75,137.08333333333334,110.99656794350935,176.8084919230181,87.59658198716664,144.70639012259323,0.0,0.0
2023-03-22,20.0,205.0,255.0,3,22,0,0,80.0,330.0,0.0,35.0,140.0,0.0,0.0,0.0,370.0,0,0,1,0,0,0,0,50.0,35.0,330.0,460.0,205.0,0.0,55.0,102.14285714285714,133.39285714285714,137.91666666666666,110.59901833715726,176.46686136756537,85.69743649037498,140.53178430823237,0.0,0.0
2023-03-23,140.0,0.0,0.0,3,23,0,0,20.0,70.0,0.0,255.0,260.0,55.0,205.0,0.0,0.0,0,0,0,1,0,0,0,80.0,50.0,70.0,0.0,310.0,0.0,50.0,57.857142857142854,101.96428571428571,138.58333333333334,49.14749424412383,175.9649300548135,69.27307736778124,132.75554015931417,0.0,0.0
2023-03-24,0.0,35.0,90.0,3,24,1,0,140.0,150.0,0.0,0.0,295.0,0.0,0.0,0.0,800.0,0,0,0,0,1,0,0,20.0,80.0,150.0,175.0,100.0,35.0,80.0,67.85714285714286,111.96428571428571,143.25,58.299309805601624,174.00845946538703,86.95480802583593,133.22292466516487,0.0,0.0
2023-03-25,0.0,35.0,1125.0,3,25,1,0,0.0,0.0,0.0,90.0,160.0,265.0,35.0,0.0,0.0,0,0,0,0,0,1,0,140.0,20.0,0.0,110.0,0.0,305.0,53.333333333333336,46.42857142857143,99.46428571428571,143.25,50.059488420801664,174.00845946538703,65.21610601937695,124.62789726741231,0.0,0.0
2023-03-26,195.0,0.0,410.0,3,26,0,0,0.0,35.0,35.0,1125.0,180.0,340.0,35.0,0.0,205.0,0,0,0,0,0,0,1,0.0,140.0,35.0,0.0,765.0,55.0,46.666666666666664,46.42857142857143,91.60714285714286,143.25,50.059488420801664,174.00845946538703,48.912079514532714,116.58738776628894,0.0,0.0
2023-03-27,90.0,50.0,715.0,3,27,0,0,195.0,50.0,305.0,410.0,205.0,0.0,0.0,40.0,330.0,1,0,0,0,0,0,0,0.0,0.0,50.0,337.5,0.0,270.0,65.0,69.28571428571429,105.53571428571429,148.58333333333334,74.52228813295673,173.02541587937273,85.43405963589953,121.64626597491547,0.0,0.0
2023-03-28,55.0,0.0,0.0,3,28,0,0,90.0,80.0,55.0,715.0,35.0,460.0,50.0,0.0,105.0,0,1,0,0,0,0,0,195.0,0.0,80.0,70.0,225.0,0.0,95.0,75.0,87.85714285714286,141.41666666666666,74.33034373659248,170.76107947763688,86.57554472692465,119.60457139588867,0.0,0.0
2023-03-29,360.0,0.0,0.0,3,29,0,0,55.0,20.0,270.0,0.0,255.0,415.0,0.0,205.0,0.0,0,0,1,0,0,0,0,90.0,195.0,20.0,330.0,460.0,205.0,113.33333333333333,71.42857142857143,86.78571428571429,141.41666666666666,74.64997687621238,170.76107947763688,78.68165854519349,115.43653453163779,0.0,0.0
2023-03-30,290.0,100.0,105.0,3,30,0,0,360.0,140.0,0.0,0.0,0.0,570.0,0.0,0.0,0.0,0,0,0,1,0,0,0,55.0,90.0,140.0,70.0,0.0,310.0,168.33333333333334,120.0,88.92857142857143,144.41666666666666,127.50816967290105,173.8604317049848,149.0112439088951,131.21482262637085,0.0,0.0
