Date,BreakFast,Dinner,Lunch,Month,Day,IsWeekend,IsHoliday,BreakFast_lag_1d,BreakFast_lag_1w,BreakFast_lag_1m,Lunch_lag_1d,Lunch_lag_1w,Lunch_lag_1m,Dinner_lag_1d,Dinner_lag_1w,Dinner_lag_1m,DayOfWeek_0,DayOfWeek_1,DayOfWeek_2,DayOfWeek_3,DayOfWeek_4,DayOfWeek_5,DayOfWeek_6,BreakFast_lag_2d,BreakFast_lag_3d,BreakFast_lag_7d,BreakFast_lag_14d,BreakFast_lag_21d,BreakFast_lag_28d,BreakFast_roll_mean_3,BreakFast_roll_mean_7,BreakFast_roll_mean_14,BreakFast_roll_mean_30,BreakFast_roll_std_7,BreakFast_roll_std_30,BreakFast_ema_7,BreakFast_ema_30,Holiday_Yesterday,Holiday_LastWeek,RevenueCenterID
2023-03-11,266.0,6813.6,848.0,3,11,1,0,754.0,348.0,0.0,2050.0,1701.75,1473.0,6507.8,8172.2,11124.85,0,0,0,0,0,1,0,0.0,20.0,348.0,740.0,200.0,66.0,258.0,160.28571428571428,293.4642857142857,251.09166666666667,291.59887647572447,354.4133842152685,269.7104514675957,265.5575657722531,0.0,0.0,2
2023-03-11,0.0,0.0,0.0,3,11,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
2023-03-11,14904.0,4441.0,768.0,3,11,1,0,15564.0,19767.0,18550.0,760.0,555.5,1365.0,11977.68,3255.0,1464.0,0,0,0,0,0,1,0,17760.0,16412.0,19767.0,5112.0,14888.0,16293.0,16578.666666666668,17236.0,16671.60714285714,17270.816666666666,1703.6730907072506,2869.226618384069,16851.353825018123,17294.331289311976,0.0,0.0,4
2023-03-11,838.5,734.0,1321.0,3,11,1,0,290.0,344.5,280.0,286.5,1495.75,734.0,231.0,776.0,791.0,0,0,0,0,0,1,0,252.0,371.0,344.5,248.0,56.0,421.0,304.3333333333333,396.3571428571428,340.7857142857143,307.26666666666665,272.2613196737212,273.57829155325066,360.8235383488882,296.5816312563676,0.0,0.0,5
2023-03-11,0.0,0.0,4000.0,3,11,1,0,0.0,0.0,0.0,0.0,10170.0,36420.0,14400.0,0.0,19425.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,456.3333333333333,0.0,1736.6321615033548,36.09808182947231,393.853828602201,0.0,0.0,7
2023-03-11,110.0,0.0,105.0,3,11,1,0,175.0,0.0,125.0,0.0,0.0,160.0,90.0,235.0,0.0,0,0,0,0,0,1,0,0.0,460.0,0.0,305.0,45.0,20.0,211.66666666666663,232.14285714285717,205.0,131.66666666666666,288.9183440417197,169.57011230905565,198.12060413851648,179.54922585572922,0.0,0.0,8
2023-03-12,458.0,1834.0,675.0,3,12,0,0,241.0,839.0,456.0,1087.4,632.1,570.5,1807.0,4099.5,2559.0,0,0,0,0,0,0,1,956.0,804.0,839.0,1498.4,1505.0,997.0,667.0,611.2857142857143,651.8785714285715,851.52,306.7527311944233,504.2507254025177,563.0013127417119,739.7863908457998,0.0,0.0,0
2023-03-12,281.0,110.0,127.0,3,12,0,0,131.0,1780.0,462.0,115.0,495.0,504.5,142.5,579.0,1063.0,0,0,0,0,0,0,1,155.0,272.0,1780.0,247.0,233.0,880.0,186.0,455.8928571428572,428.19642857142856,480.40833333333336,589.54862425176,358.8496015966744,316.2978613728371,475.7433510073826,0.0,0.0,1
2023-03-12,245.0,13621.0,308.0,3,12,0,0,266.0,0.0,0.0,848.0,740.0,625.0,6813.6,11364.6,9120.35,0,0,0,0,0,0,1,754.0,0.0,0.0,404.0,70.0,220.0,340.0,148.57142857142858,259.60714285714283,259.9583333333333,284.35825827223493,351.2280554154516,268.7828386006968,265.58610991597874,0.0,0.0,2
2023-03-12,0.0,0.0,0.0,3,12,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
