Date,RevenueCenterName,BreakFast,Dinner,Lunch,Month,Day,DayOfWeek,IsWeekend,IsHoliday,TotalRevenue,lag_1d,lag_1w,lag_1m,BreakFast_lag_1d,BreakFast_lag_1w,BreakFast_lag_1m,Lunch_lag_1d,Lunch_lag_1w,Lunch_lag_1m,Dinner_lag_1d,Dinner_lag_1w,Dinner_lag_1m
2023-11-15,RevenueCenter_2,361.0,439.0,283.0,11,15,2,0,0,1083.0,3344.0,1673.5,1080.5,127.0,301.0,292.0,2463.0,682.0,641.0,754.0,690.5,147.5
2023-11-16,RevenueCenter_2,305.0,485.0,543.0,11,16,3,0,0,1333.0,1083.0,2287.0,1243.0,361.0,1311.0,558.0,283.0,447.0,441.0,439.0,529.0,244.0
2023-11-17,RevenueCenter_2,260.0,670.0,325.0,11,17,4,1,0,1255.0,1333.0,1420.5,535.0,305.0,601.0,165.0,543.0,727.75,57.0,485.0,91.75,313.0
2023-11-18,RevenueCenter_2,80.0,294.0,373.0,11,18,5,1,0,747.0,1255.0,1422.0,1487.0,260.0,410.0,685.0,325.0,493.0,281.0,670.0,519.0,521.0
2023-11-19,RevenueCenter_2,491.0,365.0,423.0,11,19,6,0,0,1279.0,747.0,970.0,861.0,80.0,195.0,90.0,373.0,176.0,240.0,294.0,599.0,531.0
2023-11-20,RevenueCenter_2,311.5,4045.0,105.0,11,20,0,0,0,4461.5,1279.0,1334.5,607.0,491.0,401.0,289.0,423.0,409.0,191.0,365.0,524.5,127.0
2023-11-21,RevenueCenter_2,60.0,35.0,198.75,11,21,1,0,0,293.75,4461.5,3344.0,459.0,311.5,127.0,45.0,105.0,2463.0,126.0,4045.0,754.0,288.0
2023-11-22,RevenueCenter_2,185.0,534.5,404.2,11,22,2,0,0,1123.7,293.75,1083.0,1579.5,60.0,361.0,519.5,198.75,283.0,629.0,35.0,439.0,431.0
2023-11-23,RevenueCenter_2,155.0,153.5,180.0,11,23,3,0,0,488.5,1123.7,1333.0,1426.0,185.0,305.0,425.0,404.2,543.0,352.0,534.5,485.0,649.0
2023-11-24,RevenueCenter_2,60.0,0.0,358.0,11,24,4,1,0,418.0,488.5,1255.0,701.75,155.0,260.0,130.0,180.0,325.0,206.25,153.5,670.0,365.5
2023-11-25,RevenueCenter_2,198.0,0.0,30.0,11,25,5,1,0,228.0,418.0,747.0,1556.0,60.0,80.0,689.0,358.0,373.0,455.0,0.0,294.0,412.0
2023-11-26,RevenueCenter_2,30.0,175.0,0.0,11,26,6,0,0,205.0,228.0,1279.0,776.5,198.0,491.0,95.0,30.0,423.0,328.5,0.0,365.0,353.0
2023-11-27,RevenueCenter_2,390.0,227.0,235.0,11,27,0,0,0,852.0,205.0,4461.5,747.0,30.0,311.5,308.0,0.0,105.0,214.0,175.0,4045.0,225.0
2023-11-28,RevenueCenter_2,517.0,460.0,325.0,11,28,1,0,0,1302.0,852.0,293.75,1419.0,390.0,60.0,811.0,235.0,198.75,608.0,227.0,35.0,0.0
2023-11-29,RevenueCenter_2,484.0,148.0,421.5,11,29,2,0,0,1053.5,1302.0,1123.7,608.5,517.0,185.0,461.5,325.0,404.2,147.0,460.0,534.5,0.0
2023-11-30,RevenueCenter_2,253.0,647.5,468.0,11,30,3,0,0,1368.5,1053.5,488.5,887.0,484.0,155.0,194.0,421.5,180.0,525.0,148.0,153.5,168.0
2023-12-01,RevenueCenter_2,485.0,135.0,1007.0,12,1,4,1,0,1627.0,1368.5,418.0,921.0,253.0,60.0,299.0,468.0,358.0,475.0,647.5,0.0,147.0
2023-12-02,RevenueCenter_2,584.5,514.5,271.0,12,2,5,1,1,1370.0,1627.0,228.0,1031.0,485.0,198.0,431.0,1007.0,30.0,312.0,135.0,0.0,288.0
2023-12-03,RevenueCenter_2,0.0,301.0,321.0,12,3,6,0,1,622.0,1370.0,205.0,1258.0,584.5,30.0,457.0,271.0,0.0,597.0,514.5,175.0,204.0
2023-12-04,RevenueCenter_2,1537.0,555.0,655.0,12,4,0,0,0,2747.0,622.0,852.0,1016.0,0.0,390.0,365.0,321.0,235.0,348.0,301.0,227.0,303.0
2023-12-05,RevenueCenter_2,408.0,371.0,551.0,12,5,1,0,0,1330.0,2747.0,1302.0,999.0,1537.0,517.0,60.0,655.0,325.0,593.0,555.0,460.0,346.0
2023-12-06,RevenueCenter_2,335.0,527.0,1664.0,12,6,2,0,0,2526.0,1330.0,1053.5,968.5,408.0,484.0,268.0,551.0,421.5,376.5,371.0,148.0,324.0
2023-12-07,RevenueCenter_2,489.0,441.0,287.0,12,7,3,0,0,1217.0,2526.0,1368.5,1509.0,335.0,253.0,305.0,1664.0,468.0,398.0,527.0,647.5,806.0
2023-12-08,RevenueCenter_2,135.0,922.0,134.0,12,8,4,1,0,1191.0,1217.0,1627.0,1673.5,489.0,485.0,301.0,287.0,1007.0,682.0,441.0,135.0,690.5
2023-12-09,RevenueCenter_2,137.0,415.0,405.0,12,9,5,1,0,957.0,1191.0,1370.0,2287.0,135.0,584.5,1311.0,134.0,271.0,447.0,922.0,514.5,529.0
2023-12-10,RevenueCenter_2,115.0,467.0,35.0,12,10,6,0,0,617.0,957.0,622.0,1420.5,137.0,0.0,601.0,405.0,321.0,727.75,415.0,301.0,91.75
2023-12-11,RevenueCenter_2,131.0,767.0,231.0,12,11,0,0,0,1129.0,617.0,2747.0,1422.0,115.0,1537.0,410.0,35.0,655.0,493.0,467.0,555.0,519.0
2023-12-12,RevenueCenter_2,401.0,819.0,677.5,12,12,1,0,0,1897.5,1129.0,1330.0,970.0,131.0,408.0,195.0,231.0,551.0,176.0,767.0,371.0,599.0
2023-12-13,RevenueCenter_2,30.0,294.0,370.0,12,13,2,0,0,694.0,1897.5,2526.0,1334.5,401.0,335.0,401.0,677.5,1664.0,409.0,819.0,527.0,524.5
2023-12-14,RevenueCenter_2,727.0,612.0,237.0,12,14,3,0,0,1576.0,694.0,1217.0,3344.0,30.0,489.0,127.0,370.0,287.0,2463.0,294.0,441.0,754.0
2023-12-15,RevenueCenter_2,623.0,192.0,190.0,12,15,4,1,0,1005.0,1576.0,1191.0,1083.0,727.0,135.0,361.0,237.0,134.0,283.0,612.0,922.0,439.0
2023-12-16,RevenueCenter_2,622.5,401.0,190.0,12,16,5,1,0,1213.5,1005.0,957.0,1333.0,623.0,137.0,305.0,190.0,405.0,543.0,192.0,415.0,485.0
2023-12-17,RevenueCenter_2,115.0,345.0,130.0,12,17,6,0,0,590.0,1213.5,617.0,1255.0,622.5,115.0,260.0,190.0,35.0,325.0,401.0,467.0,670.0
2023-12-18,RevenueCenter_2,110.0,313.0,348.5,12,18,0,0,0,771.5,590.0,1129.0,747.0,115.0,131.0,80.0,130.0,231.0,373.0,345.0,767.0,294.0
2023-12-19,RevenueCenter_2,183.5,637.0,520.0,12,19,1,0,0,1340.5,771.5,1897.5,1279.0,110.0,401.0,491.0,348.5,677.5,423.0,313.0,819.0,365.0
2023-12-20,RevenueCenter_2,1095.0,361.0,215.0,12,20,2,0,0,1671.0,1340.5,694.0,4461.5,183.5,30.0,311.5,520.0,370.0,105.0,637.0,294.0,4045.0
2023-12-21,RevenueCenter_2,569.0,402.0,512.0,12,21,3,0,0,1483.0,1671.0,1576.0,293.75,1095.0,727.0,60.0,215.0,237.0,198.75,361.0,612.0,35.0
2023-12-22,RevenueCenter_2,170.0,331.0,503.0,12,22,4,1,0,1004.0,1483.0,1005.0,1123.7,569.0,623.0,185.0,512.0,190.0,404.2,402.0,192.0,534.5
2023-12-23,RevenueCenter_2,170.0,1325.0,167.5,12,23,5,1,0,1662.5,1004.0,1213.5,488.5,170.0,622.5,155.0,503.0,190.0,180.0,331.0,401.0,153.5
2023-12-24,RevenueCenter_2,801.0,1066.0,688.0,12,24,6,0,0,2555.0,1662.5,590.0,418.0,170.0,115.0,60.0,167.5,130.0,358.0,1325.0,345.0,0.0
2023-12-25,RevenueCenter_2,890.0,963.0,890.0,12,25,0,0,0,2743.0,2555.0,771.5,228.0,801.0,110.0,198.0,688.0,348.5,30.0,1066.0,313.0,0.0
2023-12-26,RevenueCenter_2,1297.0,256.0,269.0,12,26,1,0,0,1822.0,2743.0,1340.5,205.0,890.0,183.5,30.0,890.0,520.0,0.0,963.0,637.0,175.0
2023-12-27,RevenueCenter_2,265.0,1435.0,543.0,12,27,2,0,0,2243.0,1822.0,1671.0,852.0,1297.0,1095.0,390.0,269.0,215.0,235.0,256.0,361.0,227.0
2023-12-28,RevenueCenter_2,172.0,162.0,0.0,12,28,3,0,0,334.0,2243.0,1483.0,1302.0,265.0,569.0,517.0,543.0,512.0,325.0,1435.0,402.0,460.0
2023-12-29,RevenueCenter_2,86.0,362.0,802.0,12,29,4,1,0,1250.0,334.0,1004.0,1053.5,172.0,170.0,484.0,0.0,503.0,421.5,162.0,331.0,148.0
2023-12-30,RevenueCenter_2,687.0,130.0,235.5,12,30,5,1,0,1052.5,1250.0,1662.5,1368.5,86.0,170.0,253.0,802.0,167.5,468.0,362.0,1325.0,647.5
2023-12-31,RevenueCenter_2,1102.0,536.0,412.0,12,31,6,0,1,2050.0,1052.5,2555.0,1627.0,687.0,801.0,485.0,235.5,688.0,1007.0,130.0,1066.0,135.0
2024-01-01,RevenueCenter_2,0.0,1339.0,396.0,1,1,0,0,1,1735.0,2050.0,2743.0,1370.0,1102.0,890.0,584.5,412.0,890.0,271.0,536.0,963.0,514.5
2024-01-02,RevenueCenter_2,372.0,1214.0,490.0,1,2,1,0,0,2076.0,1735.0,1822.0,622.0,0.0,1297.0,0.0,396.0,269.0,321.0,1339.0,256.0,301.0
2024-01-03,RevenueCenter_2,514.0,406.0,756.0,1,3,2,0,0,1676.0,2076.0,2243.0,2747.0,372.0,265.0,1537.0,490.0,543.0,655.0,1214.0,1435.0,555.0
2024-01-04,RevenueCenter_2,516.0,570.0,731.0,1,4,3,0,0,1817.0,1676.0,334.0,1330.0,514.0,172.0,408.0,756.0,0.0,551.0,406.0,162.0,371.0
2024-01-05,RevenueCenter_2,60.0,1207.0,540.0,1,5,4,1,0,1807.0,1817.0,1250.0,2526.0,516.0,86.0,335.0,731.0,802.0,1664.0,570.0,362.0,527.0
2024-01-06,RevenueCenter_2,978.0,270.0,152.0,1,6,5,1,0,1400.0,1807.0,1052.5,1217.0,60.0,687.0,489.0,540.0,235.5,287.0,1207.0,130.0,441.0
2024-01-07,RevenueCenter_2,716.0,694.0,1083.0,1,7,6,0,0,2493.0,1400.0,2050.0,1191.0,978.0,1102.0,135.0,152.0,412.0,134.0,270.0,536.0,922.0
2024-01-08,RevenueCenter_2,2581.0,704.0,1161.0,1,8,0,0,0,4446.0,2493.0,1735.0,957.0,716.0,0.0,137.0,1083.0,396.0,405.0,694.0,1339.0,415.0
2024-01-09,RevenueCenter_2,444.0,1030.0,60.0,1,9,1,0,0,1534.0,4446.0,2076.0,617.0,2581.0,372.0,115.0,1161.0,490.0,35.0,704.0,1214.0,467.0
2024-01-10,RevenueCenter_2,844.0,784.0,963.0,1,10,2,0,0,2591.0,1534.0,1676.0,1129.0,444.0,514.0,131.0,60.0,756.0,231.0,1030.0,406.0,767.0
2024-01-11,RevenueCenter_2,752.0,1080.0,1138.0,1,11,3,0,0,2970.0,2591.0,1817.0,1897.5,844.0,516.0,401.0,963.0,731.0,677.5,784.0,570.0,819.0
2024-01-12,RevenueCenter_2,558.0,514.0,930.0,1,12,4,1,0,2002.0,2970.0,1807.0,694.0,752.0,60.0,30.0,1138.0,540.0,370.0,1080.0,1207.0,294.0
2024-01-13,RevenueCenter_2,70.0,1134.0,835.0,1,13,5,1,0,2039.0,2002.0,1400.0,1576.0,558.0,978.0,727.0,930.0,152.0,237.0,514.0,270.0,612.0
2024-01-14,RevenueCenter_2,492.0,714.0,0.0,1,14,6,0,0,1206.0,2039.0,2493.0,1005.0,70.0,716.0,623.0,835.0,1083.0,190.0,1134.0,694.0,192.0
2024-01-15,RevenueCenter_2,1612.0,1440.0,648.5,1,15,0,0,0,3700.5,1206.0,4446.0,1213.5,492.0,2581.0,622.5,0.0,1161.0,190.0,714.0,704.0,401.0
2024-01-16,RevenueCenter_2,484.0,1025.0,964.0,1,16,1,0,0,2473.0,3700.5,1534.0,590.0,1612.0,444.0,115.0,648.5,60.0,130.0,1440.0,1030.0,345.0
2024-01-17,RevenueCenter_2,479.0,646.0,1485.0,1,17,2,0,0,2610.0,2473.0,2591.0,771.5,484.0,844.0,110.0,964.0,963.0,348.5,1025.0,784.0,313.0
2024-01-18,RevenueCenter_2,190.0,431.0,1204.0,1,18,3,0,0,1825.0,2610.0,2970.0,1340.5,479.0,752.0,183.5,1485.0,1138.0,520.0,646.0,1080.0,637.0
2024-01-19,RevenueCenter_2,840.0,460.0,400.0,1,19,4,1,0,1700.0,1825.0,2002.0,1671.0,190.0,558.0,1095.0,1204.0,930.0,215.0,431.0,514.0,361.0
2024-01-20,RevenueCenter_2,220.0,994.0,851.0,1,20,5,1,0,2065.0,1700.0,2039.0,1483.0,840.0,70.0,569.0,400.0,835.0,512.0,460.0,1134.0,402.0
2024-01-21,RevenueCenter_2,350.0,2044.0,1874.0,1,21,6,0,0,4268.0,2065.0,1206.0,1004.0,220.0,492.0,170.0,851.0,0.0,503.0,994.0,714.0,331.0
2024-01-22,RevenueCenter_2,1036.0,631.0,310.0,1,22,0,0,0,1977.0,4268.0,3700.5,1662.5,350.0,1612.0,170.0,1874.0,648.5,167.5,2044.0,1440.0,1325.0
2024-01-23,RevenueCenter_2,340.0,662.0,524.0,1,23,1,0,0,1526.0,1977.0,2473.0,2555.0,1036.0,484.0,801.0,310.0,964.0,688.0,631.0,1025.0,1066.0
2024-01-24,RevenueCenter_2,1390.0,704.0,1632.0,1,24,2,0,0,3726.0,1526.0,2610.0,2743.0,340.0,479.0,890.0,524.0,1485.0,890.0,662.0,646.0,963.0
2024-01-25,RevenueCenter_2,1001.0,621.0,460.0,1,25,3,0,0,2082.0,3726.0,1825.0,1822.0,1390.0,190.0,1297.0,1632.0,1204.0,269.0,704.0,431.0,256.0
2024-01-26,RevenueCenter_2,74.0,1038.0,380.0,1,26,4,1,0,1492.0,2082.0,1700.0,2243.0,1001.0,840.0,265.0,460.0,400.0,543.0,621.0,460.0,1435.0
2024-01-27,RevenueCenter_2,232.0,1140.0,2231.0,1,27,5,1,0,3603.0,1492.0,2065.0,334.0,74.0,220.0,172.0,380.0,851.0,0.0,1038.0,994.0,162.0
2024-01-28,RevenueCenter_2,560.0,1598.0,532.0,1,28,6,0,0,2690.0,3603.0,4268.0,1250.0,232.0,350.0,86.0,2231.0,1874.0,802.0,1140.0,2044.0,362.0
2024-01-29,RevenueCenter_2,1114.0,2515.0,441.0,1,29,0,0,0,4070.0,2690.0,1977.0,1052.5,560.0,1036.0,687.0,532.0,310.0,235.5,1598.0,631.0,130.0
2024-01-30,RevenueCenter_2,374.0,928.0,694.0,1,30,1,0,0,1996.0,4070.0,1526.0,2050.0,1114.0,340.0,1102.0,441.0,524.0,412.0,2515.0,662.0,536.0
2024-01-31,RevenueCenter_2,654.0,1412.0,740.0,1,31,2,0,0,2806.0,1996.0,3726.0,1735.0,374.0,1390.0,0.0,694.0,1632.0,396.0,928.0,704.0,1339.0
2024-02-01,RevenueCenter_2,982.0,2675.0,372.0,2,1,3,0,0,4029.0,2806.0,2082.0,2076.0,654.0,1001.0,372.0,740.0,460.0,490.0,1412.0,621.0,1214.0
2024-02-02,RevenueCenter_2,974.0,666.5,280.0,2,2,4,1,0,1920.5,4029.0,1492.0,1676.0,982.0,74.0,514.0,372.0,380.0,756.0,2675.0,1038.0,406.0
2024-02-03,RevenueCenter_2,240.0,1722.5,1292.0,2,3,5,1,0,3254.5,1920.5,3603.0,1817.0,974.0,232.0,516.0,280.0,2231.0,731.0,666.5,1140.0,570.0
2024-02-04,RevenueCenter_2,774.0,1715.0,400.0,2,4,6,0,0,2889.0,3254.5,2690.0,1807.0,240.0,560.0,60.0,1292.0,532.0,540.0,1722.5,1598.0,1207.0
2024-02-05,RevenueCenter_2,1534.0,1810.0,764.0,2,5,0,0,0,4108.0,2889.0,4070.0,1400.0,774.0,1114.0,978.0,400.0,441.0,152.0,1715.0,2515.0,270.0
2024-02-06,RevenueCenter_2,150.0,790.0,1323.0,2,6,1,0,0,2263.0,4108.0,1996.0,2493.0,1534.0,374.0,716.0,764.0,694.0,1083.0,1810.0,928.0,694.0
2024-02-07,RevenueCenter_2,1215.0,927.0,352.0,2,7,2,0,0,2494.0,2263.0,2806.0,4446.0,150.0,654.0,2581.0,1323.0,740.0,1161.0,790.0,1412.0,704.0
2024-02-08,RevenueCenter_2,814.0,580.0,630.0,2,8,3,0,0,2024.0,2494.0,4029.0,1534.0,1215.0,982.0,444.0,352.0,372.0,60.0,927.0,2675.0,1030.0
2024-02-09,RevenueCenter_2,642.0,1612.0,534.0,2,9,4,1,0,2788.0,2024.0,1920.5,2591.0,814.0,974.0,844.0,630.0,280.0,963.0,580.0,666.5,784.0
2024-02-10,RevenueCenter_2,809.0,1888.0,911.0,2,10,5,1,0,3608.0,2788.0,3254.5,2970.0,642.0,240.0,752.0,534.0,1292.0,1138.0,1612.0,1722.5,1080.0
2024-02-11,RevenueCenter_2,175.0,1875.0,480.0,2,11,6,0,0,2530.0,3608.0,2889.0,2002.0,809.0,774.0,558.0,911.0,400.0,930.0,1888.0,1715.0,514.0
2024-02-12,RevenueCenter_2,42.0,970.0,2204.0,2,12,0,0,0,3216.0,2530.0,4108.0,2039.0,175.0,1534.0,70.0,480.0,764.0,835.0,1875.0,1810.0,1134.0
2024-02-13,RevenueCenter_2,694.0,1116.0,1015.0,2,13,1,0,0,2825.0,3216.0,2263.0,1206.0,42.0,150.0,492.0,2204.0,1323.0,0.0,970.0,790.0,714.0
2024-02-14,RevenueCenter_2,620.0,1061.0,1113.0,2,14,2,0,0,2794.0,2825.0,2494.0,3700.5,694.0,1215.0,1612.0,1015.0,352.0,648.5,1116.0,927.0,1440.0
2024-02-15,RevenueCenter_2,699.0,330.0,1177.0,2,15,3,0,0,2206.0,2794.0,2024.0,2473.0,620.0,814.0,484.0,1113.0,630.0,964.0,1061.0,580.0,1025.0
2024-02-16,RevenueCenter_2,320.0,134.0,60.0,2,16,4,1,0,514.0,2206.0,2788.0,2610.0,699.0,642.0,479.0,1177.0,534.0,1485.0,330.0,1612.0,646.0
2024-02-17,RevenueCenter_2,230.0,10556.0,1196.0,2,17,5,1,0,11982.0,514.0,3608.0,1825.0,320.0,809.0,190.0,60.0,911.0,1204.0,134.0,1888.0,431.0
2024-02-18,RevenueCenter_2,476.0,1504.0,428.0,2,18,6,0,0,2408.0,11982.0,2530.0,1700.0,230.0,175.0,840.0,1196.0,480.0,400.0,10556.0,1875.0,460.0
2024-02-19,RevenueCenter_2,540.0,382.0,265.0,2,19,0,0,0,1187.0,2408.0,3216.0,2065.0,476.0,42.0,220.0,428.0,2204.0,851.0,1504.0,970.0,994.0
2024-02-20,RevenueCenter_2,324.0,134.0,560.0,2,20,1,0,0,1018.0,1187.0,2825.0,4268.0,540.0,694.0,350.0,265.0,1015.0,1874.0,382.0,1116.0,2044.0
2024-02-21,RevenueCenter_2,899.5,904.0,322.0,2,21,2,0,0,2125.5,1018.0,2794.0,1977.0,324.0,620.0,1036.0,560.0,1113.0,310.0,134.0,1061.0,631.0
2024-02-22,RevenueCenter_2,260.0,162.0,2334.0,2,22,3,0,0,2756.0,2125.5,2206.0,1526.0,899.5,699.0,340.0,322.0,1177.0,524.0,904.0,330.0,662.0
2024-02-23,RevenueCenter_2,1083.5,1146.0,958.0,2,23,4,1,0,3187.5,2756.0,514.0,3726.0,260.0,320.0,1390.0,2334.0,60.0,1632.0,162.0,134.0,704.0
2024-02-24,RevenueCenter_2,668.0,1006.0,540.0,2,24,5,1,0,2214.0,3187.5,11982.0,2082.0,1083.5,230.0,1001.0,958.0,1196.0,460.0,1146.0,10556.0,621.0
2024-02-25,RevenueCenter_2,580.0,1252.0,352.0,2,25,6,0,0,2184.0,2214.0,2408.0,1492.0,668.0,476.0,74.0,540.0,428.0,380.0,1006.0,1504.0,1038.0
2024-02-26,RevenueCenter_2,724.0,194.0,576.0,2,26,0,0,0,1494.0,2184.0,1187.0,3603.0,580.0,540.0,232.0,352.0,265.0,2231.0,1252.0,382.0,1140.0
2024-02-27,RevenueCenter_2,764.0,1165.0,758.0,2,27,1,0,0,2687.0,1494.0,1018.0,2690.0,724.0,324.0,560.0,576.0,560.0,532.0,194.0,134.0,1598.0
2024-02-28,RevenueCenter_2,792.0,1008.0,1854.0,2,28,2,0,0,3654.0,2687.0,2125.5,4070.0,764.0,899.5,1114.0,758.0,322.0,441.0,1165.0,904.0,2515.0
2024-02-29,RevenueCenter_2,304.0,485.0,394.0,2,29,3,0,0,1183.0,3654.0,2756.0,1996.0,792.0,260.0,374.0,1854.0,2334.0,694.0,1008.0,162.0,928.0
2024-03-01,RevenueCenter_2,438.0,967.0,330.0,3,1,4,1,0,1735.0,1183.0,3187.5,2806.0,304.0,1083.5,654.0,394.0,958.0,740.0,485.0,1146.0,1412.0
2024-03-02,RevenueCenter_2,1129.0,412.0,1274.0,3,2,5,1,0,2815.0,1735.0,2214.0,4029.0,438.0,668.0,982.0,330.0,540.0,372.0,967.0,1006.0,2675.0
2024-03-03,RevenueCenter_2,709.0,335.0,574.0,3,3,6,0,0,1618.0,2815.0,2184.0,1920.5,1129.0,580.0,974.0,1274.0,352.0,280.0,412.0,1252.0,666.5
2024-03-04,RevenueCenter_2,1910.0,1903.0,1022.0,3,4,0,0,0,4835.0,1618.0,1494.0,3254.5,709.0,724.0,240.0,574.0,576.0,1292.0,335.0,194.0,1722.5
2024-03-05,RevenueCenter_2,82.0,1476.0,312.0,3,5,1,0,0,1870.0,4835.0,2687.0,2889.0,1910.0,764.0,774.0,1022.0,758.0,400.0,1903.0,1165.0,1715.0
2024-03-06,RevenueCenter_2,562.0,777.0,1180.0,3,6,2,0,0,2519.0,1870.0,3654.0,4108.0,82.0,792.0,1534.0,312.0,1854.0,764.0,1476.0,1008.0,1810.0
2024-03-07,RevenueCenter_2,3106.0,846.0,1059.5,3,7,3,0,0,5011.5,2519.0,1183.0,2263.0,562.0,304.0,150.0,1180.0,394.0,1323.0,777.0,485.0,790.0
2024-03-08,RevenueCenter_2,1050.0,1382.0,318.0,3,8,4,1,0,2750.0,5011.5,1735.0,2494.0,3106.0,438.0,1215.0,1059.5,330.0,352.0,846.0,967.0,927.0
2024-03-09,RevenueCenter_2,270.0,2336.0,707.0,3,9,5,1,0,3313.0,2750.0,2815.0,2024.0,1050.0,1129.0,814.0,318.0,1274.0,630.0,1382.0,412.0,580.0
2024-03-10,RevenueCenter_2,502.0,242.0,522.0,3,10,6,0,0,1266.0,3313.0,1618.0,2788.0,270.0,709.0,642.0,707.0,574.0,534.0,2336.0,335.0,1612.0
2024-03-11,RevenueCenter_2,0.0,1154.0,154.0,3,11,0,0,1,1308.0,1266.0,4835.0,3608.0,502.0,1910.0,809.0,522.0,1022.0,911.0,242.0,1903.0,1888.0
2024-03-12,RevenueCenter_2,0.0,150.0,6000.0,3,12,1,0,0,6150.0,1308.0,1870.0,2530.0,0.0,82.0,175.0,154.0,312.0,480.0,1154.0,1476.0,1875.0
2024-03-13,RevenueCenter_2,0.0,545.0,350.0,3,13,2,0,0,895.0,6150.0,2519.0,3216.0,0.0,562.0,42.0,6000.0,1180.0,2204.0,150.0,777.0,970.0
2024-03-14,RevenueCenter_2,0.0,514.0,604.0,3,14,3,0,0,1118.0,895.0,5011.5,2825.0,0.0,3106.0,694.0,350.0,1059.5,1015.0,545.0,846.0,1116.0
2024-03-15,RevenueCenter_2,0.0,0.0,1906.0,3,15,4,1,0,1906.0,1118.0,2750.0,2794.0,0.0,1050.0,620.0,604.0,318.0,1113.0,514.0,1382.0,1061.0
2024-03-16,RevenueCenter_2,0.0,60.0,202.0,3,16,5,1,0,262.0,1906.0,3313.0,2206.0,0.0,270.0,699.0,1906.0,707.0,1177.0,0.0,2336.0,330.0
2024-03-17,RevenueCenter_2,90.0,610.0,0.0,3,17,6,0,0,700.0,262.0,1266.0,514.0,0.0,502.0,320.0,202.0,522.0,60.0,60.0,242.0,134.0
2024-03-18,RevenueCenter_2,0.0,0.0,375.0,3,18,0,0,0,375.0,700.0,1308.0,11982.0,90.0,0.0,230.0,0.0,154.0,1196.0,610.0,1154.0,10556.0
2024-03-19,RevenueCenter_2,0.0,130.0,0.0,3,19,1,0,0,130.0,375.0,6150.0,2408.0,0.0,0.0,476.0,375.0,6000.0,428.0,0.0,150.0,1504.0
2024-03-20,RevenueCenter_2,372.0,510.0,4376.0,3,20,2,0,0,5258.0,130.0,895.0,1187.0,0.0,0.0,540.0,0.0,350.0,265.0,130.0,545.0,382.0
2024-03-21,RevenueCenter_2,210.0,380.0,0.0,3,21,3,0,0,590.0,5258.0,1118.0,1018.0,372.0,0.0,324.0,4376.0,604.0,560.0,510.0,514.0,134.0
2024-03-22,RevenueCenter_2,90.0,175.0,182.5,3,22,4,1,0,447.5,590.0,1906.0,2125.5,210.0,0.0,899.5,0.0,1906.0,322.0,380.0,0.0,904.0
2024-03-23,RevenueCenter_2,0.0,0.0,35.0,3,23,5,1,0,35.0,447.5,262.0,2756.0,90.0,0.0,260.0,182.5,202.0,2334.0,175.0,60.0,162.0
2024-03-24,RevenueCenter_2,241.0,30.0,87.5,3,24,6,0,0,358.5,35.0,700.0,3187.5,0.0,90.0,1083.5,35.0,0.0,958.0,0.0,610.0,1146.0
2024-03-25,RevenueCenter_2,120.0,111.0,0.0,3,25,0,0,0,231.0,358.5,375.0,2214.0,241.0,0.0,668.0,87.5,375.0,540.0,30.0,0.0,1006.0
2024-03-26,RevenueCenter_2,120.0,75.0,165.0,3,26,1,0,0,360.0,231.0,130.0,2184.0,120.0,0.0,580.0,0.0,0.0,352.0,111.0,130.0,1252.0
2024-03-27,RevenueCenter_2,770.0,110.0,35.0,3,27,2,0,0,915.0,360.0,5258.0,1494.0,120.0,372.0,724.0,165.0,4376.0,576.0,75.0,510.0,194.0
2024-03-28,RevenueCenter_2,0.0,450.0,76.0,3,28,3,0,0,526.0,915.0,590.0,2687.0,770.0,210.0,764.0,35.0,0.0,758.0,110.0,380.0,1165.0
2024-03-29,RevenueCenter_2,90.0,30.0,451.0,3,29,4,1,0,571.0,526.0,447.5,3654.0,0.0,90.0,792.0,76.0,182.5,1854.0,450.0,175.0,1008.0
2024-03-30,RevenueCenter_2,0.0,3415.0,0.0,3,30,5,1,0,3415.0,571.0,35.0,1183.0,90.0,0.0,304.0,451.0,35.0,394.0,30.0,0.0,485.0
2024-03-31,RevenueCenter_2,0.0,167.5,251.0,3,31,6,0,0,418.5,3415.0,358.5,1735.0,0.0,241.0,438.0,0.0,87.5,330.0,3415.0,30.0,967.0
2024-04-01,RevenueCenter_2,0.0,0.0,95.0,4,1,0,0,0,95.0,418.5,231.0,2815.0,0.0,120.0,1129.0,251.0,0.0,1274.0,167.5,111.0,412.0
2024-04-02,RevenueCenter_2,240.0,0.0,35.0,4,2,1,0,0,275.0,95.0,360.0,1618.0,0.0,120.0,709.0,95.0,165.0,574.0,0.0,75.0,335.0
2024-04-03,RevenueCenter_2,0.0,365.5,17.5,4,3,2,0,0,383.0,275.0,915.0,4835.0,240.0,770.0,1910.0,35.0,35.0,1022.0,0.0,110.0,1903.0
2024-04-04,RevenueCenter_2,265.0,30.0,0.0,4,4,3,0,0,295.0,383.0,526.0,1870.0,0.0,0.0,82.0,17.5,76.0,312.0,365.5,450.0,1476.0
2024-04-05,RevenueCenter_2,280.0,90.0,133.0,4,5,4,1,0,503.0,295.0,571.0,2519.0,265.0,90.0,562.0,0.0,451.0,1180.0,30.0,30.0,777.0
