Date,RevenueCenterName,Month,DayOfWeek,IsWeekend,IsHoliday,BreakFast,BreakFast_lag_1d,BreakFast_lag_1w,BreakFast_lag_1m
2023-03-01,RevenueCenter_3,3,2,0,0,245.0,102.5,43.0,0.0
2023-03-02,RevenueCenter_3,3,3,0,0,209.0,245.0,120.0,472.0
2023-03-03,RevenueCenter_3,3,4,1,0,1206.0,209.0,35.0,216.0
2023-03-04,RevenueCenter_3,3,5,1,0,348.0,1206.0,740.0,200.0
2023-03-05,RevenueCenter_3,3,6,0,0,0.0,348.0,404.0,153.0
2023-03-06,RevenueCenter_3,3,0,0,0,0.0,0.0,80.0,0.0
2023-03-07,RevenueCenter_3,3,1,0,0,0.0,0.0,102.5,100.0
2023-03-08,RevenueCenter_3,3,2,0,0,20.0,0.0,245.0,105.0
2023-03-09,RevenueCenter_3,3,3,0,0,0.0,20.0,209.0,0.0
2023-03-10,RevenueCenter_3,3,4,1,0,754.0,0.0,1206.0,0.0
2023-03-11,RevenueCenter_3,3,5,1,0,266.0,754.0,348.0,0.0
2023-03-12,RevenueCenter_3,3,6,0,0,245.0,266.0,0.0,0.0
2023-03-13,RevenueCenter_3,3,0,0,0,192.75,245.0,0.0,66.0
2023-03-14,RevenueCenter_3,3,1,0,0,695.0,192.75,0.0,220.0
2023-03-15,RevenueCenter_3,3,2,0,0,405.0,695.0,20.0,435.0
2023-03-16,RevenueCenter_3,3,3,0,0,548.0,405.0,0.0,53.0
2023-03-17,RevenueCenter_3,3,4,1,0,608.0,548.0,754.0,155.25
2023-03-18,RevenueCenter_3,3,5,1,0,742.0,608.0,266.0,35.0
2023-03-19,RevenueCenter_3,3,6,0,0,5.0,742.0,245.0,1425.0
2023-03-20,RevenueCenter_3,3,0,0,0,0.0,5.0,192.75,200.0
2023-03-21,RevenueCenter_3,3,1,0,0,172.0,0.0,695.0,70.0
2023-03-22,RevenueCenter_3,3,2,0,0,215.0,172.0,405.0,152.5
2023-03-23,RevenueCenter_3,3,3,0,1,0.0,215.0,548.0,414.5
2023-03-24,RevenueCenter_3,3,4,1,0,398.0,0.0,608.0,43.0
2023-03-25,RevenueCenter_3,3,5,1,0,0.0,398.0,742.0,120.0
2023-03-26,RevenueCenter_3,3,6,0,0,82.0,0.0,5.0,35.0
2023-03-27,RevenueCenter_3,3,0,0,0,121.0,82.0,0.0,740.0
2023-03-28,RevenueCenter_3,3,1,0,0,469.5,121.0,172.0,404.0
2023-03-29,RevenueCenter_3,3,2,0,0,0.0,469.5,215.0,80.0
2023-03-30,RevenueCenter_3,3,3,0,0,30.0,0.0,0.0,102.5
2023-03-31,RevenueCenter_3,3,4,1,0,368.0,30.0,398.0,245.0
2023-04-01,RevenueCenter_3,4,5,1,0,688.0,368.0,0.0,209.0
2023-04-02,RevenueCenter_3,4,6,0,0,96.0,688.0,82.0,1206.0
2023-04-03,RevenueCenter_3,4,0,0,0,0.0,96.0,121.0,348.0
2023-04-04,RevenueCenter_3,4,1,0,0,0.0,0.0,469.5,0.0
2023-04-05,RevenueCenter_3,4,2,0,0,531.0,0.0,0.0,0.0
2023-04-06,RevenueCenter_3,4,3,0,0,94.0,531.0,30.0,0.0
2023-04-07,RevenueCenter_3,4,4,1,0,586.0,94.0,368.0,20.0
2023-04-08,RevenueCenter_3,4,5,1,0,660.0,586.0,688.0,0.0
2023-04-09,RevenueCenter_3,4,6,0,0,0.0,660.0,96.0,754.0
2023-04-10,RevenueCenter_3,4,0,0,0,115.0,0.0,0.0,266.0
2023-04-11,RevenueCenter_3,4,1,0,0,7.5,115.0,0.0,245.0
2023-04-12,RevenueCenter_3,4,2,0,0,0.0,7.5,531.0,192.75
2023-04-13,RevenueCenter_3,4,3,0,0,210.0,0.0,94.0,695.0
2023-04-14,RevenueCenter_3,4,4,1,0,564.0,210.0,586.0,405.0
2023-04-15,RevenueCenter_3,4,5,1,0,0.0,564.0,660.0,548.0
2023-04-16,RevenueCenter_3,4,6,0,0,203.0,0.0,0.0,608.0
2023-04-17,RevenueCenter_3,4,0,0,0,208.5,203.0,115.0,742.0
2023-04-18,RevenueCenter_3,4,1,0,0,0.0,208.5,7.5,5.0
2023-04-19,RevenueCenter_3,4,2,0,0,105.0,0.0,0.0,0.0
2023-04-20,RevenueCenter_3,4,3,0,1,0.0,105.0,210.0,172.0
2023-04-21,RevenueCenter_3,4,4,1,1,204.0,0.0,564.0,215.0
2023-04-22,RevenueCenter_3,4,5,1,1,0.0,204.0,0.0,0.0
2023-04-23,RevenueCenter_3,4,6,0,1,423.0,0.0,203.0,398.0
2023-04-24,RevenueCenter_3,4,0,0,0,133.5,423.0,208.5,0.0
2023-04-25,RevenueCenter_3,4,1,0,0,0.0,133.5,0.0,82.0
2023-04-26,RevenueCenter_3,4,2,0,0,0.0,0.0,105.0,121.0
2023-04-27,RevenueCenter_3,4,3,0,0,0.0,0.0,0.0,469.5
2023-04-28,RevenueCenter_3,4,4,1,0,214.0,0.0,204.0,0.0
2023-04-29,RevenueCenter_3,4,5,1,0,126.0,214.0,0.0,30.0
2023-04-30,RevenueCenter_3,4,6,0,0,588.0,126.0,423.0,368.0
2023-05-01,RevenueCenter_3,5,0,0,0,425.0,588.0,133.5,688.0
2023-05-02,RevenueCenter_3,5,1,0,0,0.0,425.0,0.0,96.0
2023-05-03,RevenueCenter_3,5,2,0,0,30.0,0.0,0.0,0.0
2023-05-04,RevenueCenter_3,5,3,0,0,564.5,30.0,0.0,0.0
2023-05-05,RevenueCenter_3,5,4,1,0,192.0,564.5,214.0,531.0
2023-05-06,RevenueCenter_3,5,5,1,0,108.0,192.0,126.0,94.0
2023-05-07,RevenueCenter_3,5,6,0,0,242.0,108.0,588.0,586.0
2023-05-08,RevenueCenter_3,5,0,0,0,174.25,242.0,425.0,660.0
2023-05-09,RevenueCenter_3,5,1,0,0,0.0,174.25,0.0,0.0
2023-05-10,RevenueCenter_3,5,2,0,0,652.0,0.0,30.0,115.0
2023-05-11,RevenueCenter_3,5,3,0,0,385.0,652.0,564.5,7.5
2023-05-12,RevenueCenter_3,5,4,1,0,1337.0,385.0,192.0,0.0
2023-05-13,RevenueCenter_3,5,5,1,0,75.0,1337.0,108.0,210.0
2023-05-14,RevenueCenter_3,5,6,0,0,895.2,75.0,242.0,564.0
2023-05-15,RevenueCenter_3,5,0,0,0,639.8,895.2,174.25,0.0
2023-05-16,RevenueCenter_3,5,1,0,0,701.0,639.8,0.0,203.0
2023-05-17,RevenueCenter_3,5,2,0,0,265.0,701.0,652.0,208.5
2023-05-18,RevenueCenter_3,5,3,0,0,0.0,265.0,385.0,0.0
2023-05-19,RevenueCenter_3,5,4,1,0,787.0,0.0,1337.0,105.0
2023-05-20,RevenueCenter_3,5,5,1,0,60.0,787.0,75.0,0.0
2023-05-21,RevenueCenter_3,5,6,0,0,107.5,60.0,895.2,204.0
2023-05-22,RevenueCenter_3,5,0,0,0,347.0,107.5,639.8,0.0
2023-05-23,RevenueCenter_3,5,1,0,0,449.0,347.0,701.0,423.0
2023-05-24,RevenueCenter_3,5,2,0,0,355.0,449.0,265.0,133.5
2023-05-25,RevenueCenter_3,5,3,0,0,206.5,355.0,0.0,0.0
2023-05-26,RevenueCenter_3,5,4,1,0,1231.0,206.5,787.0,0.0
2023-05-27,RevenueCenter_3,5,5,1,0,319.0,1231.0,60.0,0.0
2023-05-28,RevenueCenter_3,5,6,0,0,0.0,319.0,107.5,214.0
2023-05-29,RevenueCenter_3,5,0,0,0,545.0,0.0,347.0,126.0
2023-05-30,RevenueCenter_3,5,1,0,0,100.0,545.0,449.0,588.0
2023-05-31,RevenueCenter_3,5,2,0,0,409.5,100.0,355.0,425.0
2023-06-01,RevenueCenter_3,6,3,0,0,42.5,409.5,206.5,0.0
2023-06-02,RevenueCenter_3,6,4,1,0,869.0,42.5,1231.0,30.0
2023-06-03,RevenueCenter_3,6,5,1,0,0.0,869.0,319.0,564.5
2023-06-04,RevenueCenter_3,6,6,0,0,0.0,0.0,0.0,192.0
2023-06-05,RevenueCenter_3,6,0,0,0,205.0,0.0,545.0,108.0
2023-06-06,RevenueCenter_3,6,1,0,0,0.0,205.0,100.0,242.0
2023-06-07,RevenueCenter_3,6,2,0,0,587.0,0.0,409.5,174.25
2023-06-08,RevenueCenter_3,6,3,0,0,1059.0,587.0,42.5,0.0
2023-06-09,RevenueCenter_3,6,4,1,0,692.0,1059.0,869.0,652.0
2023-06-10,RevenueCenter_3,6,5,1,0,105.0,692.0,0.0,385.0
2023-06-11,RevenueCenter_3,6,6,0,0,0.0,105.0,0.0,1337.0
2023-06-12,RevenueCenter_3,6,0,0,0,215.0,0.0,205.0,75.0
2023-06-13,RevenueCenter_3,6,1,0,0,248.0,215.0,0.0,895.2
2023-06-14,RevenueCenter_3,6,2,0,0,0.0,248.0,587.0,639.8
2023-06-15,RevenueCenter_3,6,3,0,0,370.0,0.0,1059.0,701.0
2023-06-16,RevenueCenter_3,6,4,1,0,410.0,370.0,692.0,265.0
2023-06-17,RevenueCenter_3,6,5,1,0,0.0,410.0,105.0,0.0
2023-06-18,RevenueCenter_3,6,6,0,0,0.0,0.0,0.0,787.0
2023-06-19,RevenueCenter_3,6,0,0,0,535.0,0.0,215.0,60.0
2023-06-20,RevenueCenter_3,6,1,0,1,0.0,535.0,248.0,107.5
2023-06-21,RevenueCenter_3,6,2,0,0,755.0,0.0,0.0,347.0
2023-06-22,RevenueCenter_3,6,3,0,0,0.0,755.0,370.0,449.0
2023-06-23,RevenueCenter_3,6,4,1,0,950.0,0.0,410.0,355.0
2023-06-24,RevenueCenter_3,6,5,1,0,80.0,950.0,0.0,206.5
2023-06-25,RevenueCenter_3,6,6,0,0,132.75,80.0,0.0,1231.0
2023-06-26,RevenueCenter_3,6,0,0,0,845.0,132.75,535.0,319.0
2023-06-27,RevenueCenter_3,6,1,0,0,229.0,845.0,0.0,0.0
2023-06-28,RevenueCenter_3,6,2,0,1,75.0,229.0,755.0,545.0
2023-06-29,RevenueCenter_3,6,3,0,1,0.0,75.0,0.0,100.0
2023-06-30,RevenueCenter_3,6,4,1,1,0.0,0.0,950.0,409.5
2023-07-01,RevenueCenter_3,7,5,1,0,0.0,0.0,80.0,42.5
2023-07-02,RevenueCenter_3,7,6,0,0,432.0,0.0,132.75,869.0
2023-07-03,RevenueCenter_3,7,0,0,0,150.0,432.0,845.0,0.0
2023-07-04,RevenueCenter_3,7,1,0,0,402.0,150.0,229.0,0.0
2023-07-05,RevenueCenter_3,7,2,0,0,188.0,402.0,75.0,205.0
2023-07-06,RevenueCenter_3,7,3,0,0,501.0,188.0,0.0,0.0
2023-07-07,RevenueCenter_3,7,4,1,0,170.0,501.0,0.0,587.0
2023-07-08,RevenueCenter_3,7,5,1,0,10.0,170.0,0.0,1059.0
2023-07-09,RevenueCenter_3,7,6,0,0,0.0,10.0,432.0,692.0
2023-07-10,RevenueCenter_3,7,0,0,0,523.0,0.0,150.0,105.0
2023-07-11,RevenueCenter_3,7,1,0,0,334.5,523.0,402.0,0.0
2023-07-12,RevenueCenter_3,7,2,0,0,30.0,334.5,188.0,215.0
2023-07-13,RevenueCenter_3,7,3,0,0,0.0,30.0,501.0,248.0
2023-07-14,RevenueCenter_3,7,4,1,0,1077.5,0.0,170.0,0.0
2023-07-15,RevenueCenter_3,7,5,1,0,108.0,1077.5,10.0,370.0
2023-07-16,RevenueCenter_3,7,6,0,0,0.0,108.0,0.0,410.0
2023-07-17,RevenueCenter_3,7,0,0,0,125.0,0.0,523.0,0.0
2023-07-18,RevenueCenter_3,7,1,0,0,265.0,125.0,334.5,0.0
2023-07-19,RevenueCenter_3,7,2,0,0,21.5,265.0,30.0,535.0
2023-07-20,RevenueCenter_3,7,3,0,0,175.0,21.5,0.0,0.0
2023-07-21,RevenueCenter_3,7,4,1,0,0.0,175.0,1077.5,755.0
2023-07-22,RevenueCenter_3,7,5,1,0,397.0,0.0,108.0,0.0
2023-07-23,RevenueCenter_3,7,6,0,0,196.5,397.0,0.0,950.0
2023-07-24,RevenueCenter_3,7,0,0,0,316.5,196.5,125.0,80.0
2023-07-25,RevenueCenter_3,7,1,0,0,309.5,316.5,265.0,132.75
2023-07-26,RevenueCenter_3,7,2,0,0,64.5,309.5,21.5,845.0
2023-07-27,RevenueCenter_3,7,3,0,0,409.0,64.5,175.0,229.0
2023-07-28,RevenueCenter_3,7,4,1,0,1020.5,409.0,0.0,75.0
2023-07-29,RevenueCenter_3,7,5,1,0,83.0,1020.5,397.0,0.0
2023-07-30,RevenueCenter_3,7,6,0,0,140.0,83.0,196.5,0.0
2023-07-31,RevenueCenter_3,7,0,0,0,260.0,140.0,316.5,0.0
2023-08-01,RevenueCenter_3,8,1,0,0,886.5,260.0,309.5,432.0
2023-08-02,RevenueCenter_3,8,2,0,0,519.0,886.5,64.5,150.0
2023-08-03,RevenueCenter_3,8,3,0,0,86.25,519.0,409.0,402.0
2023-08-04,RevenueCenter_3,8,4,1,0,259.5,86.25,1020.5,188.0
2023-08-05,RevenueCenter_3,8,5,1,0,0.0,259.5,83.0,501.0
2023-08-06,RevenueCenter_3,8,6,0,0,176.0,0.0,140.0,170.0
2023-08-07,RevenueCenter_3,8,0,0,0,829.5,176.0,260.0,10.0
2023-08-08,RevenueCenter_3,8,1,0,0,716.0,829.5,886.5,0.0
2023-08-09,RevenueCenter_3,8,2,0,0,674.0,716.0,519.0,523.0
2023-08-10,RevenueCenter_3,8,3,0,0,290.0,674.0,86.25,334.5
2023-08-11,RevenueCenter_3,8,4,1,0,496.0,290.0,259.5,30.0
2023-08-12,RevenueCenter_3,8,5,1,0,255.5,496.0,0.0,0.0
2023-08-13,RevenueCenter_3,8,6,0,0,0.0,255.5,176.0,1077.5
2023-08-14,RevenueCenter_3,8,0,0,0,673.5,0.0,829.5,108.0
2023-08-15,RevenueCenter_3,8,1,0,0,100.0,673.5,716.0,0.0
2023-08-16,RevenueCenter_3,8,2,0,0,340.0,100.0,674.0,125.0
2023-08-17,RevenueCenter_3,8,3,0,0,318.0,340.0,290.0,265.0
2023-08-18,RevenueCenter_3,8,4,1,0,1072.0,318.0,496.0,21.5
2023-08-19,RevenueCenter_3,8,5,1,0,879.0,1072.0,255.5,175.0
2023-08-20,RevenueCenter_3,8,6,0,0,567.0,879.0,0.0,0.0
2023-08-21,RevenueCenter_3,8,0,0,0,1048.5,567.0,673.5,397.0
2023-08-22,RevenueCenter_3,8,1,0,0,287.5,1048.5,100.0,196.5
2023-08-23,RevenueCenter_3,8,2,0,0,43.0,287.5,340.0,316.5
2023-08-24,RevenueCenter_3,8,3,0,0,300.0,43.0,318.0,309.5
2023-08-25,RevenueCenter_3,8,4,1,0,345.0,300.0,1072.0,64.5
2023-08-26,RevenueCenter_3,8,5,1,0,330.0,345.0,879.0,409.0
2023-08-27,RevenueCenter_3,8,6,0,0,0.0,330.0,567.0,1020.5
2023-08-28,RevenueCenter_3,8,0,0,0,188.0,0.0,1048.5,83.0
2023-08-29,RevenueCenter_3,8,1,0,0,932.0,188.0,287.5,140.0
2023-08-30,RevenueCenter_3,8,2,0,0,524.5,932.0,43.0,260.0
2023-08-31,RevenueCenter_3,8,3,0,0,398.5,524.5,300.0,886.5
2023-09-01,RevenueCenter_3,9,4,1,0,466.0,398.5,345.0,519.0
2023-09-02,RevenueCenter_3,9,5,1,0,694.75,466.0,330.0,86.25
2023-09-03,RevenueCenter_3,9,6,0,0,0.0,694.75,0.0,259.5
2023-09-04,RevenueCenter_3,9,0,0,0,245.0,0.0,188.0,0.0
2023-09-05,RevenueCenter_3,9,1,0,0,40.0,245.0,932.0,176.0
2023-09-06,RevenueCenter_3,9,2,0,0,272.5,40.0,524.5,829.5
2023-09-07,RevenueCenter_3,9,3,0,0,475.5,272.5,398.5,716.0
2023-09-08,RevenueCenter_3,9,4,1,0,573.0,475.5,466.0,674.0
2023-09-09,RevenueCenter_3,9,5,1,0,0.0,573.0,694.75,290.0
2023-09-10,RevenueCenter_3,9,6,0,0,289.0,0.0,0.0,496.0
2023-09-11,RevenueCenter_3,9,0,0,0,100.0,289.0,245.0,255.5
2023-09-12,RevenueCenter_3,9,1,0,0,391.5,100.0,40.0,0.0
2023-09-13,RevenueCenter_3,9,2,0,0,614.0,391.5,272.5,673.5
2023-09-14,RevenueCenter_3,9,3,0,0,718.5,614.0,475.5,100.0
2023-09-15,RevenueCenter_3,9,4,1,0,251.0,718.5,573.0,340.0
2023-09-16,RevenueCenter_3,9,5,1,0,192.0,251.0,0.0,318.0
2023-09-17,RevenueCenter_3,9,6,0,0,0.0,192.0,289.0,1072.0
2023-09-18,RevenueCenter_3,9,0,0,0,98.0,0.0,100.0,879.0
2023-09-19,RevenueCenter_3,9,1,0,0,375.5,98.0,391.5,567.0
2023-09-20,RevenueCenter_3,9,2,0,0,685.5,375.5,614.0,1048.5
2023-09-21,RevenueCenter_3,9,3,0,0,470.0,685.5,718.5,287.5
2023-09-22,RevenueCenter_3,9,4,1,0,645.0,470.0,251.0,43.0
2023-09-23,RevenueCenter_3,9,5,1,0,452.0,645.0,192.0,300.0
2023-09-24,RevenueCenter_3,9,6,0,0,229.5,452.0,0.0,345.0
2023-09-25,RevenueCenter_3,9,0,0,0,0.0,229.5,98.0,330.0
2023-09-26,RevenueCenter_3,9,1,0,0,36.0,0.0,375.5,0.0
2023-09-27,RevenueCenter_3,9,2,0,0,238.0,36.0,685.5,188.0
2023-09-28,RevenueCenter_3,9,3,0,0,541.5,238.0,470.0,932.0
2023-09-29,RevenueCenter_3,9,4,1,0,653.0,541.5,645.0,524.5
2023-09-30,RevenueCenter_3,9,5,1,0,310.5,653.0,452.0,398.5
2023-10-01,RevenueCenter_3,10,6,0,0,49.0,310.5,229.5,466.0
2023-10-02,RevenueCenter_3,10,0,0,0,96.0,49.0,0.0,694.75
2023-10-03,RevenueCenter_3,10,1,0,0,411.0,96.0,36.0,0.0
2023-10-04,RevenueCenter_3,10,2,0,0,276.5,411.0,238.0,245.0
2023-10-05,RevenueCenter_3,10,3,0,0,50.0,276.5,541.5,40.0
2023-10-06,RevenueCenter_3,10,4,1,0,123.5,50.0,653.0,272.5
2023-10-07,RevenueCenter_3,10,5,1,0,461.0,123.5,310.5,475.5
2023-10-08,RevenueCenter_3,10,6,0,0,0.0,461.0,49.0,573.0
2023-10-09,RevenueCenter_3,10,0,0,0,202.0,0.0,96.0,0.0
2023-10-10,RevenueCenter_3,10,1,0,0,467.5,202.0,411.0,289.0
2023-10-11,RevenueCenter_3,10,2,0,0,969.5,467.5,276.5,100.0
2023-10-12,RevenueCenter_3,10,3,0,0,0.0,969.5,50.0,391.5
2023-10-13,RevenueCenter_3,10,4,1,0,476.0,0.0,123.5,614.0
2023-10-14,RevenueCenter_3,10,5,1,0,108.0,476.0,461.0,718.5
2023-10-15,RevenueCenter_3,10,6,0,0,0.0,108.0,0.0,251.0
2023-10-16,RevenueCenter_3,10,0,0,0,385.5,0.0,202.0,192.0
2023-10-17,RevenueCenter_3,10,1,0,0,835.0,385.5,467.5,0.0
2023-10-18,RevenueCenter_3,10,2,0,0,334.0,835.0,969.5,98.0
2023-10-19,RevenueCenter_3,10,3,0,0,96.0,334.0,0.0,375.5
2023-10-20,RevenueCenter_3,10,4,1,0,835.0,96.0,476.0,685.5
2023-10-21,RevenueCenter_3,10,5,1,0,0.0,835.0,108.0,470.0
2023-10-22,RevenueCenter_3,10,6,0,0,40.0,0.0,0.0,645.0
2023-10-23,RevenueCenter_3,10,0,0,0,155.0,40.0,385.5,452.0
2023-10-24,RevenueCenter_3,10,1,0,0,551.0,155.0,835.0,229.5
2023-10-25,RevenueCenter_3,10,2,0,0,487.0,551.0,334.0,0.0
2023-10-26,RevenueCenter_3,10,3,0,0,200.5,487.0,96.0,36.0
2023-10-27,RevenueCenter_3,10,4,1,0,1561.0,200.5,835.0,238.0
2023-10-28,RevenueCenter_3,10,5,1,0,129.0,1561.0,0.0,541.5
2023-10-29,RevenueCenter_3,10,6,0,0,129.5,129.0,40.0,653.0
2023-10-30,RevenueCenter_3,10,0,0,0,141.0,129.5,155.0,310.5
2023-10-31,RevenueCenter_3,10,1,0,0,676.0,141.0,551.0,49.0
2023-11-01,RevenueCenter_3,11,2,0,0,586.5,676.0,487.0,96.0
2023-11-02,RevenueCenter_3,11,3,0,0,710.0,586.5,200.5,411.0
2023-11-03,RevenueCenter_3,11,4,1,0,432.0,710.0,1561.0,276.5
2023-11-04,RevenueCenter_3,11,5,1,0,183.5,432.0,129.0,50.0
2023-11-05,RevenueCenter_3,11,6,0,0,45.0,183.5,129.5,123.5
2023-11-06,RevenueCenter_3,11,0,0,0,199.0,45.0,141.0,461.0
2023-11-07,RevenueCenter_3,11,1,0,0,727.0,199.0,676.0,0.0
2023-11-08,RevenueCenter_3,11,2,0,0,226.0,727.0,586.5,202.0
2023-11-09,RevenueCenter_3,11,3,0,0,513.5,226.0,710.0,467.5
2023-11-10,RevenueCenter_3,11,4,1,0,514.0,513.5,432.0,969.5
2023-11-11,RevenueCenter_3,11,5,1,0,583.0,514.0,183.5,0.0
2023-11-12,RevenueCenter_3,11,6,0,0,615.0,583.0,45.0,476.0
2023-11-13,RevenueCenter_3,11,0,0,0,52.0,615.0,199.0,108.0
2023-11-14,RevenueCenter_3,11,1,0,0,75.0,52.0,727.0,0.0
2023-11-15,RevenueCenter_3,11,2,0,0,677.5,75.0,226.0,385.5
2023-11-16,RevenueCenter_3,11,3,0,0,1759.0,677.5,513.5,835.0
2023-11-17,RevenueCenter_3,11,4,1,0,505.0,1759.0,514.0,334.0
2023-11-18,RevenueCenter_3,11,5,1,0,80.0,505.0,583.0,96.0
2023-11-19,RevenueCenter_3,11,6,0,0,0.0,80.0,615.0,835.0
2023-11-20,RevenueCenter_3,11,0,0,0,27.5,0.0,52.0,0.0
2023-11-21,RevenueCenter_3,11,1,0,0,27.5,27.5,75.0,40.0
2023-11-22,RevenueCenter_3,11,2,0,0,195.0,27.5,677.5,155.0
2023-11-23,RevenueCenter_3,11,3,0,0,0.0,195.0,1759.0,551.0
2023-11-24,RevenueCenter_3,11,4,1,0,889.0,0.0,505.0,487.0
2023-11-25,RevenueCenter_3,11,5,1,0,0.0,889.0,80.0,200.5
2023-11-26,RevenueCenter_3,11,6,0,0,0.0,0.0,0.0,1561.0
2023-11-27,RevenueCenter_3,11,0,0,0,721.5,0.0,27.5,129.0
2023-11-28,RevenueCenter_3,11,1,0,0,227.5,721.5,27.5,129.5
2023-11-29,RevenueCenter_3,11,2,0,0,238.0,227.5,195.0,141.0
2023-11-30,RevenueCenter_3,11,3,0,0,415.0,238.0,0.0,676.0
2023-12-01,RevenueCenter_3,12,4,1,0,499.0,415.0,889.0,586.5
2023-12-02,RevenueCenter_3,12,5,1,1,342.0,499.0,0.0,710.0
2023-12-03,RevenueCenter_3,12,6,0,1,172.0,342.0,0.0,432.0
2023-12-04,RevenueCenter_3,12,0,0,0,1030.0,172.0,721.5,183.5
2023-12-05,RevenueCenter_3,12,1,0,0,497.0,1030.0,227.5,45.0
2023-12-06,RevenueCenter_3,12,2,0,0,366.0,497.0,238.0,199.0
2023-12-07,RevenueCenter_3,12,3,0,0,224.0,366.0,415.0,727.0
2023-12-08,RevenueCenter_3,12,4,1,0,741.5,224.0,499.0,226.0
2023-12-09,RevenueCenter_3,12,5,1,0,357.0,741.5,342.0,513.5
2023-12-10,RevenueCenter_3,12,6,0,0,86.0,357.0,172.0,514.0
2023-12-11,RevenueCenter_3,12,0,0,0,0.0,86.0,1030.0,583.0
2023-12-12,RevenueCenter_3,12,1,0,0,165.5,0.0,497.0,615.0
2023-12-13,RevenueCenter_3,12,2,0,0,130.0,165.5,366.0,52.0
2023-12-14,RevenueCenter_3,12,3,0,0,495.0,130.0,224.0,75.0
2023-12-15,RevenueCenter_3,12,4,1,0,201.0,495.0,741.5,677.5
2023-12-16,RevenueCenter_3,12,5,1,0,0.0,201.0,357.0,1759.0
2023-12-17,RevenueCenter_3,12,6,0,0,0.0,0.0,86.0,505.0
2023-12-18,RevenueCenter_3,12,0,0,0,473.5,0.0,0.0,80.0
2023-12-19,RevenueCenter_3,12,1,0,0,0.0,473.5,165.5,0.0
2023-12-20,RevenueCenter_3,12,2,0,0,247.5,0.0,130.0,27.5
2023-12-21,RevenueCenter_3,12,3,0,0,531.5,247.5,495.0,27.5
2023-12-22,RevenueCenter_3,12,4,1,0,335.0,531.5,201.0,195.0
2023-12-23,RevenueCenter_3,12,5,1,0,0.0,335.0,0.0,0.0
2023-12-24,RevenueCenter_3,12,6,0,0,280.0,0.0,0.0,889.0
2023-12-25,RevenueCenter_3,12,0,0,0,1215.0,280.0,473.5,0.0
2023-12-26,RevenueCenter_3,12,1,0,0,165.0,1215.0,0.0,0.0
2023-12-27,RevenueCenter_3,12,2,0,0,501.0,165.0,247.5,721.5
2023-12-28,RevenueCenter_3,12,3,0,0,233.0,501.0,531.5,227.5
2023-12-29,RevenueCenter_3,12,4,1,0,0.0,233.0,335.0,238.0
2023-12-30,RevenueCenter_3,12,5,1,0,317.0,0.0,0.0,415.0
2023-12-31,RevenueCenter_3,12,6,0,1,0.0,317.0,280.0,499.0
2024-01-01,RevenueCenter_3,1,0,0,1,448.0,0.0,1215.0,342.0
2024-01-02,RevenueCenter_3,1,1,0,0,1000.0,448.0,165.0,172.0
2024-01-03,RevenueCenter_3,1,2,0,0,0.0,1000.0,501.0,1030.0
2024-01-04,RevenueCenter_3,1,3,0,0,96.0,0.0,233.0,497.0
2024-01-05,RevenueCenter_3,1,4,1,0,994.0,96.0,0.0,366.0
2024-01-06,RevenueCenter_3,1,5,1,0,276.0,994.0,317.0,224.0
2024-01-07,RevenueCenter_3,1,6,0,0,1852.0,276.0,0.0,741.5
2024-01-08,RevenueCenter_3,1,0,0,0,591.0,1852.0,448.0,357.0
2024-01-09,RevenueCenter_3,1,1,0,0,160.0,591.0,1000.0,86.0
2024-01-10,RevenueCenter_3,1,2,0,0,1078.0,160.0,0.0,0.0
2024-01-11,RevenueCenter_3,1,3,0,0,400.0,1078.0,96.0,165.5
2024-01-12,RevenueCenter_3,1,4,1,0,96.0,400.0,994.0,130.0
2024-01-13,RevenueCenter_3,1,5,1,0,628.0,96.0,276.0,495.0
2024-01-14,RevenueCenter_3,1,6,0,0,0.0,628.0,1852.0,201.0
2024-01-15,RevenueCenter_3,1,0,0,0,445.0,0.0,591.0,0.0
2024-01-16,RevenueCenter_3,1,1,0,0,890.0,445.0,160.0,0.0
2024-01-17,RevenueCenter_3,1,2,0,0,651.0,890.0,1078.0,473.5
2024-01-18,RevenueCenter_3,1,3,0,0,657.0,651.0,400.0,0.0
2024-01-19,RevenueCenter_3,1,4,1,0,1360.0,657.0,96.0,247.5
2024-01-20,RevenueCenter_3,1,5,1,0,0.0,1360.0,628.0,531.5
2024-01-21,RevenueCenter_3,1,6,0,0,240.0,0.0,0.0,335.0
2024-01-22,RevenueCenter_3,1,0,0,0,40.0,240.0,445.0,0.0
2024-01-23,RevenueCenter_3,1,1,0,0,1238.0,40.0,890.0,280.0
2024-01-24,RevenueCenter_3,1,2,0,0,374.0,1238.0,651.0,1215.0
2024-01-25,RevenueCenter_3,1,3,0,0,0.0,374.0,657.0,165.0
2024-01-26,RevenueCenter_3,1,4,1,0,1000.0,0.0,1360.0,501.0
2024-01-27,RevenueCenter_3,1,5,1,0,194.0,1000.0,0.0,233.0
2024-01-28,RevenueCenter_3,1,6,0,0,0.0,194.0,240.0,0.0
2024-01-29,RevenueCenter_3,1,0,0,0,40.0,0.0,40.0,317.0
2024-01-30,RevenueCenter_3,1,1,0,0,282.0,40.0,1238.0,0.0
2024-01-31,RevenueCenter_3,1,2,0,0,688.0,282.0,374.0,448.0
