Date,RevenueCenterName,Month,DayOfWeek,IsWeekend,IsHoliday,Dinner,Dinner_lag_1d,Dinner_lag_1w,Dinner_lag_1m
2023-03-09,RevenueCenter_3,3,3,0,0,8217.9,7161.8,12284.6,14344.0
2023-03-10,RevenueCenter_3,3,4,1,0,6507.8,8217.9,11900.9,10748.0
2023-03-11,RevenueCenter_3,3,5,1,0,6813.6,6507.8,8172.2,11124.85
2023-03-12,RevenueCenter_3,3,6,0,0,13621.0,6813.6,11364.6,9120.35
2023-03-13,RevenueCenter_3,3,0,0,0,10447.95,13621.0,10306.15,8513.45
2023-03-14,RevenueCenter_3,3,1,0,0,13476.15,10447.95,12351.4,7517.85
2023-03-15,RevenueCenter_3,3,2,0,0,14442.9,13476.15,7161.8,7458.25
2023-03-16,RevenueCenter_3,3,3,0,0,13983.1,14442.9,8217.9,9437.5
2023-03-17,RevenueCenter_3,3,4,1,0,12903.1,13983.1,6507.8,10877.45
2023-03-18,RevenueCenter_3,3,5,1,0,11557.5,12903.1,6813.6,11871.0
2023-03-19,RevenueCenter_3,3,6,0,0,9148.6,11557.5,13621.0,17790.45
2023-03-20,RevenueCenter_3,3,0,0,0,8455.95,9148.6,10447.95,9475.45
2023-03-21,RevenueCenter_3,3,1,0,0,8020.55,8455.95,13476.15,11197.5
2023-03-22,RevenueCenter_3,3,2,0,0,5713.65,8020.55,14442.9,12545.2
2023-03-23,RevenueCenter_3,3,3,0,1,9503.0,5713.65,13983.1,17937.3
2023-03-24,RevenueCenter_3,3,4,1,0,7320.0,9503.0,12903.1,15100.7
2023-03-25,RevenueCenter_3,3,5,1,0,5839.0,7320.0,11557.5,15985.4
2023-03-26,RevenueCenter_3,3,6,0,0,3396.0,5839.0,9148.6,16917.25
2023-03-27,RevenueCenter_3,3,0,0,0,4194.0,3396.0,8455.95,13359.4
2023-03-28,RevenueCenter_3,3,1,0,0,4052.0,4194.0,8020.55,8232.0
2023-03-29,RevenueCenter_3,3,2,0,0,4488.8,4052.0,5713.65,9634.5
2023-03-30,RevenueCenter_3,3,3,0,0,3904.7,4488.8,9503.0,7039.2
2023-03-31,RevenueCenter_3,3,4,1,0,4203.6,3904.7,7320.0,11212.3
2023-04-01,RevenueCenter_3,4,5,1,0,6594.6,4203.6,5839.0,12284.6
2023-04-02,RevenueCenter_3,4,6,0,0,3661.6,6594.6,3396.0,11900.9
2023-04-03,RevenueCenter_3,4,0,0,0,7091.2,3661.6,4194.0,8172.2
2023-04-04,RevenueCenter_3,4,1,0,0,3268.5,7091.2,4052.0,11364.6
2023-04-05,RevenueCenter_3,4,2,0,0,3796.0,3268.5,4488.8,10306.15
2023-04-06,RevenueCenter_3,4,3,0,0,6357.25,3796.0,3904.7,12351.4
2023-04-07,RevenueCenter_3,4,4,1,0,5830.0,6357.25,4203.6,7161.8
2023-04-08,RevenueCenter_3,4,5,1,0,5603.25,5830.0,6594.6,8217.9
2023-04-09,RevenueCenter_3,4,6,0,0,7051.0,5603.25,3661.6,6507.8
2023-04-10,RevenueCenter_3,4,0,0,0,3938.0,7051.0,7091.2,6813.6
2023-04-11,RevenueCenter_3,4,1,0,0,2882.5,3938.0,3268.5,13621.0
2023-04-12,RevenueCenter_3,4,2,0,0,6040.0,2882.5,3796.0,10447.95
2023-04-13,RevenueCenter_3,4,3,0,0,3937.5,6040.0,6357.25,13476.15
2023-04-14,RevenueCenter_3,4,4,1,0,5588.0,3937.5,5830.0,14442.9
2023-04-15,RevenueCenter_3,4,5,1,0,3390.0,5588.0,5603.25,13983.1
2023-04-16,RevenueCenter_3,4,6,0,0,3232.0,3390.0,7051.0,12903.1
2023-04-17,RevenueCenter_3,4,0,0,0,5307.3,3232.0,3938.0,11557.5
2023-04-18,RevenueCenter_3,4,1,0,0,5515.25,5307.3,2882.5,9148.6
2023-04-19,RevenueCenter_3,4,2,0,0,6572.0,5515.25,6040.0,8455.95
2023-04-20,RevenueCenter_3,4,3,0,1,7882.5,6572.0,3937.5,8020.55
2023-04-21,RevenueCenter_3,4,4,1,1,5000.4,7882.5,5588.0,5713.65
2023-04-22,RevenueCenter_3,4,5,1,1,11460.2,5000.4,3390.0,9503.0
2023-04-23,RevenueCenter_3,4,6,0,1,4864.25,11460.2,3232.0,7320.0
2023-04-24,RevenueCenter_3,4,0,0,0,8882.4,4864.25,5307.3,5839.0
2023-04-25,RevenueCenter_3,4,1,0,0,5917.8,8882.4,5515.25,3396.0
2023-04-26,RevenueCenter_3,4,2,0,0,12199.9,5917.8,6572.0,4194.0
2023-04-27,RevenueCenter_3,4,3,0,0,12051.95,12199.9,7882.5,4052.0
2023-04-28,RevenueCenter_3,4,4,1,0,6785.65,12051.95,5000.4,4488.8
2023-04-29,RevenueCenter_3,4,5,1,0,7226.15,6785.65,11460.2,3904.7
2023-04-30,RevenueCenter_3,4,6,0,0,8114.8,7226.15,4864.25,4203.6
2023-05-01,RevenueCenter_3,5,0,0,0,9728.9,8114.8,8882.4,6594.6
2023-05-02,RevenueCenter_3,5,1,0,0,11612.25,9728.9,5917.8,3661.6
2023-05-03,RevenueCenter_3,5,2,0,0,8939.0,11612.25,12199.9,7091.2
2023-05-04,RevenueCenter_3,5,3,0,0,15721.7,8939.0,12051.95,3268.5
2023-05-05,RevenueCenter_3,5,4,1,0,11740.09,15721.7,6785.65,3796.0
2023-05-06,RevenueCenter_3,5,5,1,0,5682.7,11740.09,7226.15,6357.25
2023-05-07,RevenueCenter_3,5,6,0,0,11943.3,5682.7,8114.8,5830.0
2023-05-08,RevenueCenter_3,5,0,0,0,5575.3,11943.3,9728.9,5603.25
2023-05-09,RevenueCenter_3,5,1,0,0,13656.5,5575.3,11612.25,7051.0
2023-05-10,RevenueCenter_3,5,2,0,0,13639.15,13656.5,8939.0,3938.0
2023-05-11,RevenueCenter_3,5,3,0,0,11604.5,13639.15,15721.7,2882.5
2023-05-12,RevenueCenter_3,5,4,1,0,9345.9,11604.5,11740.09,6040.0
2023-05-13,RevenueCenter_3,5,5,1,0,8155.6,9345.9,5682.7,3937.5
2023-05-14,RevenueCenter_3,5,6,0,0,7485.55,8155.6,11943.3,5588.0
2023-05-15,RevenueCenter_3,5,0,0,0,8010.45,7485.55,5575.3,3390.0
2023-05-16,RevenueCenter_3,5,1,0,0,10605.9,8010.45,13656.5,3232.0
2023-05-17,RevenueCenter_3,5,2,0,0,12520.7,10605.9,13639.15,5307.3
2023-05-18,RevenueCenter_3,5,3,0,0,14779.3,12520.7,11604.5,5515.25
2023-05-19,RevenueCenter_3,5,4,1,0,7897.15,14779.3,9345.9,6572.0
2023-05-20,RevenueCenter_3,5,5,1,0,9793.35,7897.15,8155.6,7882.5
2023-05-21,RevenueCenter_3,5,6,0,0,9067.4,9793.35,7485.55,5000.4
2023-05-22,RevenueCenter_3,5,0,0,0,6965.2,9067.4,8010.45,11460.2
2023-05-23,RevenueCenter_3,5,1,0,0,10548.85,6965.2,10605.9,4864.25
2023-05-24,RevenueCenter_3,5,2,0,0,11244.1,10548.85,12520.7,8882.4
2023-05-25,RevenueCenter_3,5,3,0,0,9815.25,11244.1,14779.3,5917.8
2023-05-26,RevenueCenter_3,5,4,1,0,11196.65,9815.25,7897.15,12199.9
2023-05-27,RevenueCenter_3,5,5,1,0,7775.95,11196.65,9793.35,12051.95
2023-05-28,RevenueCenter_3,5,6,0,0,5709.25,7775.95,9067.4,6785.65
2023-05-29,RevenueCenter_3,5,0,0,0,5109.25,5709.25,6965.2,7226.15
2023-05-30,RevenueCenter_3,5,1,0,0,7851.4,5109.25,10548.85,8114.8
2023-05-31,RevenueCenter_3,5,2,0,0,11576.6,7851.4,11244.1,9728.9
2023-06-01,RevenueCenter_3,6,3,0,0,11265.4,11576.6,9815.25,11612.25
2023-06-02,RevenueCenter_3,6,4,1,0,15405.15,11265.4,11196.65,8939.0
2023-06-03,RevenueCenter_3,6,5,1,0,10215.7,15405.15,7775.95,15721.7
2023-06-04,RevenueCenter_3,6,6,0,0,5232.5,10215.7,5709.25,11740.09
2023-06-05,RevenueCenter_3,6,0,0,0,11805.4,5232.5,5109.25,5682.7
2023-06-06,RevenueCenter_3,6,1,0,0,10927.4,11805.4,7851.4,11943.3
2023-06-07,RevenueCenter_3,6,2,0,0,9163.4,10927.4,11576.6,5575.3
2023-06-08,RevenueCenter_3,6,3,0,0,13039.75,9163.4,11265.4,13656.5
2023-06-09,RevenueCenter_3,6,4,1,0,10851.7,13039.75,15405.15,13639.15
2023-06-10,RevenueCenter_3,6,5,1,0,17438.55,10851.7,10215.7,11604.5
2023-06-11,RevenueCenter_3,6,6,0,0,7061.6,17438.55,5232.5,9345.9
2023-06-12,RevenueCenter_3,6,0,0,0,9076.25,7061.6,11805.4,8155.6
2023-06-13,RevenueCenter_3,6,1,0,0,8673.7,9076.25,10927.4,7485.55
2023-06-14,RevenueCenter_3,6,2,0,0,11450.9,8673.7,9163.4,8010.45
2023-06-15,RevenueCenter_3,6,3,0,0,11975.4,11450.9,13039.75,10605.9
2023-06-16,RevenueCenter_3,6,4,1,0,7791.2,11975.4,10851.7,12520.7
2023-06-17,RevenueCenter_3,6,5,1,0,10303.65,7791.2,17438.55,14779.3
2023-06-18,RevenueCenter_3,6,6,0,0,11674.15,10303.65,7061.6,7897.15
2023-06-19,RevenueCenter_3,6,0,0,0,8558.45,11674.15,9076.25,9793.35
2023-06-20,RevenueCenter_3,6,1,0,1,13094.35,8558.45,8673.7,9067.4
2023-06-21,RevenueCenter_3,6,2,0,0,13466.9,13094.35,11450.9,6965.2
2023-06-22,RevenueCenter_3,6,3,0,0,11874.2,13466.9,11975.4,10548.85
2023-06-23,RevenueCenter_3,6,4,1,0,10466.4,11874.2,7791.2,11244.1
2023-06-24,RevenueCenter_3,6,5,1,0,9948.25,10466.4,10303.65,9815.25
2023-06-25,RevenueCenter_3,6,6,0,0,6145.75,9948.25,11674.15,11196.65
2023-06-26,RevenueCenter_3,6,0,0,0,6024.05,6145.75,8558.45,7775.95
2023-06-27,RevenueCenter_3,6,1,0,0,5940.55,6024.05,13094.35,5709.25
2023-06-28,RevenueCenter_3,6,2,0,1,6967.75,5940.55,13466.9,5109.25
2023-06-29,RevenueCenter_3,6,3,0,1,7331.65,6967.75,11874.2,7851.4
2023-06-30,RevenueCenter_3,6,4,1,1,8772.15,7331.65,10466.4,11576.6
2023-07-01,RevenueCenter_3,7,5,1,0,11297.1,8772.15,9948.25,11265.4
2023-07-02,RevenueCenter_3,7,6,0,0,10906.55,11297.1,6145.75,15405.15
2023-07-03,RevenueCenter_3,7,0,0,0,7230.3,10906.55,6024.05,10215.7
2023-07-04,RevenueCenter_3,7,1,0,0,12339.5,7230.3,5940.55,5232.5
2023-07-05,RevenueCenter_3,7,2,0,0,11234.2,12339.5,6967.75,11805.4
2023-07-06,RevenueCenter_3,7,3,0,0,10760.0,11234.2,7331.65,10927.4
2023-07-07,RevenueCenter_3,7,4,1,0,8907.95,10760.0,8772.15,9163.4
2023-07-08,RevenueCenter_3,7,5,1,0,7955.1,8907.95,11297.1,13039.75
2023-07-09,RevenueCenter_3,7,6,0,0,6213.95,7955.1,10906.55,10851.7
2023-07-10,RevenueCenter_3,7,0,0,0,6449.35,6213.95,7230.3,17438.55
2023-07-11,RevenueCenter_3,7,1,0,0,7883.3,6449.35,12339.5,7061.6
2023-07-12,RevenueCenter_3,7,2,0,0,9690.8,7883.3,11234.2,9076.25
2023-07-13,RevenueCenter_3,7,3,0,0,5898.3,9690.8,10760.0,8673.7
2023-07-14,RevenueCenter_3,7,4,1,0,11657.45,5898.3,8907.95,11450.9
2023-07-15,RevenueCenter_3,7,5,1,0,8461.5,11657.45,7955.1,11975.4
2023-07-16,RevenueCenter_3,7,6,0,0,4369.8,8461.5,6213.95,7791.2
2023-07-17,RevenueCenter_3,7,0,0,0,6705.35,4369.8,6449.35,10303.65
2023-07-18,RevenueCenter_3,7,1,0,0,6621.1,6705.35,7883.3,11674.15
2023-07-19,RevenueCenter_3,7,2,0,0,8094.9,6621.1,9690.8,8558.45
2023-07-20,RevenueCenter_3,7,3,0,0,10422.2,8094.9,5898.3,13094.35
2023-07-21,RevenueCenter_3,7,4,1,0,13108.35,10422.2,11657.45,13466.9
2023-07-22,RevenueCenter_3,7,5,1,0,10632.2,13108.35,8461.5,11874.2
2023-07-23,RevenueCenter_3,7,6,0,0,5825.8,10632.2,4369.8,10466.4
2023-07-24,RevenueCenter_3,7,0,0,0,5528.9,5825.8,6705.35,9948.25
2023-07-25,RevenueCenter_3,7,1,0,0,7320.55,5528.9,6621.1,6145.75
2023-07-26,RevenueCenter_3,7,2,0,0,8170.55,7320.55,8094.9,6024.05
2023-07-27,RevenueCenter_3,7,3,0,0,9426.4,8170.55,10422.2,5940.55
2023-07-28,RevenueCenter_3,7,4,1,0,7091.55,9426.4,13108.35,6967.75
2023-07-29,RevenueCenter_3,7,5,1,0,7366.45,7091.55,10632.2,7331.65
2023-07-30,RevenueCenter_3,7,6,0,0,3521.9,7366.45,5825.8,8772.15
2023-07-31,RevenueCenter_3,7,0,0,0,5428.3,3521.9,5528.9,11297.1
2023-08-01,RevenueCenter_3,8,1,0,0,6013.45,5428.3,7320.55,10906.55
2023-08-02,RevenueCenter_3,8,2,0,0,5926.0,6013.45,8170.55,7230.3
2023-08-03,RevenueCenter_3,8,3,0,0,6528.6,5926.0,9426.4,12339.5
2023-08-04,RevenueCenter_3,8,4,1,0,9559.5,6528.6,7091.55,11234.2
2023-08-05,RevenueCenter_3,8,5,1,0,10053.1,9559.5,7366.45,10760.0
2023-08-06,RevenueCenter_3,8,6,0,0,10512.95,10053.1,3521.9,8907.95
2023-08-07,RevenueCenter_3,8,0,0,0,7225.5,10512.95,5428.3,7955.1
2023-08-08,RevenueCenter_3,8,1,0,0,6894.9,7225.5,6013.45,6213.95
2023-08-09,RevenueCenter_3,8,2,0,0,7627.0,6894.9,5926.0,6449.35
2023-08-10,RevenueCenter_3,8,3,0,0,10023.2,7627.0,6528.6,7883.3
2023-08-11,RevenueCenter_3,8,4,1,0,11686.6,10023.2,9559.5,9690.8
2023-08-12,RevenueCenter_3,8,5,1,0,8172.1,11686.6,10053.1,5898.3
2023-08-13,RevenueCenter_3,8,6,0,0,6664.85,8172.1,10512.95,11657.45
2023-08-14,RevenueCenter_3,8,0,0,0,7321.7,6664.85,7225.5,8461.5
2023-08-15,RevenueCenter_3,8,1,0,0,7433.3,7321.7,6894.9,4369.8
2023-08-16,RevenueCenter_3,8,2,0,0,7344.5,7433.3,7627.0,6705.35
2023-08-17,RevenueCenter_3,8,3,0,0,7344.5,7344.5,10023.2,6621.1
2023-08-18,RevenueCenter_3,8,4,1,0,8825.4,7344.5,11686.6,8094.9
2023-08-19,RevenueCenter_3,8,5,1,0,11369.65,8825.4,8172.1,10422.2
2023-08-20,RevenueCenter_3,8,6,0,0,8134.5,11369.65,6664.85,13108.35
2023-08-21,RevenueCenter_3,8,0,0,0,6195.1,8134.5,7321.7,10632.2
2023-08-22,RevenueCenter_3,8,1,0,0,7798.4,6195.1,7433.3,5825.8
2023-08-23,RevenueCenter_3,8,2,0,0,6668.1,7798.4,7344.5,5528.9
2023-08-24,RevenueCenter_3,8,3,0,0,8746.3,6668.1,7344.5,7320.55
2023-08-25,RevenueCenter_3,8,4,1,0,13143.55,8746.3,8825.4,8170.55
2023-08-26,RevenueCenter_3,8,5,1,0,12203.4,13143.55,11369.65,9426.4
2023-08-27,RevenueCenter_3,8,6,0,0,9569.35,12203.4,8134.5,7091.55
2023-08-28,RevenueCenter_3,8,0,0,0,7359.1,9569.35,6195.1,7366.45
2023-08-29,RevenueCenter_3,8,1,0,0,7940.6,7359.1,7798.4,3521.9
2023-08-30,RevenueCenter_3,8,2,0,0,8172.9,7940.6,6668.1,5428.3
2023-08-31,RevenueCenter_3,8,3,0,0,9512.8,8172.9,8746.3,6013.45
2023-09-01,RevenueCenter_3,9,4,1,0,13055.0,9512.8,13143.55,5926.0
2023-09-02,RevenueCenter_3,9,5,1,0,13590.3,13055.0,12203.4,6528.6
2023-09-03,RevenueCenter_3,9,6,0,0,13028.75,13590.3,9569.35,9559.5
2023-09-04,RevenueCenter_3,9,0,0,0,9298.65,13028.75,7359.1,10053.1
2023-09-05,RevenueCenter_3,9,1,0,0,12137.55,9298.65,7940.6,10512.95
2023-09-06,RevenueCenter_3,9,2,0,0,10581.25,12137.55,8172.9,7225.5
2023-09-07,RevenueCenter_3,9,3,0,0,11700.35,10581.25,9512.8,6894.9
2023-09-08,RevenueCenter_3,9,4,1,0,12837.7,11700.35,13055.0,7627.0
2023-09-09,RevenueCenter_3,9,5,1,0,11560.6,12837.7,13590.3,10023.2
2023-09-10,RevenueCenter_3,9,6,0,0,5870.45,11560.6,13028.75,11686.6
2023-09-11,RevenueCenter_3,9,0,0,0,10434.4,5870.45,9298.65,8172.1
2023-09-12,RevenueCenter_3,9,1,0,0,13717.4,10434.4,12137.55,6664.85
2023-09-13,RevenueCenter_3,9,2,0,0,12509.2,13717.4,10581.25,7321.7
2023-09-14,RevenueCenter_3,9,3,0,0,11021.9,12509.2,11700.35,7433.3
2023-09-15,RevenueCenter_3,9,4,1,0,11164.65,11021.9,12837.7,7344.5
2023-09-16,RevenueCenter_3,9,5,1,0,11898.8,11164.65,11560.6,7344.5
2023-09-17,RevenueCenter_3,9,6,0,0,10818.7,11898.8,5870.45,8825.4
2023-09-18,RevenueCenter_3,9,0,0,0,6783.0,10818.7,10434.4,11369.65
2023-09-19,RevenueCenter_3,9,1,0,0,14386.35,6783.0,13717.4,8134.5
2023-09-20,RevenueCenter_3,9,2,0,0,16388.1,14386.35,12509.2,6195.1
2023-09-21,RevenueCenter_3,9,3,0,0,14299.0,16388.1,11021.9,7798.4
2023-09-22,RevenueCenter_3,9,4,1,0,16751.3,14299.0,11164.65,6668.1
2023-09-23,RevenueCenter_3,9,5,1,0,12341.95,16751.3,11898.8,8746.3
2023-09-24,RevenueCenter_3,9,6,0,0,11059.05,12341.95,10818.7,13143.55
2023-09-25,RevenueCenter_3,9,0,0,0,9235.8,11059.05,6783.0,12203.4
2023-09-26,RevenueCenter_3,9,1,0,0,10106.5,9235.8,14386.35,9569.35
2023-09-27,RevenueCenter_3,9,2,0,0,10004.7,10106.5,16388.1,7359.1
2023-09-28,RevenueCenter_3,9,3,0,0,13191.1,10004.7,14299.0,7940.6
2023-09-29,RevenueCenter_3,9,4,1,0,9453.8,13191.1,16751.3,8172.9
2023-09-30,RevenueCenter_3,9,5,1,0,12714.85,9453.8,12341.95,9512.8
2023-10-01,RevenueCenter_3,10,6,0,0,7142.0,12714.85,11059.05,13055.0
2023-10-02,RevenueCenter_3,10,0,0,0,9967.0,7142.0,9235.8,13590.3
2023-10-03,RevenueCenter_3,10,1,0,0,11804.55,9967.0,10106.5,13028.75
2023-10-04,RevenueCenter_3,10,2,0,0,14468.75,11804.55,10004.7,9298.65
2023-10-05,RevenueCenter_3,10,3,0,0,11976.0,14468.75,13191.1,12137.55
2023-10-06,RevenueCenter_3,10,4,1,0,13049.9,11976.0,9453.8,10581.25
2023-10-07,RevenueCenter_3,10,5,1,0,9974.65,13049.9,12714.85,11700.35
2023-10-08,RevenueCenter_3,10,6,0,0,14257.15,9974.65,7142.0,12837.7
2023-10-09,RevenueCenter_3,10,0,0,0,13736.6,14257.15,9967.0,11560.6
2023-10-10,RevenueCenter_3,10,1,0,0,13446.5,13736.6,11804.55,5870.45
2023-10-11,RevenueCenter_3,10,2,0,0,11785.1,13446.5,14468.75,10434.4
2023-10-12,RevenueCenter_3,10,3,0,0,8934.25,11785.1,11976.0,13717.4
2023-10-13,RevenueCenter_3,10,4,1,0,11077.8,8934.25,13049.9,12509.2
2023-10-14,RevenueCenter_3,10,5,1,0,9891.4,11077.8,9974.65,11021.9
2023-10-15,RevenueCenter_3,10,6,0,0,8355.9,9891.4,14257.15,11164.65
2023-10-16,RevenueCenter_3,10,0,0,0,10505.25,8355.9,13736.6,11898.8
2023-10-17,RevenueCenter_3,10,1,0,0,12375.4,10505.25,13446.5,10818.7
2023-10-18,RevenueCenter_3,10,2,0,0,9668.79,12375.4,11785.1,6783.0
2023-10-19,RevenueCenter_3,10,3,0,0,7131.5,9668.79,8934.25,14386.35
2023-10-20,RevenueCenter_3,10,4,1,0,10896.5,7131.5,11077.8,16388.1
2023-10-21,RevenueCenter_3,10,5,1,0,14267.45,10896.5,9891.4,14299.0
2023-10-22,RevenueCenter_3,10,6,0,0,7776.05,14267.45,8355.9,16751.3
2023-10-23,RevenueCenter_3,10,0,0,0,9002.9,7776.05,10505.25,12341.95
2023-10-24,RevenueCenter_3,10,1,0,0,12357.65,9002.9,12375.4,11059.05
2023-10-25,RevenueCenter_3,10,2,0,0,10301.25,12357.65,9668.79,9235.8
2023-10-26,RevenueCenter_3,10,3,0,0,9717.5,10301.25,7131.5,10106.5
2023-10-27,RevenueCenter_3,10,4,1,0,11905.6,9717.5,10896.5,10004.7
2023-10-28,RevenueCenter_3,10,5,1,0,14154.5,11905.6,14267.45,13191.1
2023-10-29,RevenueCenter_3,10,6,0,0,10880.9,14154.5,7776.05,9453.8
2023-10-30,RevenueCenter_3,10,0,0,0,5885.75,10880.9,9002.9,12714.85
2023-10-31,RevenueCenter_3,10,1,0,0,7592.25,5885.75,12357.65,7142.0
2023-11-01,RevenueCenter_3,11,2,0,0,9840.0,7592.25,10301.25,9967.0
2023-11-02,RevenueCenter_3,11,3,0,0,7069.35,9840.0,9717.5,11804.55
2023-11-03,RevenueCenter_3,11,4,1,0,14738.95,7069.35,11905.6,14468.75
2023-11-04,RevenueCenter_3,11,5,1,0,11991.8,14738.95,14154.5,11976.0
2023-11-05,RevenueCenter_3,11,6,0,0,10234.5,11991.8,10880.9,13049.9
2023-11-06,RevenueCenter_3,11,0,0,0,8424.05,10234.5,5885.75,9974.65
2023-11-07,RevenueCenter_3,11,1,0,0,11745.5,8424.05,7592.25,14257.15
2023-11-08,RevenueCenter_3,11,2,0,0,13929.3,11745.5,9840.0,13736.6
2023-11-09,RevenueCenter_3,11,3,0,0,12144.1,13929.3,7069.35,13446.5
2023-11-10,RevenueCenter_3,11,4,1,0,9664.3,12144.1,14738.95,11785.1
2023-11-11,RevenueCenter_3,11,5,1,0,12778.2,9664.3,11991.8,8934.25
2023-11-12,RevenueCenter_3,11,6,0,0,14581.3,12778.2,10234.5,11077.8
2023-11-13,RevenueCenter_3,11,0,0,0,11542.85,14581.3,8424.05,9891.4
2023-11-14,RevenueCenter_3,11,1,0,0,13881.0,11542.85,11745.5,8355.9
2023-11-15,RevenueCenter_3,11,2,0,0,11572.4,13881.0,13929.3,10505.25
2023-11-16,RevenueCenter_3,11,3,0,0,9661.0,11572.4,12144.1,12375.4
2023-11-17,RevenueCenter_3,11,4,1,0,10257.2,9661.0,9664.3,9668.79
2023-11-18,RevenueCenter_3,11,5,1,0,9934.2,10257.2,12778.2,7131.5
2023-11-19,RevenueCenter_3,11,6,0,0,6152.0,9934.2,14581.3,10896.5
2023-11-20,RevenueCenter_3,11,0,0,0,7511.8,6152.0,11542.85,14267.45
2023-11-21,RevenueCenter_3,11,1,0,0,8612.6,7511.8,13881.0,7776.05
2023-11-22,RevenueCenter_3,11,2,0,0,7982.0,8612.6,11572.4,9002.9
2023-11-23,RevenueCenter_3,11,3,0,0,8499.25,7982.0,9661.0,12357.65
2023-11-24,RevenueCenter_3,11,4,1,0,14420.6,8499.25,10257.2,10301.25
2023-11-25,RevenueCenter_3,11,5,1,0,12852.6,14420.6,9934.2,9717.5
2023-11-26,RevenueCenter_3,11,6,0,0,10755.0,12852.6,6152.0,11905.6
2023-11-27,RevenueCenter_3,11,0,0,0,11510.15,10755.0,7511.8,14154.5
2023-11-28,RevenueCenter_3,11,1,0,0,12994.4,11510.15,8612.6,10880.9
2023-11-29,RevenueCenter_3,11,2,0,0,19752.95,12994.4,7982.0,5885.75
2023-11-30,RevenueCenter_3,11,3,0,0,11788.0,19752.95,8499.25,7592.25
2023-12-01,RevenueCenter_3,12,4,1,0,16555.4,11788.0,14420.6,9840.0
2023-12-02,RevenueCenter_3,12,5,1,1,16863.0,16555.4,12852.6,7069.35
2023-12-03,RevenueCenter_3,12,6,0,1,11219.75,16863.0,10755.0,14738.95
2023-12-04,RevenueCenter_3,12,0,0,0,12426.0,11219.75,11510.15,11991.8
2023-12-05,RevenueCenter_3,12,1,0,0,11744.5,12426.0,12994.4,10234.5
2023-12-06,RevenueCenter_3,12,2,0,0,12644.05,11744.5,19752.95,8424.05
2023-12-07,RevenueCenter_3,12,3,0,0,12655.25,12644.05,11788.0,11745.5
2023-12-08,RevenueCenter_3,12,4,1,0,13054.65,12655.25,16555.4,13929.3
2023-12-09,RevenueCenter_3,12,5,1,0,17958.9,13054.65,16863.0,12144.1
2023-12-10,RevenueCenter_3,12,6,0,0,9379.55,17958.9,11219.75,9664.3
2023-12-11,RevenueCenter_3,12,0,0,0,7005.75,9379.55,12426.0,12778.2
2023-12-12,RevenueCenter_3,12,1,0,0,9604.6,7005.75,11744.5,14581.3
2023-12-13,RevenueCenter_3,12,2,0,0,9484.45,9604.6,12644.05,11542.85
2023-12-14,RevenueCenter_3,12,3,0,0,6936.05,9484.45,12655.25,13881.0
2023-12-15,RevenueCenter_3,12,4,1,0,6326.0,6936.05,13054.65,11572.4
2023-12-16,RevenueCenter_3,12,5,1,0,9630.1,6326.0,17958.9,9661.0
2023-12-17,RevenueCenter_3,12,6,0,0,9107.0,9630.1,9379.55,10257.2
2023-12-18,RevenueCenter_3,12,0,0,0,6673.15,9107.0,7005.75,9934.2
2023-12-19,RevenueCenter_3,12,1,0,0,7734.7,6673.15,9604.6,6152.0
2023-12-20,RevenueCenter_3,12,2,0,0,8401.0,7734.7,9484.45,7511.8
2023-12-21,RevenueCenter_3,12,3,0,0,11511.5,8401.0,6936.05,8612.6
2023-12-22,RevenueCenter_3,12,4,1,0,8626.25,11511.5,6326.0,7982.0
2023-12-23,RevenueCenter_3,12,5,1,0,11164.1,8626.25,9630.1,8499.25
2023-12-24,RevenueCenter_3,12,6,0,0,8520.5,11164.1,9107.0,14420.6
2023-12-25,RevenueCenter_3,12,0,0,0,7951.0,8520.5,6673.15,12852.6
2023-12-26,RevenueCenter_3,12,1,0,0,9507.4,7951.0,7734.7,10755.0
2023-12-27,RevenueCenter_3,12,2,0,0,8487.35,9507.4,8401.0,11510.15
2023-12-28,RevenueCenter_3,12,3,0,0,9656.4,8487.35,11511.5,12994.4
2023-12-29,RevenueCenter_3,12,4,1,0,10189.25,9656.4,8626.25,19752.95
2023-12-30,RevenueCenter_3,12,5,1,0,9305.75,10189.25,11164.1,11788.0
2023-12-31,RevenueCenter_3,12,6,0,1,8663.25,9305.75,8520.5,16555.4
2024-01-01,RevenueCenter_3,1,0,0,1,17560.8,8663.25,7951.0,16863.0
2024-01-02,RevenueCenter_3,1,1,0,0,17805.8,17560.8,9507.4,11219.75
2024-01-03,RevenueCenter_3,1,2,0,0,11529.2,17805.8,8487.35,12426.0
2024-01-04,RevenueCenter_3,1,3,0,0,11114.3,11529.2,9656.4,11744.5
2024-01-05,RevenueCenter_3,1,4,1,0,10353.6,11114.3,10189.25,12644.05
2024-01-06,RevenueCenter_3,1,5,1,0,19631.8,10353.6,9305.75,12655.25
2024-01-07,RevenueCenter_3,1,6,0,0,17426.6,19631.8,8663.25,13054.65
2024-01-08,RevenueCenter_3,1,0,0,0,14684.6,17426.6,17560.8,17958.9
2024-01-09,RevenueCenter_3,1,1,0,0,18836.7,14684.6,17805.8,9379.55
2024-01-10,RevenueCenter_3,1,2,0,0,13922.4,18836.7,11529.2,7005.75
2024-01-11,RevenueCenter_3,1,3,0,0,21281.3,13922.4,11114.3,9604.6
