Date,RevenueCenterName,Month,DayOfWeek,IsWeekend,IsHoliday,Dinner,Dinner_lag_1d,Dinner_lag_1w,Dinner_lag_1m
2023-09-02,RevenueCenter_5,9,5,1,0,2639.0,14802.44,3335.0,1315.0
2023-09-03,RevenueCenter_5,9,6,0,0,4851.5,2639.0,3290.0,19085.48
2023-09-04,RevenueCenter_5,9,0,0,0,2215.0,4851.5,1186.0,1785.0
2023-09-05,RevenueCenter_5,9,1,0,0,3105.0,2215.0,1765.0,1205.0
2023-09-06,RevenueCenter_5,9,2,0,0,1935.0,3105.0,2473.5,2618.0
2023-09-07,RevenueCenter_5,9,3,0,0,1160.0,1935.0,1062.0,1110.0
2023-09-08,RevenueCenter_5,9,4,1,0,13530.82,1160.0,14802.44,4090.0
2023-09-09,RevenueCenter_5,9,5,1,0,2492.2,13530.82,2639.0,1148.5
2023-09-10,RevenueCenter_5,9,6,0,0,2614.5,2492.2,4851.5,13087.84
2023-09-11,RevenueCenter_5,9,0,0,0,4393.0,2614.5,2215.0,1750.0
2023-09-12,RevenueCenter_5,9,1,0,0,3481.5,4393.0,3105.0,1141.0
2023-09-13,RevenueCenter_5,9,2,0,0,1926.0,3481.5,1935.0,2137.0
2023-09-14,RevenueCenter_5,9,3,0,0,2816.0,1926.0,1160.0,1946.0
2023-09-15,RevenueCenter_5,9,4,1,0,11939.96,2816.0,13530.82,2838.0
2023-09-16,RevenueCenter_5,9,5,1,0,2075.0,11939.96,2492.2,2158.0
2023-09-17,RevenueCenter_5,9,6,0,0,2157.0,2075.0,2614.5,17205.0
2023-09-18,RevenueCenter_5,9,0,0,0,2938.0,2157.0,4393.0,1955.0
2023-09-19,RevenueCenter_5,9,1,0,0,3107.0,2938.0,3481.5,2345.0
2023-09-20,RevenueCenter_5,9,2,0,0,3107.0,3107.0,1926.0,645.0
2023-09-21,RevenueCenter_5,9,3,0,0,2150.0,3107.0,2816.0,1844.0
2023-09-22,RevenueCenter_5,9,4,1,0,9465.48,2150.0,11939.96,5314.5
2023-09-23,RevenueCenter_5,9,5,1,0,951.0,9465.48,2075.0,1405.0
2023-09-24,RevenueCenter_5,9,6,0,0,940.0,951.0,2157.0,19946.0
2023-09-25,RevenueCenter_5,9,0,0,0,1327.5,940.0,2938.0,3335.0
2023-09-26,RevenueCenter_5,9,1,0,0,16461.0,1327.5,3107.0,3290.0
2023-09-27,RevenueCenter_5,9,2,0,0,395.0,16461.0,3107.0,1186.0
2023-09-28,RevenueCenter_5,9,3,0,0,2728.0,395.0,2150.0,1765.0
2023-09-29,RevenueCenter_5,9,4,1,0,15581.8,2728.0,9465.48,2473.5
2023-09-30,RevenueCenter_5,9,5,1,0,4390.0,15581.8,951.0,1062.0
2023-10-01,RevenueCenter_5,10,6,0,0,2483.5,4390.0,940.0,14802.44
2023-10-02,RevenueCenter_5,10,0,0,0,2170.5,2483.5,1327.5,2639.0
2023-10-03,RevenueCenter_5,10,1,0,0,2358.0,2170.5,16461.0,4851.5
2023-10-04,RevenueCenter_5,10,2,0,0,3328.0,2358.0,395.0,2215.0
2023-10-05,RevenueCenter_5,10,3,0,0,5146.0,3328.0,2728.0,3105.0
2023-10-06,RevenueCenter_5,10,4,1,0,13103.52,5146.0,15581.8,1935.0
2023-10-07,RevenueCenter_5,10,5,1,0,505.0,13103.52,4390.0,1160.0
2023-10-08,RevenueCenter_5,10,6,0,0,11425.0,505.0,2483.5,13530.82
2023-10-09,RevenueCenter_5,10,0,0,0,2426.0,11425.0,2170.5,2492.2
2023-10-10,RevenueCenter_5,10,1,0,0,1725.0,2426.0,2358.0,2614.5
2023-10-11,RevenueCenter_5,10,2,0,0,995.0,1725.0,3328.0,4393.0
2023-10-12,RevenueCenter_5,10,3,0,0,1635.0,995.0,5146.0,3481.5
2023-10-13,RevenueCenter_5,10,4,1,0,9166.0,1635.0,13103.52,1926.0
2023-10-14,RevenueCenter_5,10,5,1,0,2088.0,9166.0,505.0,2816.0
2023-10-15,RevenueCenter_5,10,6,0,0,1465.0,2088.0,11425.0,11939.96
2023-10-16,RevenueCenter_5,10,0,0,0,1185.0,1465.0,2426.0,2075.0
2023-10-17,RevenueCenter_5,10,1,0,0,1032.0,1185.0,1725.0,2157.0
2023-10-18,RevenueCenter_5,10,2,0,0,4283.0,1032.0,995.0,2938.0
2023-10-19,RevenueCenter_5,10,3,0,0,2015.0,4283.0,1635.0,3107.0
2023-10-20,RevenueCenter_5,10,4,1,0,12606.82,2015.0,9166.0,3107.0
2023-10-21,RevenueCenter_5,10,5,1,0,7760.2,12606.82,2088.0,2150.0
2023-10-22,RevenueCenter_5,10,6,0,0,2335.0,7760.2,1465.0,9465.48
2023-10-23,RevenueCenter_5,10,0,0,0,1932.0,2335.0,1185.0,951.0
2023-10-24,RevenueCenter_5,10,1,0,0,4314.0,1932.0,1032.0,940.0
2023-10-25,RevenueCenter_5,10,2,0,0,1880.0,4314.0,4283.0,1327.5
2023-10-26,RevenueCenter_5,10,3,0,0,3910.0,1880.0,2015.0,16461.0
2023-10-27,RevenueCenter_5,10,4,1,0,16738.32,3910.0,12606.82,395.0
2023-10-28,RevenueCenter_5,10,5,1,0,1893.0,16738.32,7760.2,2728.0
2023-10-29,RevenueCenter_5,10,6,0,0,2029.0,1893.0,2335.0,15581.8
2023-10-30,RevenueCenter_5,10,0,0,0,2511.0,2029.0,1932.0,4390.0
2023-10-31,RevenueCenter_5,10,1,0,0,1859.0,2511.0,4314.0,2483.5
2023-11-01,RevenueCenter_5,11,2,0,0,3101.5,1859.0,1880.0,2170.5
2023-11-02,RevenueCenter_5,11,3,0,0,2655.0,3101.5,3910.0,2358.0
2023-11-03,RevenueCenter_5,11,4,1,0,11069.5,2655.0,16738.32,3328.0
2023-11-04,RevenueCenter_5,11,5,1,0,3022.0,11069.5,1893.0,5146.0
2023-11-05,RevenueCenter_5,11,6,0,0,2495.0,3022.0,2029.0,13103.52
2023-11-06,RevenueCenter_5,11,0,0,0,3582.0,2495.0,2511.0,505.0
2023-11-07,RevenueCenter_5,11,1,0,0,2146.5,3582.0,1859.0,11425.0
2023-11-08,RevenueCenter_5,11,2,0,0,3159.5,2146.5,3101.5,2426.0
2023-11-09,RevenueCenter_5,11,3,0,0,3483.0,3159.5,2655.0,1725.0
2023-11-10,RevenueCenter_5,11,4,1,0,9715.32,3483.0,11069.5,995.0
2023-11-11,RevenueCenter_5,11,5,1,0,1605.0,9715.32,3022.0,1635.0
2023-11-12,RevenueCenter_5,11,6,0,0,2571.0,1605.0,2495.0,9166.0
2023-11-13,RevenueCenter_5,11,0,0,0,2118.0,2571.0,3582.0,2088.0
2023-11-14,RevenueCenter_5,11,1,0,0,2105.5,2118.0,2146.5,1465.0
2023-11-15,RevenueCenter_5,11,2,0,0,2585.0,2105.5,3159.5,1185.0
2023-11-16,RevenueCenter_5,11,3,0,0,3307.5,2585.0,3483.0,1032.0
2023-11-17,RevenueCenter_5,11,4,1,0,12470.0,3307.5,9715.32,4283.0
2023-11-18,RevenueCenter_5,11,5,1,0,2661.0,12470.0,1605.0,2015.0
2023-11-19,RevenueCenter_5,11,6,0,0,1690.0,2661.0,2571.0,12606.82
2023-11-20,RevenueCenter_5,11,0,0,0,3897.5,1690.0,2118.0,7760.2
2023-11-21,RevenueCenter_5,11,1,0,0,11136.5,3897.5,2105.5,2335.0
2023-11-22,RevenueCenter_5,11,2,0,0,2700.5,11136.5,2585.0,1932.0
2023-11-23,RevenueCenter_5,11,3,0,0,4635.0,2700.5,3307.5,4314.0
2023-11-24,RevenueCenter_5,11,4,1,0,11975.0,4635.0,12470.0,1880.0
2023-11-25,RevenueCenter_5,11,5,1,0,15701.0,11975.0,2661.0,3910.0
2023-11-26,RevenueCenter_5,11,6,0,0,1780.0,15701.0,1690.0,16738.32
2023-11-27,RevenueCenter_5,11,0,0,0,615.0,1780.0,3897.5,1893.0
2023-11-28,RevenueCenter_5,11,1,0,0,823.0,615.0,11136.5,2029.0
2023-11-29,RevenueCenter_5,11,2,0,0,2688.0,823.0,2700.5,2511.0
2023-11-30,RevenueCenter_5,11,3,0,0,2650.0,2688.0,4635.0,1859.0
2023-12-01,RevenueCenter_5,12,4,1,0,9843.4,2650.0,11975.0,3101.5
2023-12-02,RevenueCenter_5,12,5,1,1,2010.0,9843.4,15701.0,2655.0
2023-12-03,RevenueCenter_5,12,6,0,1,1745.0,2010.0,1780.0,11069.5
2023-12-04,RevenueCenter_5,12,0,0,0,2685.0,1745.0,615.0,3022.0
2023-12-05,RevenueCenter_5,12,1,0,0,3030.0,2685.0,823.0,2495.0
2023-12-06,RevenueCenter_5,12,2,0,0,3363.5,3030.0,2688.0,3582.0
2023-12-07,RevenueCenter_5,12,3,0,0,6138.0,3363.5,2650.0,2146.5
2023-12-08,RevenueCenter_5,12,4,1,0,19017.0,6138.0,9843.4,3159.5
2023-12-09,RevenueCenter_5,12,5,1,0,3490.0,19017.0,2010.0,3483.0
2023-12-10,RevenueCenter_5,12,6,0,0,4254.0,3490.0,1745.0,9715.32
2023-12-11,RevenueCenter_5,12,0,0,0,3597.75,4254.0,2685.0,1605.0
2023-12-12,RevenueCenter_5,12,1,0,0,2243.25,3597.75,3030.0,2571.0
2023-12-13,RevenueCenter_5,12,2,0,0,2342.5,2243.25,3363.5,2118.0
2023-12-14,RevenueCenter_5,12,3,0,0,2084.0,2342.5,6138.0,2105.5
2023-12-15,RevenueCenter_5,12,4,1,0,12899.0,2084.0,19017.0,2585.0
2023-12-16,RevenueCenter_5,12,5,1,0,1138.0,12899.0,3490.0,3307.5
2023-12-17,RevenueCenter_5,12,6,0,0,3521.0,1138.0,4254.0,12470.0
2023-12-18,RevenueCenter_5,12,0,0,0,2567.0,3521.0,3597.75,2661.0
2023-12-19,RevenueCenter_5,12,1,0,0,2688.0,2567.0,2243.25,1690.0
2023-12-20,RevenueCenter_5,12,2,0,0,1910.0,2688.0,2342.5,3897.5
2023-12-21,RevenueCenter_5,12,3,0,0,2981.5,1910.0,2084.0,11136.5
2023-12-22,RevenueCenter_5,12,4,1,0,13337.9,2981.5,12899.0,2700.5
2023-12-23,RevenueCenter_5,12,5,1,0,2735.0,13337.9,1138.0,4635.0
2023-12-24,RevenueCenter_5,12,6,0,0,28094.0,2735.0,3521.0,11975.0
2023-12-25,RevenueCenter_5,12,0,0,0,6192.0,28094.0,2567.0,15701.0
2023-12-26,RevenueCenter_5,12,1,0,0,2157.5,6192.0,2688.0,1780.0
2023-12-27,RevenueCenter_5,12,2,0,0,2444.0,2157.5,1910.0,615.0
2023-12-28,RevenueCenter_5,12,3,0,0,2634.0,2444.0,2981.5,823.0
2023-12-29,RevenueCenter_5,12,4,1,0,12768.0,2634.0,13337.9,2688.0
2023-12-30,RevenueCenter_5,12,5,1,0,3860.0,12768.0,2735.0,2650.0
2023-12-31,RevenueCenter_5,12,6,0,1,38289.0,3860.0,28094.0,9843.4
2024-01-01,RevenueCenter_5,1,0,0,1,5956.0,38289.0,6192.0,2010.0
2024-01-02,RevenueCenter_5,1,1,0,0,3512.0,5956.0,2157.5,1745.0
2024-01-03,RevenueCenter_5,1,2,0,0,4886.0,3512.0,2444.0,2685.0
2024-01-04,RevenueCenter_5,1,3,0,0,4940.0,4886.0,2634.0,3030.0
2024-01-05,RevenueCenter_5,1,4,1,0,22087.0,4940.0,12768.0,3363.5
2024-01-06,RevenueCenter_5,1,5,1,0,9680.2,22087.0,3860.0,6138.0
2024-01-07,RevenueCenter_5,1,6,0,0,5448.0,9680.2,38289.0,19017.0
2024-01-08,RevenueCenter_5,1,0,0,0,8336.0,5448.0,5956.0,3490.0
2024-01-09,RevenueCenter_5,1,1,0,0,2145.0,8336.0,3512.0,4254.0
2024-01-10,RevenueCenter_5,1,2,0,0,2275.0,2145.0,4886.0,3597.75
2024-01-11,RevenueCenter_5,1,3,0,0,4515.0,2275.0,4940.0,2243.25
2024-01-12,RevenueCenter_5,1,4,1,0,33788.0,4515.0,22087.0,2342.5
2024-01-13,RevenueCenter_5,1,5,1,0,12662.0,33788.0,9680.2,2084.0
2024-01-14,RevenueCenter_5,1,6,0,0,4485.0,12662.0,5448.0,12899.0
2024-01-15,RevenueCenter_5,1,0,0,0,3440.0,4485.0,8336.0,1138.0
2024-01-16,RevenueCenter_5,1,1,0,0,4569.0,3440.0,2145.0,3521.0
2024-01-17,RevenueCenter_5,1,2,0,0,5480.0,4569.0,2275.0,2567.0
2024-01-18,RevenueCenter_5,1,3,0,0,4502.0,5480.0,4515.0,2688.0
2024-01-19,RevenueCenter_5,1,4,1,0,23539.0,4502.0,33788.0,1910.0
2024-01-20,RevenueCenter_5,1,5,1,0,7336.0,23539.0,12662.0,2981.5
2024-01-21,RevenueCenter_5,1,6,0,0,8410.0,7336.0,4485.0,13337.9
2024-01-22,RevenueCenter_5,1,0,0,0,11824.0,8410.0,3440.0,2735.0
2024-01-23,RevenueCenter_5,1,1,0,0,6226.0,11824.0,4569.0,28094.0
2024-01-24,RevenueCenter_5,1,2,0,0,2962.0,6226.0,5480.0,6192.0
2024-01-25,RevenueCenter_5,1,3,0,0,5848.0,2962.0,4502.0,2157.5
2024-01-26,RevenueCenter_5,1,4,1,0,16188.0,5848.0,23539.0,2444.0
2024-01-27,RevenueCenter_5,1,5,1,0,4788.0,16188.0,7336.0,2634.0
2024-01-28,RevenueCenter_5,1,6,0,0,6693.0,4788.0,8410.0,12768.0
2024-01-29,RevenueCenter_5,1,0,0,0,5472.0,6693.0,11824.0,3860.0
2024-01-30,RevenueCenter_5,1,1,0,0,23996.0,5472.0,6226.0,38289.0
2024-01-31,RevenueCenter_5,1,2,0,0,5898.0,23996.0,2962.0,5956.0
2024-02-01,RevenueCenter_5,2,3,0,0,3790.0,5898.0,5848.0,3512.0
2024-02-02,RevenueCenter_5,2,4,1,0,25882.0,3790.0,16188.0,4886.0
2024-02-03,RevenueCenter_5,2,5,1,0,3938.0,25882.0,4788.0,4940.0
2024-02-04,RevenueCenter_5,2,6,0,0,34438.0,3938.0,6693.0,22087.0
2024-02-05,RevenueCenter_5,2,0,0,0,7820.0,34438.0,5472.0,9680.2
2024-02-06,RevenueCenter_5,2,1,0,0,3180.0,7820.0,23996.0,5448.0
2024-02-07,RevenueCenter_5,2,2,0,0,5816.0,3180.0,5898.0,8336.0
2024-02-08,RevenueCenter_5,2,3,0,0,3890.0,5816.0,3790.0,2145.0
2024-02-09,RevenueCenter_5,2,4,1,0,16830.0,3890.0,25882.0,2275.0
2024-02-10,RevenueCenter_5,2,5,1,0,3718.0,16830.0,3938.0,4515.0
2024-02-11,RevenueCenter_5,2,6,0,0,5922.0,3718.0,34438.0,33788.0
2024-02-12,RevenueCenter_5,2,0,0,0,3412.0,5922.0,7820.0,12662.0
2024-02-13,RevenueCenter_5,2,1,0,0,7354.0,3412.0,3180.0,4485.0
2024-02-14,RevenueCenter_5,2,2,0,0,34930.0,7354.0,5816.0,3440.0
2024-02-15,RevenueCenter_5,2,3,0,0,17060.0,34930.0,3890.0,4569.0
2024-02-16,RevenueCenter_5,2,4,1,0,17090.0,17060.0,16830.0,5480.0
2024-02-17,RevenueCenter_5,2,5,1,0,43332.0,17090.0,3718.0,4502.0
2024-02-18,RevenueCenter_5,2,6,0,0,5393.0,43332.0,5922.0,23539.0
2024-02-19,RevenueCenter_5,2,0,0,0,4076.0,5393.0,3412.0,7336.0
2024-02-20,RevenueCenter_5,2,1,0,0,4107.0,4076.0,7354.0,8410.0
2024-02-21,RevenueCenter_5,2,2,0,0,7970.0,4107.0,34930.0,11824.0
2024-02-22,RevenueCenter_5,2,3,0,0,2805.0,7970.0,17060.0,6226.0
2024-02-23,RevenueCenter_5,2,4,1,0,16964.0,2805.0,17090.0,2962.0
2024-02-24,RevenueCenter_5,2,5,1,0,11342.0,16964.0,43332.0,5848.0
2024-02-25,RevenueCenter_5,2,6,0,0,6756.0,11342.0,5393.0,16188.0
2024-02-26,RevenueCenter_5,2,0,0,0,7332.0,6756.0,4076.0,4788.0
2024-02-27,RevenueCenter_5,2,1,0,0,5526.0,7332.0,4107.0,6693.0
2024-02-28,RevenueCenter_5,2,2,0,0,5307.0,5526.0,7970.0,5472.0
2024-02-29,RevenueCenter_5,2,3,0,0,4134.0,5307.0,2805.0,23996.0
2024-03-01,RevenueCenter_5,3,4,1,0,20770.0,4134.0,16964.0,5898.0
2024-03-02,RevenueCenter_5,3,5,1,0,8896.0,20770.0,11342.0,3790.0
2024-03-03,RevenueCenter_5,3,6,0,0,5001.0,8896.0,6756.0,25882.0
2024-03-04,RevenueCenter_5,3,0,0,0,5176.0,5001.0,7332.0,3938.0
2024-03-05,RevenueCenter_5,3,1,0,0,3902.0,5176.0,5526.0,34438.0
2024-03-06,RevenueCenter_5,3,2,0,0,3370.0,3902.0,5307.0,7820.0
2024-03-07,RevenueCenter_5,3,3,0,0,7032.0,3370.0,4134.0,3180.0
2024-03-08,RevenueCenter_5,3,4,1,0,13864.0,7032.0,20770.0,5816.0
2024-03-09,RevenueCenter_5,3,5,1,0,2510.0,13864.0,8896.0,3890.0
2024-03-10,RevenueCenter_5,3,6,0,0,10844.0,2510.0,5001.0,16830.0
2024-03-11,RevenueCenter_5,3,0,0,1,19518.0,10844.0,5176.0,3718.0
2024-03-12,RevenueCenter_5,3,1,0,0,15804.0,19518.0,3902.0,5922.0
2024-03-13,RevenueCenter_5,3,2,0,0,15970.0,15804.0,3370.0,3412.0
2024-03-14,RevenueCenter_5,3,3,0,0,13265.0,15970.0,7032.0,7354.0
2024-03-15,RevenueCenter_5,3,4,1,0,37984.0,13265.0,13864.0,34930.0
2024-03-16,RevenueCenter_5,3,5,1,0,56794.4,37984.0,2510.0,17060.0
2024-03-17,RevenueCenter_5,3,6,0,0,34857.4,56794.4,10844.0,17090.0
2024-03-18,RevenueCenter_5,3,0,0,0,16813.4,34857.4,19518.0,43332.0
2024-03-19,RevenueCenter_5,3,1,0,0,27564.0,16813.4,15804.0,5393.0
2024-03-20,RevenueCenter_5,3,2,0,0,24950.0,27564.0,15970.0,4076.0
2024-03-21,RevenueCenter_5,3,3,0,0,33412.0,24950.0,13265.0,4107.0
2024-03-22,RevenueCenter_5,3,4,1,0,15275.0,33412.0,37984.0,7970.0
2024-03-23,RevenueCenter_5,3,5,1,0,22651.0,15275.0,56794.4,2805.0
2024-03-24,RevenueCenter_5,3,6,0,0,11974.0,22651.0,34857.4,16964.0
2024-03-25,RevenueCenter_5,3,0,0,0,10795.0,11974.0,16813.4,11342.0
2024-03-26,RevenueCenter_5,3,1,0,0,13767.0,10795.0,27564.0,6756.0
2024-03-27,RevenueCenter_5,3,2,0,0,31540.0,13767.0,24950.0,7332.0
2024-03-28,RevenueCenter_5,3,3,0,0,25440.0,31540.0,33412.0,5526.0
2024-03-29,RevenueCenter_5,3,4,1,0,14851.0,25440.0,15275.0,5307.0
2024-03-30,RevenueCenter_5,3,5,1,0,16063.0,14851.0,22651.0,4134.0
2024-03-31,RevenueCenter_5,3,6,0,0,8403.6,16063.0,11974.0,20770.0
2024-04-01,RevenueCenter_5,4,0,0,0,26630.0,8403.6,10795.0,8896.0
2024-04-02,RevenueCenter_5,4,1,0,0,9960.0,26630.0,13767.0,5001.0
2024-04-03,RevenueCenter_5,4,2,0,0,21612.0,9960.0,31540.0,5176.0
2024-04-04,RevenueCenter_5,4,3,0,0,13722.0,21612.0,25440.0,3902.0
2024-04-05,RevenueCenter_5,4,4,1,0,14526.0,13722.0,14851.0,3370.0
2024-04-06,RevenueCenter_5,4,5,1,0,26630.0,14526.0,16063.0,7032.0
2024-04-07,RevenueCenter_5,4,6,0,0,10570.0,26630.0,8403.6,13864.0
2024-04-08,RevenueCenter_5,4,0,0,1,9072.0,10570.0,26630.0,2510.0
2024-04-09,RevenueCenter_5,4,1,0,1,6574.0,9072.0,9960.0,10844.0
2024-04-10,RevenueCenter_5,4,2,0,1,2374.5,6574.0,21612.0,19518.0
2024-04-11,RevenueCenter_5,4,3,0,1,2726.8,2374.5,13722.0,15804.0
2024-04-12,RevenueCenter_5,4,4,1,1,4421.0,2726.8,14526.0,15970.0
2024-04-13,RevenueCenter_5,4,5,1,0,5891.0,4421.0,26630.0,13265.0
2024-04-14,RevenueCenter_5,4,6,0,0,2556.5,5891.0,10570.0,37984.0
2024-04-15,RevenueCenter_5,4,0,0,0,1229.0,2556.5,9072.0,56794.4
2024-04-16,RevenueCenter_5,4,1,0,0,9829.0,1229.0,6574.0,34857.4
2024-04-17,RevenueCenter_5,4,2,0,0,3464.0,9829.0,2374.5,16813.4
2024-04-18,RevenueCenter_5,4,3,0,0,2909.0,3464.0,2726.8,27564.0
2024-04-19,RevenueCenter_5,4,4,1,0,7248.0,2909.0,4421.0,24950.0
2024-04-20,RevenueCenter_5,4,5,1,0,3919.8,7248.0,5891.0,33412.0
2024-04-21,RevenueCenter_5,4,6,0,0,2563.9,3919.8,2556.5,15275.0
2024-04-22,RevenueCenter_5,4,0,0,0,2501.0,2563.9,1229.0,22651.0
2024-04-23,RevenueCenter_5,4,1,0,0,3123.6,2501.0,9829.0,11974.0
2024-04-24,RevenueCenter_5,4,2,0,0,7427.0,3123.6,3464.0,10795.0
2024-04-25,RevenueCenter_5,4,3,0,0,2621.0,7427.0,2909.0,13767.0
2024-04-26,RevenueCenter_5,4,4,1,0,10863.5,2621.0,7248.0,31540.0
2024-04-27,RevenueCenter_5,4,5,1,0,2413.0,10863.5,3919.8,25440.0
2024-04-28,RevenueCenter_5,4,6,0,0,4230.0,2413.0,2563.9,14851.0
2024-04-29,RevenueCenter_5,4,0,0,0,3731.7,4230.0,2501.0,16063.0
2024-04-30,RevenueCenter_5,4,1,0,0,2979.0,3731.7,3123.6,8403.6
2023-02-03,RevenueCenter_6,2,4,1,0,494.0,1544.5,0.0,1166.0
2023-02-04,RevenueCenter_6,2,5,1,0,600.0,494.0,390.0,629.5
2023-02-05,RevenueCenter_6,2,6,0,0,0.0,600.0,421.5,2.0
2023-02-06,RevenueCenter_6,2,0,0,0,30.0,0.0,20.0,550.0
2023-02-07,RevenueCenter_6,2,1,0,0,327.0,30.0,273.0,629.75
2023-02-08,RevenueCenter_6,2,2,0,0,457.25,327.0,0.0,622.0
2023-02-09,RevenueCenter_6,2,3,0,0,791.0,457.25,1544.5,749.5
2023-02-10,RevenueCenter_6,2,4,1,0,176.0,791.0,494.0,442.0
2023-02-11,RevenueCenter_6,2,5,1,0,642.0,176.0,600.0,1241.0
2023-02-12,RevenueCenter_6,2,6,0,0,70.0,642.0,0.0,176.0
2023-02-13,RevenueCenter_6,2,0,0,0,1354.5,70.0,30.0,367.0
2023-02-14,RevenueCenter_6,2,1,0,0,1050.0,1354.5,327.0,464.6
2023-02-15,RevenueCenter_6,2,2,0,0,472.5,1050.0,457.25,511.0
2023-02-16,RevenueCenter_6,2,3,0,0,442.0,472.5,791.0,145.0
2023-02-17,RevenueCenter_6,2,4,1,0,416.5,442.0,176.0,903.0
2023-02-18,RevenueCenter_6,2,5,1,0,300.5,416.5,642.0,533.0
2023-02-19,RevenueCenter_6,2,6,0,0,137.0,300.5,70.0,659.0
2023-02-20,RevenueCenter_6,2,0,0,0,278.0,137.0,1354.5,1224.0
2023-02-21,RevenueCenter_6,2,1,0,0,17764.0,278.0,1050.0,378.0
2023-02-22,RevenueCenter_6,2,2,0,0,39.0,17764.0,472.5,39.0
2023-02-23,RevenueCenter_6,2,3,0,0,325.0,39.0,442.0,172.0
2023-02-24,RevenueCenter_6,2,4,1,0,1619.0,325.0,416.5,0.0
2023-02-25,RevenueCenter_6,2,5,1,0,447.5,1619.0,300.5,232.5
2023-02-26,RevenueCenter_6,2,6,0,0,665.0,447.5,137.0,0.0
2023-02-27,RevenueCenter_6,2,0,0,0,970.0,665.0,278.0,390.0
2023-02-28,RevenueCenter_6,2,1,0,0,1027.0,970.0,17764.0,421.5
2023-03-01,RevenueCenter_6,3,2,0,0,40.0,1027.0,39.0,20.0
2023-03-02,RevenueCenter_6,3,3,0,0,1126.0,40.0,325.0,273.0
2023-03-03,RevenueCenter_6,3,4,1,0,458.0,1126.0,1619.0,0.0
2023-03-04,RevenueCenter_6,3,5,1,0,776.0,458.0,447.5,1544.5
2023-03-05,RevenueCenter_6,3,6,0,0,281.5,776.0,665.0,494.0
2023-03-06,RevenueCenter_6,3,0,0,0,173.0,281.5,970.0,600.0
2023-03-07,RevenueCenter_6,3,1,0,0,327.5,173.0,1027.0,0.0
2023-03-08,RevenueCenter_6,3,2,0,0,528.0,327.5,40.0,30.0
2023-03-09,RevenueCenter_6,3,3,0,0,695.5,528.0,1126.0,327.0
2023-03-10,RevenueCenter_6,3,4,1,0,231.0,695.5,458.0,457.25
2023-03-11,RevenueCenter_6,3,5,1,0,734.0,231.0,776.0,791.0
2023-03-12,RevenueCenter_6,3,6,0,0,320.0,734.0,281.5,176.0
2023-03-13,RevenueCenter_6,3,0,0,0,1485.0,320.0,173.0,642.0
2023-03-14,RevenueCenter_6,3,1,0,0,4742.0,1485.0,327.5,70.0
2023-03-15,RevenueCenter_6,3,2,0,0,1140.0,4742.0,528.0,1354.5
2023-03-16,RevenueCenter_6,3,3,0,0,25005.0,1140.0,695.5,1050.0
2023-03-17,RevenueCenter_6,3,4,1,0,400.0,25005.0,231.0,472.5
2023-03-18,RevenueCenter_6,3,5,1,0,191.0,400.0,734.0,442.0
2023-03-19,RevenueCenter_6,3,6,0,0,114.0,191.0,320.0,416.5
2023-03-20,RevenueCenter_6,3,0,0,0,574.0,114.0,1485.0,300.5
2023-03-21,RevenueCenter_6,3,1,0,0,518.0,574.0,4742.0,137.0
2023-03-22,RevenueCenter_6,3,2,0,0,1185.0,518.0,1140.0,278.0
2023-03-23,RevenueCenter_6,3,3,0,1,471.0,1185.0,25005.0,17764.0
2023-03-24,RevenueCenter_6,3,4,1,0,300.0,471.0,400.0,39.0
2023-03-25,RevenueCenter_6,3,5,1,0,0.0,300.0,191.0,325.0
2023-03-26,RevenueCenter_6,3,6,0,0,580.0,0.0,114.0,1619.0
2023-03-27,RevenueCenter_6,3,0,0,0,760.0,580.0,574.0,447.5
2023-03-28,RevenueCenter_6,3,1,0,0,208.0,760.0,518.0,665.0
2023-03-29,RevenueCenter_6,3,2,0,0,545.75,208.0,1185.0,970.0
2023-03-30,RevenueCenter_6,3,3,0,0,467.0,545.75,471.0,1027.0
2023-03-31,RevenueCenter_6,3,4,1,0,316.0,467.0,300.0,40.0
2023-04-01,RevenueCenter_6,4,5,1,0,790.0,316.0,0.0,1126.0
2023-04-02,RevenueCenter_6,4,6,0,0,266.0,790.0,580.0,458.0
2023-04-03,RevenueCenter_6,4,0,0,0,101.0,266.0,760.0,776.0
2023-04-04,RevenueCenter_6,4,1,0,0,160.0,101.0,208.0,281.5
2023-04-05,RevenueCenter_6,4,2,0,0,474.0,160.0,545.75,173.0
2023-04-06,RevenueCenter_6,4,3,0,0,174.0,474.0,467.0,327.5
2023-04-07,RevenueCenter_6,4,4,1,0,1259.0,174.0,316.0,528.0
2023-04-08,RevenueCenter_6,4,5,1,0,425.0,1259.0,790.0,695.5
2023-04-09,RevenueCenter_6,4,6,0,0,856.5,425.0,266.0,231.0
2023-04-10,RevenueCenter_6,4,0,0,0,960.0,856.5,101.0,734.0
2023-04-11,RevenueCenter_6,4,1,0,0,704.0,960.0,160.0,320.0
2023-04-12,RevenueCenter_6,4,2,0,0,751.5,704.0,474.0,1485.0
2023-04-13,RevenueCenter_6,4,3,0,0,1253.0,751.5,174.0,4742.0
2023-04-14,RevenueCenter_6,4,4,1,0,380.0,1253.0,1259.0,1140.0
2023-04-15,RevenueCenter_6,4,5,1,0,110.0,380.0,425.0,25005.0
2023-04-16,RevenueCenter_6,4,6,0,0,205.0,110.0,856.5,400.0
