Date,RevenueCenterName,Month,DayOfWeek,IsWeekend,IsHoliday,Lunch,Lunch_lag_1d,Lunch_lag_1w,Lunch_lag_1m
2024-01-12,RevenueCenter_2,1,4,1,0,930.0,1138.0,540.0,370.0
2024-01-13,RevenueCenter_2,1,5,1,0,835.0,930.0,152.0,237.0
2024-01-14,RevenueCenter_2,1,6,0,0,0.0,835.0,1083.0,190.0
2024-01-15,RevenueCenter_2,1,0,0,0,648.5,0.0,1161.0,190.0
2024-01-16,RevenueCenter_2,1,1,0,0,964.0,648.5,60.0,130.0
2024-01-17,RevenueCenter_2,1,2,0,0,1485.0,964.0,963.0,348.5
2024-01-18,RevenueCenter_2,1,3,0,0,1204.0,1485.0,1138.0,520.0
2024-01-19,RevenueCenter_2,1,4,1,0,400.0,1204.0,930.0,215.0
2024-01-20,RevenueCenter_2,1,5,1,0,851.0,400.0,835.0,512.0
2024-01-21,RevenueCenter_2,1,6,0,0,1874.0,851.0,0.0,503.0
2024-01-22,RevenueCenter_2,1,0,0,0,310.0,1874.0,648.5,167.5
2024-01-23,RevenueCenter_2,1,1,0,0,524.0,310.0,964.0,688.0
2024-01-24,RevenueCenter_2,1,2,0,0,1632.0,524.0,1485.0,890.0
2024-01-25,RevenueCenter_2,1,3,0,0,460.0,1632.0,1204.0,269.0
2024-01-26,RevenueCenter_2,1,4,1,0,380.0,460.0,400.0,543.0
2024-01-27,RevenueCenter_2,1,5,1,0,2231.0,380.0,851.0,0.0
2024-01-28,RevenueCenter_2,1,6,0,0,532.0,2231.0,1874.0,802.0
2024-01-29,RevenueCenter_2,1,0,0,0,441.0,532.0,310.0,235.5
2024-01-30,RevenueCenter_2,1,1,0,0,694.0,441.0,524.0,412.0
2024-01-31,RevenueCenter_2,1,2,0,0,740.0,694.0,1632.0,396.0
2024-02-01,RevenueCenter_2,2,3,0,0,372.0,740.0,460.0,490.0
2024-02-02,RevenueCenter_2,2,4,1,0,280.0,372.0,380.0,756.0
2024-02-03,RevenueCenter_2,2,5,1,0,1292.0,280.0,2231.0,731.0
2024-02-04,RevenueCenter_2,2,6,0,0,400.0,1292.0,532.0,540.0
2024-02-05,RevenueCenter_2,2,0,0,0,764.0,400.0,441.0,152.0
2024-02-06,RevenueCenter_2,2,1,0,0,1323.0,764.0,694.0,1083.0
2024-02-07,RevenueCenter_2,2,2,0,0,352.0,1323.0,740.0,1161.0
2024-02-08,RevenueCenter_2,2,3,0,0,630.0,352.0,372.0,60.0
2024-02-09,RevenueCenter_2,2,4,1,0,534.0,630.0,280.0,963.0
2024-02-10,RevenueCenter_2,2,5,1,0,911.0,534.0,1292.0,1138.0
2024-02-11,RevenueCenter_2,2,6,0,0,480.0,911.0,400.0,930.0
2024-02-12,RevenueCenter_2,2,0,0,0,2204.0,480.0,764.0,835.0
2024-02-13,RevenueCenter_2,2,1,0,0,1015.0,2204.0,1323.0,0.0
2024-02-14,RevenueCenter_2,2,2,0,0,1113.0,1015.0,352.0,648.5
2024-02-15,RevenueCenter_2,2,3,0,0,1177.0,1113.0,630.0,964.0
2024-02-16,RevenueCenter_2,2,4,1,0,60.0,1177.0,534.0,1485.0
2024-02-17,RevenueCenter_2,2,5,1,0,1196.0,60.0,911.0,1204.0
2024-02-18,RevenueCenter_2,2,6,0,0,428.0,1196.0,480.0,400.0
2024-02-19,RevenueCenter_2,2,0,0,0,265.0,428.0,2204.0,851.0
2024-02-20,RevenueCenter_2,2,1,0,0,560.0,265.0,1015.0,1874.0
2024-02-21,RevenueCenter_2,2,2,0,0,322.0,560.0,1113.0,310.0
2024-02-22,RevenueCenter_2,2,3,0,0,2334.0,322.0,1177.0,524.0
2024-02-23,RevenueCenter_2,2,4,1,0,958.0,2334.0,60.0,1632.0
2024-02-24,RevenueCenter_2,2,5,1,0,540.0,958.0,1196.0,460.0
2024-02-25,RevenueCenter_2,2,6,0,0,352.0,540.0,428.0,380.0
2024-02-26,RevenueCenter_2,2,0,0,0,576.0,352.0,265.0,2231.0
2024-02-27,RevenueCenter_2,2,1,0,0,758.0,576.0,560.0,532.0
2024-02-28,RevenueCenter_2,2,2,0,0,1854.0,758.0,322.0,441.0
2024-02-29,RevenueCenter_2,2,3,0,0,394.0,1854.0,2334.0,694.0
2024-03-01,RevenueCenter_2,3,4,1,0,330.0,394.0,958.0,740.0
2024-03-02,RevenueCenter_2,3,5,1,0,1274.0,330.0,540.0,372.0
2024-03-03,RevenueCenter_2,3,6,0,0,574.0,1274.0,352.0,280.0
2024-03-04,RevenueCenter_2,3,0,0,0,1022.0,574.0,576.0,1292.0
2024-03-05,RevenueCenter_2,3,1,0,0,312.0,1022.0,758.0,400.0
2024-03-06,RevenueCenter_2,3,2,0,0,1180.0,312.0,1854.0,764.0
2024-03-07,RevenueCenter_2,3,3,0,0,1059.5,1180.0,394.0,1323.0
2024-03-08,RevenueCenter_2,3,4,1,0,318.0,1059.5,330.0,352.0
2024-03-09,RevenueCenter_2,3,5,1,0,707.0,318.0,1274.0,630.0
2024-03-10,RevenueCenter_2,3,6,0,0,522.0,707.0,574.0,534.0
2024-03-11,RevenueCenter_2,3,0,0,1,154.0,522.0,1022.0,911.0
2024-03-12,RevenueCenter_2,3,1,0,0,6000.0,154.0,312.0,480.0
2024-03-13,RevenueCenter_2,3,2,0,0,350.0,6000.0,1180.0,2204.0
2024-03-14,RevenueCenter_2,3,3,0,0,604.0,350.0,1059.5,1015.0
2024-03-15,RevenueCenter_2,3,4,1,0,1906.0,604.0,318.0,1113.0
2024-03-16,RevenueCenter_2,3,5,1,0,202.0,1906.0,707.0,1177.0
2024-03-17,RevenueCenter_2,3,6,0,0,0.0,202.0,522.0,60.0
2024-03-18,RevenueCenter_2,3,0,0,0,375.0,0.0,154.0,1196.0
2024-03-19,RevenueCenter_2,3,1,0,0,0.0,375.0,6000.0,428.0
2024-03-20,RevenueCenter_2,3,2,0,0,4376.0,0.0,350.0,265.0
2024-03-21,RevenueCenter_2,3,3,0,0,0.0,4376.0,604.0,560.0
2024-03-22,RevenueCenter_2,3,4,1,0,182.5,0.0,1906.0,322.0
2024-03-23,RevenueCenter_2,3,5,1,0,35.0,182.5,202.0,2334.0
2024-03-24,RevenueCenter_2,3,6,0,0,87.5,35.0,0.0,958.0
2024-03-25,RevenueCenter_2,3,0,0,0,0.0,87.5,375.0,540.0
2024-03-26,RevenueCenter_2,3,1,0,0,165.0,0.0,0.0,352.0
2024-03-27,RevenueCenter_2,3,2,0,0,35.0,165.0,4376.0,576.0
2024-03-28,RevenueCenter_2,3,3,0,0,76.0,35.0,0.0,758.0
2024-03-29,RevenueCenter_2,3,4,1,0,451.0,76.0,182.5,1854.0
2024-03-30,RevenueCenter_2,3,5,1,0,0.0,451.0,35.0,394.0
2024-03-31,RevenueCenter_2,3,6,0,0,251.0,0.0,87.5,330.0
2024-04-01,RevenueCenter_2,4,0,0,0,95.0,251.0,0.0,1274.0
2024-04-02,RevenueCenter_2,4,1,0,0,35.0,95.0,165.0,574.0
2024-04-03,RevenueCenter_2,4,2,0,0,17.5,35.0,35.0,1022.0
2024-04-04,RevenueCenter_2,4,3,0,0,0.0,17.5,76.0,312.0
2024-04-05,RevenueCenter_2,4,4,1,0,133.0,0.0,451.0,1180.0
2024-04-06,RevenueCenter_2,4,5,1,0,0.0,133.0,0.0,1059.5
2024-04-08,RevenueCenter_2,4,0,0,1,0.0,0.0,251.0,318.0
2024-04-09,RevenueCenter_2,4,1,0,1,27.0,0.0,95.0,707.0
2024-04-10,RevenueCenter_2,4,2,0,1,0.0,27.0,35.0,522.0
2024-04-11,RevenueCenter_2,4,3,0,1,417.0,0.0,17.5,154.0
2024-04-12,RevenueCenter_2,4,4,1,1,327.0,417.0,0.0,6000.0
2024-04-13,RevenueCenter_2,4,5,1,0,601.0,327.0,133.0,350.0
2024-04-14,RevenueCenter_2,4,6,0,0,90.0,601.0,0.0,604.0
2024-04-15,RevenueCenter_2,4,0,0,0,262.0,90.0,0.0,1906.0
2024-04-16,RevenueCenter_2,4,1,0,0,308.0,262.0,27.0,202.0
2024-04-17,RevenueCenter_2,4,2,0,0,127.0,308.0,0.0,0.0
2024-04-18,RevenueCenter_2,4,3,0,0,766.0,127.0,417.0,375.0
2024-04-19,RevenueCenter_2,4,4,1,0,1005.0,766.0,327.0,0.0
2024-04-20,RevenueCenter_2,4,5,1,0,425.0,1005.0,601.0,4376.0
2024-04-21,RevenueCenter_2,4,6,0,0,297.0,425.0,90.0,0.0
2024-04-22,RevenueCenter_2,4,0,0,0,403.0,297.0,262.0,182.5
2024-04-23,RevenueCenter_2,4,1,0,0,1074.0,403.0,308.0,35.0
2024-04-24,RevenueCenter_2,4,2,0,0,330.0,1074.0,127.0,87.5
2024-04-25,RevenueCenter_2,4,3,0,0,513.0,330.0,766.0,0.0
2024-04-26,RevenueCenter_2,4,4,1,0,351.0,513.0,1005.0,165.0
2024-04-27,RevenueCenter_2,4,5,1,0,200.0,351.0,425.0,35.0
2024-04-28,RevenueCenter_2,4,6,0,0,459.5,200.0,297.0,76.0
2024-04-29,RevenueCenter_2,4,0,0,0,706.0,459.5,403.0,451.0
2024-04-30,RevenueCenter_2,4,1,0,0,791.0,706.0,1074.0,0.0
2023-01-31,RevenueCenter_3,1,1,0,0,1326.0,2399.25,479.8,763.0
2023-02-01,RevenueCenter_3,2,2,0,0,2467.5,1326.0,1644.75,546.0
2023-02-02,RevenueCenter_3,2,3,0,0,1961.25,2467.5,1362.5,693.0
2023-02-03,RevenueCenter_3,2,4,1,0,1316.0,1961.25,3979.75,839.5
2023-02-04,RevenueCenter_3,2,5,1,0,1237.0,1316.0,2108.0,707.0
2023-02-05,RevenueCenter_3,2,6,0,0,829.0,1237.0,1373.0,1571.75
2023-02-06,RevenueCenter_3,2,0,0,0,1413.0,829.0,2399.25,1019.0
2023-02-07,RevenueCenter_3,2,1,0,0,773.5,1413.0,1326.0,1521.0
2023-02-08,RevenueCenter_3,2,2,0,0,389.0,773.5,2467.5,1062.5
2023-02-09,RevenueCenter_3,2,3,0,0,1473.0,389.0,1961.25,566.5
2023-02-10,RevenueCenter_3,2,4,1,0,625.0,1473.0,1316.0,1166.0
2023-02-11,RevenueCenter_3,2,5,1,0,302.0,625.0,1237.0,1738.25
2023-02-12,RevenueCenter_3,2,6,0,0,194.0,302.0,829.0,1002.0
2023-02-13,RevenueCenter_3,2,0,0,0,685.0,194.0,1413.0,2703.0
2023-02-14,RevenueCenter_3,2,1,0,0,1150.0,685.0,773.5,1731.0
2023-02-15,RevenueCenter_3,2,2,0,0,1065.0,1150.0,389.0,509.0
2023-02-16,RevenueCenter_3,2,3,0,0,1046.0,1065.0,1473.0,285.0
2023-02-17,RevenueCenter_3,2,4,1,0,1507.0,1046.0,625.0,1124.0
2023-02-18,RevenueCenter_3,2,5,1,0,2039.0,1507.0,302.0,1262.25
2023-02-19,RevenueCenter_3,2,6,0,0,2627.0,2039.0,194.0,2020.0
2023-02-20,RevenueCenter_3,2,0,0,0,1691.75,2627.0,685.0,1101.5
2023-02-21,RevenueCenter_3,2,1,0,0,2569.5,1691.75,1150.0,2426.0
2023-02-22,RevenueCenter_3,2,2,0,0,2447.25,2569.5,1065.0,2871.0
2023-02-23,RevenueCenter_3,2,3,0,0,1881.0,2447.25,1046.0,479.8
2023-02-24,RevenueCenter_3,2,4,1,0,1353.0,1881.0,1507.0,1644.75
2023-02-25,RevenueCenter_3,2,5,1,0,1023.0,1353.0,2039.0,1362.5
2023-02-26,RevenueCenter_3,2,6,0,0,624.5,1023.0,2627.0,3979.75
2023-02-27,RevenueCenter_3,2,0,0,0,720.0,624.5,1691.75,2108.0
2023-02-28,RevenueCenter_3,2,1,0,0,972.75,720.0,2569.5,1373.0
2023-03-01,RevenueCenter_3,3,2,0,0,2601.5,972.75,2447.25,2399.25
2023-03-02,RevenueCenter_3,3,3,0,0,1678.0,2601.5,1881.0,1326.0
2023-03-03,RevenueCenter_3,3,4,1,0,1911.25,1678.0,1353.0,2467.5
2023-03-04,RevenueCenter_3,3,5,1,0,1701.75,1911.25,1023.0,1961.25
2023-03-05,RevenueCenter_3,3,6,0,0,740.0,1701.75,624.5,1316.0
2023-03-06,RevenueCenter_3,3,0,0,0,1022.0,740.0,720.0,1237.0
2023-03-07,RevenueCenter_3,3,1,0,0,856.0,1022.0,972.75,829.0
2023-03-08,RevenueCenter_3,3,2,0,0,1987.0,856.0,2601.5,1413.0
2023-03-09,RevenueCenter_3,3,3,0,0,4404.5,1987.0,1678.0,773.5
2023-03-10,RevenueCenter_3,3,4,1,0,2050.0,4404.5,1911.25,389.0
2023-03-11,RevenueCenter_3,3,5,1,0,848.0,2050.0,1701.75,1473.0
2023-03-12,RevenueCenter_3,3,6,0,0,308.0,848.0,740.0,625.0
2023-03-13,RevenueCenter_3,3,0,0,0,1639.0,308.0,1022.0,302.0
2023-03-14,RevenueCenter_3,3,1,0,0,854.5,1639.0,856.0,194.0
2023-03-15,RevenueCenter_3,3,2,0,0,792.0,854.5,1987.0,685.0
2023-03-16,RevenueCenter_3,3,3,0,0,798.0,792.0,4404.5,1150.0
2023-03-17,RevenueCenter_3,3,4,1,0,2569.0,798.0,2050.0,1065.0
2023-03-18,RevenueCenter_3,3,5,1,0,736.0,2569.0,848.0,1046.0
2023-03-19,RevenueCenter_3,3,6,0,0,1721.5,736.0,308.0,1507.0
2023-03-20,RevenueCenter_3,3,0,0,0,1262.0,1721.5,1639.0,2039.0
2023-03-21,RevenueCenter_3,3,1,0,0,1957.5,1262.0,854.5,2627.0
2023-03-22,RevenueCenter_3,3,2,0,0,779.5,1957.5,792.0,1691.75
2023-03-23,RevenueCenter_3,3,3,0,1,1192.0,779.5,798.0,2569.5
2023-03-24,RevenueCenter_3,3,4,1,0,460.0,1192.0,2569.0,2447.25
2023-03-25,RevenueCenter_3,3,5,1,0,412.0,460.0,736.0,1881.0
2023-03-26,RevenueCenter_3,3,6,0,0,1401.0,412.0,1721.5,1353.0
2023-03-27,RevenueCenter_3,3,0,0,0,661.5,1401.0,1262.0,1023.0
2023-03-28,RevenueCenter_3,3,1,0,0,600.0,661.5,1957.5,624.5
2023-03-29,RevenueCenter_3,3,2,0,0,1588.0,600.0,779.5,720.0
2023-03-30,RevenueCenter_3,3,3,0,0,451.0,1588.0,1192.0,972.75
2023-03-31,RevenueCenter_3,3,4,1,0,962.5,451.0,460.0,2601.5
2023-04-01,RevenueCenter_3,4,5,1,0,720.0,962.5,412.0,1678.0
2023-04-02,RevenueCenter_3,4,6,0,0,1703.0,720.0,1401.0,1911.25
2023-04-03,RevenueCenter_3,4,0,0,0,2638.0,1703.0,661.5,1701.75
2023-04-04,RevenueCenter_3,4,1,0,0,1967.0,2638.0,600.0,740.0
2023-04-05,RevenueCenter_3,4,2,0,0,1336.5,1967.0,1588.0,1022.0
2023-04-06,RevenueCenter_3,4,3,0,0,265.0,1336.5,451.0,856.0
2023-04-07,RevenueCenter_3,4,4,1,0,1002.0,265.0,962.5,1987.0
2023-04-08,RevenueCenter_3,4,5,1,0,1303.0,1002.0,720.0,4404.5
2023-04-09,RevenueCenter_3,4,6,0,0,440.0,1303.0,1703.0,2050.0
2023-04-10,RevenueCenter_3,4,0,0,0,868.0,440.0,2638.0,848.0
2023-04-11,RevenueCenter_3,4,1,0,0,1408.5,868.0,1967.0,308.0
2023-04-12,RevenueCenter_3,4,2,0,0,1083.0,1408.5,1336.5,1639.0
2023-04-13,RevenueCenter_3,4,3,0,0,744.0,1083.0,265.0,854.5
2023-04-14,RevenueCenter_3,4,4,1,0,1042.0,744.0,1002.0,792.0
2023-04-15,RevenueCenter_3,4,5,1,0,797.0,1042.0,1303.0,798.0
2023-04-16,RevenueCenter_3,4,6,0,0,1869.75,797.0,440.0,2569.0
2023-04-17,RevenueCenter_3,4,0,0,0,729.0,1869.75,868.0,736.0
2023-04-18,RevenueCenter_3,4,1,0,0,860.5,729.0,1408.5,1721.5
2023-04-19,RevenueCenter_3,4,2,0,0,936.0,860.5,1083.0,1262.0
2023-04-20,RevenueCenter_3,4,3,0,1,827.0,936.0,744.0,1957.5
2023-04-21,RevenueCenter_3,4,4,1,1,662.0,827.0,1042.0,779.5
2023-04-22,RevenueCenter_3,4,5,1,1,560.0,662.0,797.0,1192.0
2023-04-23,RevenueCenter_3,4,6,0,1,1315.0,560.0,1869.75,460.0
2023-04-24,RevenueCenter_3,4,0,0,0,2245.5,1315.0,729.0,412.0
2023-04-25,RevenueCenter_3,4,1,0,0,1013.5,2245.5,860.5,1401.0
2023-04-26,RevenueCenter_3,4,2,0,0,1357.0,1013.5,936.0,661.5
2023-04-27,RevenueCenter_3,4,3,0,0,4138.0,1357.0,827.0,600.0
2023-04-28,RevenueCenter_3,4,4,1,0,1406.25,4138.0,662.0,1588.0
2023-04-29,RevenueCenter_3,4,5,1,0,1489.5,1406.25,560.0,451.0
2023-04-30,RevenueCenter_3,4,6,0,0,1605.0,1489.5,1315.0,962.5
2023-05-01,RevenueCenter_3,5,0,0,0,460.0,1605.0,2245.5,720.0
2023-05-02,RevenueCenter_3,5,1,0,0,1886.5,460.0,1013.5,1703.0
2023-05-03,RevenueCenter_3,5,2,0,0,1089.0,1886.5,1357.0,2638.0
2023-05-04,RevenueCenter_3,5,3,0,0,1766.5,1089.0,4138.0,1967.0
2023-05-05,RevenueCenter_3,5,4,1,0,3643.71,1766.5,1406.25,1336.5
2023-05-06,RevenueCenter_3,5,5,1,0,1801.0,3643.71,1489.5,265.0
2023-05-07,RevenueCenter_3,5,6,0,0,312.0,1801.0,1605.0,1002.0
2023-05-08,RevenueCenter_3,5,0,0,0,952.5,312.0,460.0,1303.0
2023-05-09,RevenueCenter_3,5,1,0,0,682.25,952.5,1886.5,440.0
2023-05-10,RevenueCenter_3,5,2,0,0,2875.5,682.25,1089.0,868.0
2023-05-11,RevenueCenter_3,5,3,0,0,3276.5,2875.5,1766.5,1408.5
2023-05-12,RevenueCenter_3,5,4,1,0,2462.0,3276.5,3643.71,1083.0
2023-05-13,RevenueCenter_3,5,5,1,0,1542.45,2462.0,1801.0,744.0
2023-05-14,RevenueCenter_3,5,6,0,0,839.0,1542.45,312.0,1042.0
2023-05-15,RevenueCenter_3,5,0,0,0,1680.0,839.0,952.5,797.0
2023-05-16,RevenueCenter_3,5,1,0,0,1929.25,1680.0,682.25,1869.75
2023-05-17,RevenueCenter_3,5,2,0,0,687.75,1929.25,2875.5,729.0
2023-05-18,RevenueCenter_3,5,3,0,0,1174.5,687.75,3276.5,860.5
2023-05-19,RevenueCenter_3,5,4,1,0,3121.25,1174.5,2462.0,936.0
2023-05-20,RevenueCenter_3,5,5,1,0,1025.0,3121.25,1542.45,827.0
2023-05-21,RevenueCenter_3,5,6,0,0,1338.0,1025.0,839.0,662.0
2023-05-22,RevenueCenter_3,5,0,0,0,1326.75,1338.0,1680.0,560.0
2023-05-23,RevenueCenter_3,5,1,0,0,864.0,1326.75,1929.25,1315.0
2023-05-24,RevenueCenter_3,5,2,0,0,3313.0,864.0,687.75,2245.5
2023-05-25,RevenueCenter_3,5,3,0,0,2187.5,3313.0,1174.5,1013.5
2023-05-26,RevenueCenter_3,5,4,1,0,1989.0,2187.5,3121.25,1357.0
2023-05-27,RevenueCenter_3,5,5,1,0,3410.5,1989.0,1025.0,4138.0
2023-05-28,RevenueCenter_3,5,6,0,0,1498.0,3410.5,1338.0,1406.25
2023-05-29,RevenueCenter_3,5,0,0,0,1228.5,1498.0,1326.75,1489.5
2023-05-30,RevenueCenter_3,5,1,0,0,1618.75,1228.5,864.0,1605.0
2023-05-31,RevenueCenter_3,5,2,0,0,2911.75,1618.75,3313.0,460.0
2023-06-01,RevenueCenter_3,6,3,0,0,2888.25,2911.75,2187.5,1886.5
2023-06-02,RevenueCenter_3,6,4,1,0,1520.0,2888.25,1989.0,1089.0
2023-06-03,RevenueCenter_3,6,5,1,0,357.0,1520.0,3410.5,1766.5
2023-06-04,RevenueCenter_3,6,6,0,0,406.0,357.0,1498.0,3643.71
2023-06-05,RevenueCenter_3,6,0,0,0,2988.25,406.0,1228.5,1801.0
2023-06-06,RevenueCenter_3,6,1,0,0,1799.5,2988.25,1618.75,312.0
2023-06-07,RevenueCenter_3,6,2,0,0,2528.75,1799.5,2911.75,952.5
2023-06-08,RevenueCenter_3,6,3,0,0,1872.5,2528.75,2888.25,682.25
2023-06-09,RevenueCenter_3,6,4,1,0,2217.5,1872.5,1520.0,2875.5
2023-06-10,RevenueCenter_3,6,5,1,0,1024.0,2217.5,357.0,3276.5
2023-06-11,RevenueCenter_3,6,6,0,0,1392.0,1024.0,406.0,2462.0
2023-06-12,RevenueCenter_3,6,0,0,0,1695.75,1392.0,2988.25,1542.45
2023-06-13,RevenueCenter_3,6,1,0,0,979.0,1695.75,1799.5,839.0
2023-06-14,RevenueCenter_3,6,2,0,0,1729.0,979.0,2528.75,1680.0
2023-06-15,RevenueCenter_3,6,3,0,0,3845.75,1729.0,1872.5,1929.25
2023-06-16,RevenueCenter_3,6,4,1,0,2207.0,3845.75,2217.5,687.75
2023-06-17,RevenueCenter_3,6,5,1,0,2819.5,2207.0,1024.0,1174.5
2023-06-18,RevenueCenter_3,6,6,0,0,846.0,2819.5,1392.0,3121.25
2023-06-19,RevenueCenter_3,6,0,0,0,1462.5,846.0,1695.75,1025.0
2023-06-20,RevenueCenter_3,6,1,0,1,2287.5,1462.5,979.0,1338.0
2023-06-21,RevenueCenter_3,6,2,0,0,1500.5,2287.5,1729.0,1326.75
2023-06-22,RevenueCenter_3,6,3,0,0,3500.0,1500.5,3845.75,864.0
2023-06-23,RevenueCenter_3,6,4,1,0,1325.0,3500.0,2207.0,3313.0
2023-06-24,RevenueCenter_3,6,5,1,0,1301.75,1325.0,2819.5,2187.5
2023-06-25,RevenueCenter_3,6,6,0,0,595.5,1301.75,846.0,1989.0
2023-06-26,RevenueCenter_3,6,0,0,0,1511.5,595.5,1462.5,3410.5
2023-06-27,RevenueCenter_3,6,1,0,0,4513.75,1511.5,2287.5,1498.0
2023-06-28,RevenueCenter_3,6,2,0,1,2683.5,4513.75,1500.5,1228.5
2023-06-29,RevenueCenter_3,6,3,0,1,479.0,2683.5,3500.0,1618.75
2023-06-30,RevenueCenter_3,6,4,1,1,1115.0,479.0,1325.0,2911.75
2023-07-01,RevenueCenter_3,7,5,1,0,1208.0,1115.0,1301.75,2888.25
2023-07-02,RevenueCenter_3,7,6,0,0,1491.05,1208.0,595.5,1520.0
2023-07-03,RevenueCenter_3,7,0,0,0,1354.5,1491.05,1511.5,357.0
2023-07-04,RevenueCenter_3,7,1,0,0,2591.5,1354.5,4513.75,406.0
2023-07-05,RevenueCenter_3,7,2,0,0,1499.0,2591.5,2683.5,2988.25
2023-07-06,RevenueCenter_3,7,3,0,0,2042.5,1499.0,479.0,1799.5
2023-07-07,RevenueCenter_3,7,4,1,0,2396.0,2042.5,1115.0,2528.75
2023-07-08,RevenueCenter_3,7,5,1,0,515.0,2396.0,1208.0,1872.5
2023-07-09,RevenueCenter_3,7,6,0,0,463.0,515.0,1491.05,2217.5
2023-07-10,RevenueCenter_3,7,0,0,0,915.0,463.0,1354.5,1024.0
2023-07-11,RevenueCenter_3,7,1,0,0,1249.0,915.0,2591.5,1392.0
2023-07-12,RevenueCenter_3,7,2,0,0,1254.75,1249.0,1499.0,1695.75
2023-07-13,RevenueCenter_3,7,3,0,0,1002.0,1254.75,2042.5,979.0
2023-07-14,RevenueCenter_3,7,4,1,0,1344.5,1002.0,2396.0,1729.0
2023-07-15,RevenueCenter_3,7,5,1,0,1100.0,1344.5,515.0,3845.75
2023-07-16,RevenueCenter_3,7,6,0,0,1670.0,1100.0,463.0,2207.0
2023-07-17,RevenueCenter_3,7,0,0,0,1441.0,1670.0,915.0,2819.5
2023-07-18,RevenueCenter_3,7,1,0,0,1614.5,1441.0,1249.0,846.0
2023-07-19,RevenueCenter_3,7,2,0,0,693.0,1614.5,1254.75,1462.5
2023-07-20,RevenueCenter_3,7,3,0,0,2181.5,693.0,1002.0,2287.5
2023-07-21,RevenueCenter_3,7,4,1,0,941.25,2181.5,1344.5,1500.5
2023-07-22,RevenueCenter_3,7,5,1,0,869.0,941.25,1100.0,3500.0
2023-07-23,RevenueCenter_3,7,6,0,0,1056.0,869.0,1670.0,1325.0
2023-07-24,RevenueCenter_3,7,0,0,0,840.5,1056.0,1441.0,1301.75
2023-07-25,RevenueCenter_3,7,1,0,0,1093.0,840.5,1614.5,595.5
2023-07-26,RevenueCenter_3,7,2,0,0,1278.0,1093.0,693.0,1511.5
2023-07-27,RevenueCenter_3,7,3,0,0,1580.0,1278.0,2181.5,4513.75
2023-07-28,RevenueCenter_3,7,4,1,0,2704.25,1580.0,941.25,2683.5
2023-07-29,RevenueCenter_3,7,5,1,0,1524.0,2704.25,869.0,479.0
2023-07-30,RevenueCenter_3,7,6,0,0,493.0,1524.0,1056.0,1115.0
2023-07-31,RevenueCenter_3,7,0,0,0,1517.0,493.0,840.5,1208.0
2023-08-01,RevenueCenter_3,8,1,0,0,729.0,1517.0,1093.0,1491.05
2023-08-02,RevenueCenter_3,8,2,0,0,1782.5,729.0,1278.0,1354.5
2023-08-03,RevenueCenter_3,8,3,0,0,877.0,1782.5,1580.0,2591.5
2023-08-04,RevenueCenter_3,8,4,1,0,1101.5,877.0,2704.25,1499.0
2023-08-05,RevenueCenter_3,8,5,1,0,2113.5,1101.5,1524.0,2042.5
2023-08-06,RevenueCenter_3,8,6,0,0,776.0,2113.5,493.0,2396.0
2023-08-07,RevenueCenter_3,8,0,0,0,678.0,776.0,1517.0,515.0
2023-08-08,RevenueCenter_3,8,1,0,0,754.0,678.0,729.0,463.0
2023-08-09,RevenueCenter_3,8,2,0,0,1951.0,754.0,1782.5,915.0
2023-08-10,RevenueCenter_3,8,3,0,0,1657.5,1951.0,877.0,1249.0
2023-08-11,RevenueCenter_3,8,4,1,0,5802.5,1657.5,1101.5,1254.75
2023-08-12,RevenueCenter_3,8,5,1,0,2091.5,5802.5,2113.5,1002.0
2023-08-13,RevenueCenter_3,8,6,0,0,2829.5,2091.5,776.0,1344.5
2023-08-14,RevenueCenter_3,8,0,0,0,1463.75,2829.5,678.0,1100.0
2023-08-15,RevenueCenter_3,8,1,0,0,2017.0,1463.75,754.0,1670.0
2023-08-16,RevenueCenter_3,8,2,0,0,2944.5,2017.0,1951.0,1441.0
2023-08-17,RevenueCenter_3,8,3,0,0,908.0,2944.5,1657.5,1614.5
2023-08-18,RevenueCenter_3,8,4,1,0,903.0,908.0,5802.5,693.0
2023-08-19,RevenueCenter_3,8,5,1,0,827.0,903.0,2091.5,2181.5
2023-08-20,RevenueCenter_3,8,6,0,0,1105.0,827.0,2829.5,941.25
2023-08-21,RevenueCenter_3,8,0,0,0,756.0,1105.0,1463.75,869.0
2023-08-22,RevenueCenter_3,8,1,0,0,505.5,756.0,2017.0,1056.0
2023-08-23,RevenueCenter_3,8,2,0,0,845.0,505.5,2944.5,840.5
2023-08-24,RevenueCenter_3,8,3,0,0,1570.5,845.0,908.0,1093.0
2023-08-25,RevenueCenter_3,8,4,1,0,2358.0,1570.5,903.0,1278.0
2023-08-26,RevenueCenter_3,8,5,1,0,3332.0,2358.0,827.0,1580.0
2023-08-27,RevenueCenter_3,8,6,0,0,2462.75,3332.0,1105.0,2704.25
2023-08-28,RevenueCenter_3,8,0,0,0,1673.0,2462.75,756.0,1524.0
2023-08-29,RevenueCenter_3,8,1,0,0,1596.0,1673.0,505.5,493.0
2023-08-30,RevenueCenter_3,8,2,0,0,869.0,1596.0,845.0,1517.0
2023-08-31,RevenueCenter_3,8,3,0,0,6373.75,869.0,1570.5,729.0
2023-09-01,RevenueCenter_3,9,4,1,0,2571.75,6373.75,2358.0,1782.5
